key_resp_7.keys,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,id,series_0,series_1,acss_0,acss_1,comparison,id*,Płeć*,Wiek*,date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,key_resp_7.rt,key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran
,0,0,0,57,1,5eebf73b9d0a1a3a4520d168,RRROORO,RRROORR,21.82425538,22.07102821,series_1,5eebf73b9d0a1a3a4520d168,Kobieta,29,2021-09-06_19h45.39.972,rantool2,2021.1.4,Win32,59.88023952,6135e006383e6ea6c3d06a28,613653a614de2ce740161c7d,,,,,,,,,
j,0,1,1,19,1,5eebf73b9d0a1a3a4520d168,OROORRO,OROORRR,21.73568164,22.11181017,series_1,5eebf73b9d0a1a3a4520d168,Kobieta,29,2021-09-06_19h45.39.972,rantool2,2021.1.4,Win32,59.88023952,6135e006383e6ea6c3d06a28,613653a614de2ce740161c7d,2.906,,,,,,,,
j,0,2,2,52,1,5eebf73b9d0a1a3a4520d168,RROROOO,RROROOR,22.18365867,22.11097995,series_0,5eebf73b9d0a1a3a4520d168,Kobieta,29,2021-09-06_19h45.39.972,rantool2,2021.1.4,Win32,59.88023952,6135e006383e6ea6c3d06a28,613653a614de2ce740161c7d,2.851,,,,,,,,
f,0,3,3,63,1,5eebf73b9d0a1a3a4520d168,RRRRRRO,RRRRRRR,21.35278725,19.62521613,series_0,5eebf73b9d0a1a3a4520d168,Kobieta,29,2021-09-06_19h45.39.972,rantool2,2021.1.4,Win32,59.88023952,6135e006383e6ea6c3d06a28,613653a614de2ce740161c7d,1.792,,,,,,,,
j,0,4,4,18,1,5eebf73b9d0a1a3a4520d168,OROOROO,OROOROR,20.84860893,21.22513037,series_1,5eebf73b9d0a1a3a4520d168,Kobieta,29,2021-09-06_19h45.39.972,rantool2,2021.1.4,Win32,59.88023952,6135e006383e6ea6c3d06a28,613653a614de2ce740161c7d,1.92,,,,,,,,
j,0,5,5,42,1,5eebf73b9d0a1a3a4520d168,ROROROO,ROROROR,20.39515459,19.8361834,series_0,5eebf73b9d0a1a3a4520d168,Kobieta,29,2021-09-06_19h45.39.972,rantool2,2021.1.4,Win32,59.88023952,6135e006383e6ea6c3d06a28,613653a614de2ce740161c7d,2.071,,,,,,,,
f,0,6,6,9,1,5eebf73b9d0a1a3a4520d168,OOROORO,OOROORR,21.07991943,22.2428857,series_1,5eebf73b9d0a1a3a4520d168,Kobieta,29,2021-09-06_19h45.39.972,rantool2,2021.1.4,Win32,59.88023952,6135e006383e6ea6c3d06a28,613653a614de2ce740161c7d,2.186,,,,,,,,
j,0,7,7,44,1,5eebf73b9d0a1a3a4520d168,RORROOO,RORROOR,21.66733484,22.02566557,series_1,5eebf73b9d0a1a3a4520d168,Kobieta,29,2021-09-06_19h45.39.972,rantool2,2021.1.4,Win32,59.88023952,6135e006383e6ea6c3d06a28,613653a614de2ce740161c7d,2.336,,,,,,,,
j,0,8,8,61,1,5eebf73b9d0a1a3a4520d168,RRRRORO,RRRRORR,21.81333602,21.17347734,series_0,5eebf73b9d0a1a3a4520d168,Kobieta,29,2021-09-06_19h45.39.972,rantool2,2021.1.4,Win32,59.88023952,6135e006383e6ea6c3d06a28,613653a614de2ce740161c7d,2.441,,,,,,,,
j,0,9,9,50,1,5eebf73b9d0a1a3a4520d168,RROOROO,RROOROR,21.73568164,22.02566557,series_1,5eebf73b9d0a1a3a4520d168,Kobieta,29,2021-09-06_19h45.39.972,rantool2,2021.1.4,Win32,59.88023952,6135e006383e6ea6c3d06a28,613653a614de2ce740161c7d,1.904,,,,,,,,
f,0,10,10,30,1,5eebf73b9d0a1a3a4520d168,ORRRROO,ORRRROR,22.46748491,22.03072203,series_0,5eebf73b9d0a1a3a4520d168,Kobieta,29,2021-09-06_19h45.39.972,rantool2,2021.1.4,Win32,59.88023952,6135e006383e6ea6c3d06a28,613653a614de2ce740161c7d,1.67,,,,,,,,
j,0,11,11,13,1,5eebf73b9d0a1a3a4520d168,OORRORO,OORRORR,21.66733484,22.11181017,series_1,5eebf73b9d0a1a3a4520d168,Kobieta,29,2021-09-06_19h45.39.972,rantool2,2021.1.4,Win32,59.88023952,6135e006383e6ea6c3d06a28,613653a614de2ce740161c7d,1.804,,,,,,,,
