key_resp_7.keys,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,id,series_0,series_1,acss_0,acss_1,comparison,id*,Płeć*,Wiek*,date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,key_resp_7.rt,key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran
,0,0,0,16,1,6019d1d736aef018625bb433,OROOOOO,OROOOOR,20.43051175,21.17347734,series_1,6019d1d736aef018625bb433,Mężczyzna,19,2021-09-06_19h19.31.179,rantool2,2021.1.4,Win32,75.27286413,6135e006383e6ea6c3d06a28,61364d3af038004ca3de417e,,,,,,,,,
j,0,1,1,10,1,6019d1d736aef018625bb433,OOROROO,OOROROR,21.31236711,21.07490964,series_0,6019d1d736aef018625bb433,Mężczyzna,19,2021-09-06_19h19.31.179,rantool2,2021.1.4,Win32,75.27286413,6135e006383e6ea6c3d06a28,61364d3af038004ca3de417e,3.1088,,,,,,,,
f,0,2,2,39,1,6019d1d736aef018625bb433,ROORRRO,ROORRRR,21.82425538,21.38562617,series_0,6019d1d736aef018625bb433,Mężczyzna,19,2021-09-06_19h19.31.179,rantool2,2021.1.4,Win32,75.27286413,6135e006383e6ea6c3d06a28,61364d3af038004ca3de417e,2.0149,,,,,,,,
j,0,3,3,18,1,6019d1d736aef018625bb433,OROOROO,OROOROR,20.84860893,21.22513037,series_1,6019d1d736aef018625bb433,Mężczyzna,19,2021-09-06_19h19.31.179,rantool2,2021.1.4,Win32,75.27286413,6135e006383e6ea6c3d06a28,61364d3af038004ca3de417e,1.3217,,,,,,,,
f,0,4,4,59,1,6019d1d736aef018625bb433,RRRORRO,RRRORRR,21.56657303,20.89823192,series_0,6019d1d736aef018625bb433,Mężczyzna,19,2021-09-06_19h19.31.179,rantool2,2021.1.4,Win32,75.27286413,6135e006383e6ea6c3d06a28,61364d3af038004ca3de417e,1.7556,,,,,,,,
j,0,5,5,53,1,6019d1d736aef018625bb433,RRORORO,RRORORR,20.71309134,21.90565814,series_1,6019d1d736aef018625bb433,Mężczyzna,19,2021-09-06_19h19.31.179,rantool2,2021.1.4,Win32,75.27286413,6135e006383e6ea6c3d06a28,61364d3af038004ca3de417e,2.0547,,,,,,,,
f,0,6,6,55,1,6019d1d736aef018625bb433,RRORRRO,RRORRRR,21.56657303,21.21223021,series_0,6019d1d736aef018625bb433,Mężczyzna,19,2021-09-06_19h19.31.179,rantool2,2021.1.4,Win32,75.27286413,6135e006383e6ea6c3d06a28,61364d3af038004ca3de417e,0.9274,,,,,,,,
j,0,7,7,25,1,6019d1d736aef018625bb433,ORROORO,ORROORR,21.79500819,22.61624387,series_1,6019d1d736aef018625bb433,Mężczyzna,19,2021-09-06_19h19.31.179,rantool2,2021.1.4,Win32,75.27286413,6135e006383e6ea6c3d06a28,61364d3af038004ca3de417e,1.7264,,,,,,,,
f,0,8,8,45,1,6019d1d736aef018625bb433,RORRORO,RORRORR,20.78182524,21.22513037,series_1,6019d1d736aef018625bb433,Mężczyzna,19,2021-09-06_19h19.31.179,rantool2,2021.1.4,Win32,75.27286413,6135e006383e6ea6c3d06a28,61364d3af038004ca3de417e,1.6081,,,,,,,,
j,0,9,9,7,1,6019d1d736aef018625bb433,OOORRRO,OOORRRR,21.6194508,21.899017,series_1,6019d1d736aef018625bb433,Mężczyzna,19,2021-09-06_19h19.31.179,rantool2,2021.1.4,Win32,75.27286413,6135e006383e6ea6c3d06a28,61364d3af038004ca3de417e,3.2119,,,,,,,,
f,0,10,10,33,1,6019d1d736aef018625bb433,ROOOORO,ROOOORR,20.83779602,22.03072203,series_1,6019d1d736aef018625bb433,Mężczyzna,19,2021-09-06_19h19.31.179,rantool2,2021.1.4,Win32,75.27286413,6135e006383e6ea6c3d06a28,61364d3af038004ca3de417e,1.6327,,,,,,,,
j,0,11,11,29,1,6019d1d736aef018625bb433,ORRRORO,ORRRORR,22.00300695,22.12173012,series_1,6019d1d736aef018625bb433,Mężczyzna,19,2021-09-06_19h19.31.179,rantool2,2021.1.4,Win32,75.27286413,6135e006383e6ea6c3d06a28,61364d3af038004ca3de417e,0.7833,,,,,,,,
j,0,12,12,6,1,6019d1d736aef018625bb433,OOORROO,OOORROR,21.12383932,21.38562617,series_1,6019d1d736aef018625bb433,Mężczyzna,19,2021-09-06_19h19.31.179,rantool2,2021.1.4,Win32,75.27286413,6135e006383e6ea6c3d06a28,61364d3af038004ca3de417e,0.8609,,,,,,,,
j,0,13,13,11,1,6019d1d736aef018625bb433,OORORRO,OORORRR,22.18365867,22.6797523,series_1,6019d1d736aef018625bb433,Mężczyzna,19,2021-09-06_19h19.31.179,rantool2,2021.1.4,Win32,75.27286413,6135e006383e6ea6c3d06a28,61364d3af038004ca3de417e,1.3876,,,,,,,,
f,0,14,14,49,1,6019d1d736aef018625bb433,RROOORO,RROOORR,21.76276513,22.53364006,series_1,6019d1d736aef018625bb433,Mężczyzna,19,2021-09-06_19h19.31.179,rantool2,2021.1.4,Win32,75.27286413,6135e006383e6ea6c3d06a28,61364d3af038004ca3de417e,0.3204,,,,,,,,
f,0,15,15,58,1,6019d1d736aef018625bb433,RRROROO,RRROROR,22.1285618,21.37121559,series_0,6019d1d736aef018625bb433,Mężczyzna,19,2021-09-06_19h19.31.179,rantool2,2021.1.4,Win32,75.27286413,6135e006383e6ea6c3d06a28,61364d3af038004ca3de417e,0.7085,,,,,,,,
f,0,16,16,52,1,6019d1d736aef018625bb433,RROROOO,RROROOR,22.18365867,22.11097995,series_0,6019d1d736aef018625bb433,Mężczyzna,19,2021-09-06_19h19.31.179,rantool2,2021.1.4,Win32,75.27286413,6135e006383e6ea6c3d06a28,61364d3af038004ca3de417e,0.7688,,,,,,,,
f,0,17,17,5,1,6019d1d736aef018625bb433,OOORORO,OOORORR,20.87963819,21.9921709,series_1,6019d1d736aef018625bb433,Mężczyzna,19,2021-09-06_19h19.31.179,rantool2,2021.1.4,Win32,75.27286413,6135e006383e6ea6c3d06a28,61364d3af038004ca3de417e,1.5663,,,,,,,,
j,0,18,18,60,1,6019d1d736aef018625bb433,RRRROOO,RRRROOR,22.10108823,22.15934078,series_1,6019d1d736aef018625bb433,Mężczyzna,19,2021-09-06_19h19.31.179,rantool2,2021.1.4,Win32,75.27286413,6135e006383e6ea6c3d06a28,61364d3af038004ca3de417e,2.1114,,,,,,,,
f,0,19,19,34,1,6019d1d736aef018625bb433,ROOOROO,ROOOROR,21.03750787,21.24781509,series_1,6019d1d736aef018625bb433,Mężczyzna,19,2021-09-06_19h19.31.179,rantool2,2021.1.4,Win32,75.27286413,6135e006383e6ea6c3d06a28,61364d3af038004ca3de417e,1.0738,,,,,,,,
j,0,20,20,9,1,6019d1d736aef018625bb433,OOROORO,OOROORR,21.07991943,22.2428857,series_1,6019d1d736aef018625bb433,Mężczyzna,19,2021-09-06_19h19.31.179,rantool2,2021.1.4,Win32,75.27286413,6135e006383e6ea6c3d06a28,61364d3af038004ca3de417e,1.6077,,,,,,,,
j,0,21,21,13,1,6019d1d736aef018625bb433,OORRORO,OORRORR,21.66733484,22.11181017,series_1,6019d1d736aef018625bb433,Mężczyzna,19,2021-09-06_19h19.31.179,rantool2,2021.1.4,Win32,75.27286413,6135e006383e6ea6c3d06a28,61364d3af038004ca3de417e,0.5238,,,,,,,,
f,0,22,22,26,1,6019d1d736aef018625bb433,ORROROO,ORROROR,22.02732763,21.71443381,series_0,6019d1d736aef018625bb433,Mężczyzna,19,2021-09-06_19h19.31.179,rantool2,2021.1.4,Win32,75.27286413,6135e006383e6ea6c3d06a28,61364d3af038004ca3de417e,1.9191,,,,,,,,
f,0,23,23,17,1,6019d1d736aef018625bb433,OROOORO,OROOORR,21.03750787,22.12173012,series_1,6019d1d736aef018625bb433,Mężczyzna,19,2021-09-06_19h19.31.179,rantool2,2021.1.4,Win32,75.27286413,6135e006383e6ea6c3d06a28,61364d3af038004ca3de417e,0.245,,,,,,,,
f,0,24,24,38,1,6019d1d736aef018625bb433,ROORROO,ROORROR,21.79500819,21.36812781,series_0,6019d1d736aef018625bb433,Mężczyzna,19,2021-09-06_19h19.31.179,rantool2,2021.1.4,Win32,75.27286413,6135e006383e6ea6c3d06a28,61364d3af038004ca3de417e,0.9886,,,,,,,,
f,0,25,25,24,1,6019d1d736aef018625bb433,ORROOOO,ORROOOR,21.12383932,22.07102821,series_1,6019d1d736aef018625bb433,Mężczyzna,19,2021-09-06_19h19.31.179,rantool2,2021.1.4,Win32,75.27286413,6135e006383e6ea6c3d06a28,61364d3af038004ca3de417e,0.6015,,,,,,,,
j,0,26,26,27,1,6019d1d736aef018625bb433,ORRORRO,ORRORRR,21.55250791,22.2428857,series_1,6019d1d736aef018625bb433,Mężczyzna,19,2021-09-06_19h19.31.179,rantool2,2021.1.4,Win32,75.27286413,6135e006383e6ea6c3d06a28,61364d3af038004ca3de417e,0.5025,,,,,,,,
j,0,27,27,31,1,6019d1d736aef018625bb433,ORRRRRO,ORRRRRR,22.16413392,20.74050628,series_0,6019d1d736aef018625bb433,Mężczyzna,19,2021-09-06_19h19.31.179,rantool2,2021.1.4,Win32,75.27286413,6135e006383e6ea6c3d06a28,61364d3af038004ca3de417e,0.9882,,,,,,,,
f,0,28,28,50,1,6019d1d736aef018625bb433,RROOROO,RROOROR,21.73568164,22.02566557,series_1,6019d1d736aef018625bb433,Mężczyzna,19,2021-09-06_19h19.31.179,rantool2,2021.1.4,Win32,75.27286413,6135e006383e6ea6c3d06a28,61364d3af038004ca3de417e,0.2899,,,,,,,,
f,0,29,29,12,1,6019d1d736aef018625bb433,OORROOO,OORROOR,21.30250474,22.02786418,series_1,6019d1d736aef018625bb433,Mężczyzna,19,2021-09-06_19h19.31.179,rantool2,2021.1.4,Win32,75.27286413,6135e006383e6ea6c3d06a28,61364d3af038004ca3de417e,1.1228,,,,,,,,
