key_resp_7.keys,key_resp_7.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,id,series_0,series_1,acss_0,acss_1,comparison,id*,Płeć*,Wiek*,date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran
f,1.7778,0,0,0,28,1,6131532c91b1750f51a9cb0a,ORRROOO,ORRROOR,22.24142883,22.53364006,series_1,6131532c91b1750f51a9cb0a,Mężczyzna,19,2021-09-06_19h24.41.615,rantool2,2021.1.4,Win32,59.97720866,6135e006383e6ea6c3d06a28,61364cd405d6a61e6afda5a5,,,,,,,,
j,1.767,0,1,1,5,1,6131532c91b1750f51a9cb0a,OOORORO,OOORORR,20.87963819,21.9921709,series_1,6131532c91b1750f51a9cb0a,Mężczyzna,19,2021-09-06_19h24.41.615,rantool2,2021.1.4,Win32,59.97720866,6135e006383e6ea6c3d06a28,61364cd405d6a61e6afda5a5,,,,,,,,
f,0.7008,0,2,2,40,1,6131532c91b1750f51a9cb0a,ROROOOO,ROROOOR,20.87963819,21.37121559,series_1,6131532c91b1750f51a9cb0a,Mężczyzna,19,2021-09-06_19h24.41.615,rantool2,2021.1.4,Win32,59.97720866,6135e006383e6ea6c3d06a28,61364cd405d6a61e6afda5a5,,,,,,,,
j,0.5944,0,3,3,61,1,6131532c91b1750f51a9cb0a,RRRRORO,RRRRORR,21.81333602,21.17347734,series_0,6131532c91b1750f51a9cb0a,Mężczyzna,19,2021-09-06_19h24.41.615,rantool2,2021.1.4,Win32,59.97720866,6135e006383e6ea6c3d06a28,61364cd405d6a61e6afda5a5,,,,,,,,
f,0.4838,0,4,4,1,1,6131532c91b1750f51a9cb0a,OOOOORO,OOOOORR,19.92253567,20.74050628,series_1,6131532c91b1750f51a9cb0a,Mężczyzna,19,2021-09-06_19h24.41.615,rantool2,2021.1.4,Win32,59.97720866,6135e006383e6ea6c3d06a28,61364cd405d6a61e6afda5a5,,,,,,,,
j,1.4339,0,5,5,35,1,6131532c91b1750f51a9cb0a,ROOORRO,ROOORRR,21.76276513,22.16977179,series_1,6131532c91b1750f51a9cb0a,Mężczyzna,19,2021-09-06_19h24.41.615,rantool2,2021.1.4,Win32,59.97720866,6135e006383e6ea6c3d06a28,61364cd405d6a61e6afda5a5,,,,,,,,
j,1.7339,0,6,6,42,1,6131532c91b1750f51a9cb0a,ROROROO,ROROROR,20.39515459,19.8361834,series_0,6131532c91b1750f51a9cb0a,Mężczyzna,19,2021-09-06_19h24.41.615,rantool2,2021.1.4,Win32,59.97720866,6135e006383e6ea6c3d06a28,61364cd405d6a61e6afda5a5,,,,,,,,
j,1.7531,0,7,7,62,1,6131532c91b1750f51a9cb0a,RRRRROO,RRRRROR,22.16413392,21.27974287,series_0,6131532c91b1750f51a9cb0a,Mężczyzna,19,2021-09-06_19h24.41.615,rantool2,2021.1.4,Win32,59.97720866,6135e006383e6ea6c3d06a28,61364cd405d6a61e6afda5a5,,,,,,,,
j,1.9505,0,8,8,32,1,6131532c91b1750f51a9cb0a,ROOOOOO,ROOOOOR,19.92253567,21.27974287,series_1,6131532c91b1750f51a9cb0a,Mężczyzna,19,2021-09-06_19h24.41.615,rantool2,2021.1.4,Win32,59.97720866,6135e006383e6ea6c3d06a28,61364cd405d6a61e6afda5a5,,,,,,,,
j,1.7674,0,9,9,14,1,6131532c91b1750f51a9cb0a,OORRROO,OORRROR,22.24142883,22.16977179,series_0,6131532c91b1750f51a9cb0a,Mężczyzna,19,2021-09-06_19h24.41.615,rantool2,2021.1.4,Win32,59.97720866,6135e006383e6ea6c3d06a28,61364cd405d6a61e6afda5a5,,,,,,,,
j,1.6709,0,10,10,36,1,6131532c91b1750f51a9cb0a,ROOROOO,ROOROOR,21.07991943,20.9984461,series_0,6131532c91b1750f51a9cb0a,Mężczyzna,19,2021-09-06_19h24.41.615,rantool2,2021.1.4,Win32,59.97720866,6135e006383e6ea6c3d06a28,61364cd405d6a61e6afda5a5,,,,,,,,
j,1.4506,0,11,11,10,1,6131532c91b1750f51a9cb0a,OOROROO,OOROROR,21.31236711,21.07490964,series_0,6131532c91b1750f51a9cb0a,Mężczyzna,19,2021-09-06_19h24.41.615,rantool2,2021.1.4,Win32,59.97720866,6135e006383e6ea6c3d06a28,61364cd405d6a61e6afda5a5,,,,,,,,
f,1.4426,0,12,12,13,1,6131532c91b1750f51a9cb0a,OORRORO,OORRORR,21.66733484,22.11181017,series_1,6131532c91b1750f51a9cb0a,Mężczyzna,19,2021-09-06_19h24.41.615,rantool2,2021.1.4,Win32,59.97720866,6135e006383e6ea6c3d06a28,61364cd405d6a61e6afda5a5,,,,,,,,
f,1.6171,0,13,13,46,1,6131532c91b1750f51a9cb0a,RORRROO,RORRROR,22.00300695,21.24781509,series_0,6131532c91b1750f51a9cb0a,Mężczyzna,19,2021-09-06_19h24.41.615,rantool2,2021.1.4,Win32,59.97720866,6135e006383e6ea6c3d06a28,61364cd405d6a61e6afda5a5,,,,,,,,
j,1.6513,0,14,14,37,1,6131532c91b1750f51a9cb0a,ROORORO,ROORORR,20.42602454,21.57657071,series_1,6131532c91b1750f51a9cb0a,Mężczyzna,19,2021-09-06_19h24.41.615,rantool2,2021.1.4,Win32,59.97720866,6135e006383e6ea6c3d06a28,61364cd405d6a61e6afda5a5,,,,,,,,
j,1.6174,0,15,15,50,1,6131532c91b1750f51a9cb0a,RROOROO,RROOROR,21.73568164,22.02566557,series_1,6131532c91b1750f51a9cb0a,Mężczyzna,19,2021-09-06_19h24.41.615,rantool2,2021.1.4,Win32,59.97720866,6135e006383e6ea6c3d06a28,61364cd405d6a61e6afda5a5,,,,,,,,
j,1.9172,0,16,16,51,1,6131532c91b1750f51a9cb0a,RROORRO,RROORRR,21.89852628,22.02786418,series_1,6131532c91b1750f51a9cb0a,Mężczyzna,19,2021-09-06_19h24.41.615,rantool2,2021.1.4,Win32,59.97720866,6135e006383e6ea6c3d06a28,61364cd405d6a61e6afda5a5,,,,,,,,
