key_resp_7.keys,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,id,series_0,series_1,acss_0,acss_1,comparison,id*,Płeć*,Wiek*,date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,key_resp_7.rt,key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran
,0,0,0,31,1,60ab68a3591ef77e701bfbb4,ORRRRRO,ORRRRRR,22.16413392,20.74050628,series_0,60ab68a3591ef77e701bfbb4,Mężczyzna,19,2021-09-06_19h13.45.250,rantool2,2021.1.4,Win32,144.092219,6135e006383e6ea6c3d06a28,61364c22d8959eace78e17a2,,,,,,,,,
f,0,1,1,61,1,60ab68a3591ef77e701bfbb4,RRRRORO,RRRRORR,21.81333602,21.17347734,series_0,60ab68a3591ef77e701bfbb4,Mężczyzna,19,2021-09-06_19h13.45.250,rantool2,2021.1.4,Win32,144.092219,6135e006383e6ea6c3d06a28,61364c22d8959eace78e17a2,3.424,,,,,,,,
f,0,2,2,44,1,60ab68a3591ef77e701bfbb4,RORROOO,RORROOR,21.66733484,22.02566557,series_1,60ab68a3591ef77e701bfbb4,Mężczyzna,19,2021-09-06_19h13.45.250,rantool2,2021.1.4,Win32,144.092219,6135e006383e6ea6c3d06a28,61364c22d8959eace78e17a2,0.711,,,,,,,,
f,0,3,3,58,1,60ab68a3591ef77e701bfbb4,RRROROO,RRROROR,22.1285618,21.37121559,series_0,60ab68a3591ef77e701bfbb4,Mężczyzna,19,2021-09-06_19h13.45.250,rantool2,2021.1.4,Win32,144.092219,6135e006383e6ea6c3d06a28,61364c22d8959eace78e17a2,4.182,,,,,,,,
f,0,4,4,1,1,60ab68a3591ef77e701bfbb4,OOOOORO,OOOOORR,19.92253567,20.74050628,series_1,60ab68a3591ef77e701bfbb4,Mężczyzna,19,2021-09-06_19h13.45.250,rantool2,2021.1.4,Win32,144.092219,6135e006383e6ea6c3d06a28,61364c22d8959eace78e17a2,3.905,,,,,,,,
j,0,5,5,63,1,60ab68a3591ef77e701bfbb4,RRRRRRO,RRRRRRR,21.35278725,19.62521613,series_0,60ab68a3591ef77e701bfbb4,Mężczyzna,19,2021-09-06_19h13.45.250,rantool2,2021.1.4,Win32,144.092219,6135e006383e6ea6c3d06a28,61364c22d8959eace78e17a2,1.946,,,,,,,,
f,0,6,6,6,1,60ab68a3591ef77e701bfbb4,OOORROO,OOORROR,21.12383932,21.38562617,series_1,60ab68a3591ef77e701bfbb4,Mężczyzna,19,2021-09-06_19h13.45.250,rantool2,2021.1.4,Win32,144.092219,6135e006383e6ea6c3d06a28,61364c22d8959eace78e17a2,4.125,,,,,,,,
f,0,7,7,23,1,60ab68a3591ef77e701bfbb4,ORORRRO,ORORRRR,22.1285618,21.9921709,series_0,60ab68a3591ef77e701bfbb4,Mężczyzna,19,2021-09-06_19h13.45.250,rantool2,2021.1.4,Win32,144.092219,6135e006383e6ea6c3d06a28,61364c22d8959eace78e17a2,2.669,,,,,,,,
j,0,8,8,2,1,60ab68a3591ef77e701bfbb4,OOOOROO,OOOOROR,20.43051175,21.02936224,series_1,60ab68a3591ef77e701bfbb4,Mężczyzna,19,2021-09-06_19h13.45.250,rantool2,2021.1.4,Win32,144.092219,6135e006383e6ea6c3d06a28,61364c22d8959eace78e17a2,2.335,,,,,,,,
j,0,9,9,25,1,60ab68a3591ef77e701bfbb4,ORROORO,ORROORR,21.79500819,22.61624387,series_1,60ab68a3591ef77e701bfbb4,Mężczyzna,19,2021-09-06_19h13.45.250,rantool2,2021.1.4,Win32,144.092219,6135e006383e6ea6c3d06a28,61364c22d8959eace78e17a2,2.01,,,,,,,,
j,0,10,10,56,1,60ab68a3591ef77e701bfbb4,RRROOOO,RRROOOR,21.6194508,22.31681875,series_1,60ab68a3591ef77e701bfbb4,Mężczyzna,19,2021-09-06_19h13.45.250,rantool2,2021.1.4,Win32,144.092219,6135e006383e6ea6c3d06a28,61364c22d8959eace78e17a2,2.052,,,,,,,,
f,0,11,11,35,1,60ab68a3591ef77e701bfbb4,ROOORRO,ROOORRR,21.76276513,22.16977179,series_1,60ab68a3591ef77e701bfbb4,Mężczyzna,19,2021-09-06_19h13.45.250,rantool2,2021.1.4,Win32,144.092219,6135e006383e6ea6c3d06a28,61364c22d8959eace78e17a2,1.552,,,,,,,,
f,0,12,12,41,1,60ab68a3591ef77e701bfbb4,ROROORO,ROROORR,20.42602454,21.71443381,series_1,60ab68a3591ef77e701bfbb4,Mężczyzna,19,2021-09-06_19h13.45.250,rantool2,2021.1.4,Win32,144.092219,6135e006383e6ea6c3d06a28,61364c22d8959eace78e17a2,1.8,,,,,,,,
f,0,13,13,20,1,60ab68a3591ef77e701bfbb4,OROROOO,OROROOR,21.31236711,21.90565814,series_1,60ab68a3591ef77e701bfbb4,Mężczyzna,19,2021-09-06_19h13.45.250,rantool2,2021.1.4,Win32,144.092219,6135e006383e6ea6c3d06a28,61364c22d8959eace78e17a2,1.774,,,,,,,,
f,0,14,14,45,1,60ab68a3591ef77e701bfbb4,RORRORO,RORRORR,20.78182524,21.22513037,series_1,60ab68a3591ef77e701bfbb4,Mężczyzna,19,2021-09-06_19h13.45.250,rantool2,2021.1.4,Win32,144.092219,6135e006383e6ea6c3d06a28,61364c22d8959eace78e17a2,1.414,,,,,,,,
j,0,15,15,27,1,60ab68a3591ef77e701bfbb4,ORRORRO,ORRORRR,21.55250791,22.2428857,series_1,60ab68a3591ef77e701bfbb4,Mężczyzna,19,2021-09-06_19h13.45.250,rantool2,2021.1.4,Win32,144.092219,6135e006383e6ea6c3d06a28,61364c22d8959eace78e17a2,1.07,,,,,,,,
f,0,16,16,21,1,60ab68a3591ef77e701bfbb4,ORORORO,ORORORR,20.39515459,22.06781359,series_1,60ab68a3591ef77e701bfbb4,Mężczyzna,19,2021-09-06_19h13.45.250,rantool2,2021.1.4,Win32,144.092219,6135e006383e6ea6c3d06a28,61364c22d8959eace78e17a2,0.988,,,,,,,,
f,0,17,17,43,1,60ab68a3591ef77e701bfbb4,RORORRO,RORORRR,20.71309134,21.07490964,series_1,60ab68a3591ef77e701bfbb4,Mężczyzna,19,2021-09-06_19h13.45.250,rantool2,2021.1.4,Win32,144.092219,6135e006383e6ea6c3d06a28,61364c22d8959eace78e17a2,1.693,,,,,,,,
