key_resp_7.keys,key_resp_7.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,id,series_0,series_1,acss_0,acss_1,comparison,id*,Płeć*,Wiek*,date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran
f,3.2419,0,0,0,18,1,61115c3a1e102dd290e754d6,OROOROO,OROOROR,20.84860893,21.22513037,series_1,61115c3a1e102dd290e754d6,Kobieta,18,2021-09-06_19h04.04.475,rantool2,2021.1.4,Win32,60.80136195,6135e006383e6ea6c3d06a28,61364958c8aa96abf0bb02c6,,,,,,,,
j,3.7649,0,1,1,59,1,61115c3a1e102dd290e754d6,RRRORRO,RRRORRR,21.56657303,20.89823192,series_0,61115c3a1e102dd290e754d6,Kobieta,18,2021-09-06_19h04.04.475,rantool2,2021.1.4,Win32,60.80136195,6135e006383e6ea6c3d06a28,61364958c8aa96abf0bb02c6,,,,,,,,
j,1.837,0,2,2,42,1,61115c3a1e102dd290e754d6,ROROROO,ROROROR,20.39515459,19.8361834,series_0,61115c3a1e102dd290e754d6,Kobieta,18,2021-09-06_19h04.04.475,rantool2,2021.1.4,Win32,60.80136195,6135e006383e6ea6c3d06a28,61364958c8aa96abf0bb02c6,,,,,,,,
f,2.9236,0,3,3,39,1,61115c3a1e102dd290e754d6,ROORRRO,ROORRRR,21.82425538,21.38562617,series_0,61115c3a1e102dd290e754d6,Kobieta,18,2021-09-06_19h04.04.475,rantool2,2021.1.4,Win32,60.80136195,6135e006383e6ea6c3d06a28,61364958c8aa96abf0bb02c6,,,,,,,,
j,2.2271,0,4,4,7,1,61115c3a1e102dd290e754d6,OOORRRO,OOORRRR,21.6194508,21.899017,series_1,61115c3a1e102dd290e754d6,Kobieta,18,2021-09-06_19h04.04.475,rantool2,2021.1.4,Win32,60.80136195,6135e006383e6ea6c3d06a28,61364958c8aa96abf0bb02c6,,,,,,,,
j,1.5339,0,5,5,51,1,61115c3a1e102dd290e754d6,RROORRO,RROORRR,21.89852628,22.02786418,series_1,61115c3a1e102dd290e754d6,Kobieta,18,2021-09-06_19h04.04.475,rantool2,2021.1.4,Win32,60.80136195,6135e006383e6ea6c3d06a28,61364958c8aa96abf0bb02c6,,,,,,,,
f,2.9578,0,6,6,17,1,61115c3a1e102dd290e754d6,OROOORO,OROOORR,21.03750787,22.12173012,series_1,61115c3a1e102dd290e754d6,Kobieta,18,2021-09-06_19h04.04.475,rantool2,2021.1.4,Win32,60.80136195,6135e006383e6ea6c3d06a28,61364958c8aa96abf0bb02c6,,,,,,,,
f,2.1784,0,7,7,29,1,61115c3a1e102dd290e754d6,ORRRORO,ORRRORR,22.00300695,22.12173012,series_1,61115c3a1e102dd290e754d6,Kobieta,18,2021-09-06_19h04.04.475,rantool2,2021.1.4,Win32,60.80136195,6135e006383e6ea6c3d06a28,61364958c8aa96abf0bb02c6,,,,,,,,
f,3.9266,0,8,8,35,1,61115c3a1e102dd290e754d6,ROOORRO,ROOORRR,21.76276513,22.16977179,series_1,61115c3a1e102dd290e754d6,Kobieta,18,2021-09-06_19h04.04.475,rantool2,2021.1.4,Win32,60.80136195,6135e006383e6ea6c3d06a28,61364958c8aa96abf0bb02c6,,,,,,,,
j,2.5709,0,9,9,53,1,61115c3a1e102dd290e754d6,RRORORO,RRORORR,20.71309134,21.90565814,series_1,61115c3a1e102dd290e754d6,Kobieta,18,2021-09-06_19h04.04.475,rantool2,2021.1.4,Win32,60.80136195,6135e006383e6ea6c3d06a28,61364958c8aa96abf0bb02c6,,,,,,,,
j,0.9582,0,10,10,50,1,61115c3a1e102dd290e754d6,RROOROO,RROOROR,21.73568164,22.02566557,series_1,61115c3a1e102dd290e754d6,Kobieta,18,2021-09-06_19h04.04.475,rantool2,2021.1.4,Win32,60.80136195,6135e006383e6ea6c3d06a28,61364958c8aa96abf0bb02c6,,,,,,,,
f,1.991,0,11,11,11,1,61115c3a1e102dd290e754d6,OORORRO,OORORRR,22.18365867,22.6797523,series_1,61115c3a1e102dd290e754d6,Kobieta,18,2021-09-06_19h04.04.475,rantool2,2021.1.4,Win32,60.80136195,6135e006383e6ea6c3d06a28,61364958c8aa96abf0bb02c6,,,,,,,,
j,2.8224,0,12,12,6,1,61115c3a1e102dd290e754d6,OOORROO,OOORROR,21.12383932,21.38562617,series_1,61115c3a1e102dd290e754d6,Kobieta,18,2021-09-06_19h04.04.475,rantool2,2021.1.4,Win32,60.80136195,6135e006383e6ea6c3d06a28,61364958c8aa96abf0bb02c6,,,,,,,,
