key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,id*,Płeć*,Wiek*,date,expName,psychopyVersion,OS,frameRate,id,STUDY_ID,SESSION_ID
"[""period""]",0,[0.2674999999999983],11,0,11,0,1,60e46849a6a53ab857bae26f,Mężczyzna,22,2021-07-13_22h14.35.277,rantool2,2021.1.4,Win32,59.75143403,60e46849a6a53ab857bae26f,60d9d14f4a8a35a482e0d9bf,60edf413f7d73cfac4b82df3
"[""period""]",0,[0.3081000001430567],12,0,12,0,1,60e46849a6a53ab857bae26f,Mężczyzna,22,2021-07-13_22h14.35.277,rantool2,2021.1.4,Win32,59.75143403,60e46849a6a53ab857bae26f,60d9d14f4a8a35a482e0d9bf,60edf413f7d73cfac4b82df3
"[""period""]",0,[0.30659999990463405],13,0,13,0,1,60e46849a6a53ab857bae26f,Mężczyzna,22,2021-07-13_22h14.35.277,rantool2,2021.1.4,Win32,59.75143403,60e46849a6a53ab857bae26f,60d9d14f4a8a35a482e0d9bf,60edf413f7d73cfac4b82df3
"[""period""]",0,[0.2229000000953647],14,0,14,0,1,60e46849a6a53ab857bae26f,Mężczyzna,22,2021-07-13_22h14.35.277,rantool2,2021.1.4,Win32,59.75143403,60e46849a6a53ab857bae26f,60d9d14f4a8a35a482e0d9bf,60edf413f7d73cfac4b82df3
"[""comma""]",0,[0.31580000019073395],15,0,15,0,1,60e46849a6a53ab857bae26f,Mężczyzna,22,2021-07-13_22h14.35.277,rantool2,2021.1.4,Win32,59.75143403,60e46849a6a53ab857bae26f,60d9d14f4a8a35a482e0d9bf,60edf413f7d73cfac4b82df3
"[""comma"",""period""]",0,"[0.31720000004769133,0.32320000004769156]",16,0,16,0,1,60e46849a6a53ab857bae26f,Mężczyzna,22,2021-07-13_22h14.35.277,rantool2,2021.1.4,Win32,59.75143403,60e46849a6a53ab857bae26f,60d9d14f4a8a35a482e0d9bf,60edf413f7d73cfac4b82df3
"[""period""]",0,[0.2504000000953681],17,0,17,0,1,60e46849a6a53ab857bae26f,Mężczyzna,22,2021-07-13_22h14.35.277,rantool2,2021.1.4,Win32,59.75143403,60e46849a6a53ab857bae26f,60d9d14f4a8a35a482e0d9bf,60edf413f7d73cfac4b82df3
"[""comma""]",0,[0.2592000000476844],18,0,18,0,1,60e46849a6a53ab857bae26f,Mężczyzna,22,2021-07-13_22h14.35.277,rantool2,2021.1.4,Win32,59.75143403,60e46849a6a53ab857bae26f,60d9d14f4a8a35a482e0d9bf,60edf413f7d73cfac4b82df3
"[""comma""]",0,[0.9104000000953647],19,0,19,0,1,60e46849a6a53ab857bae26f,Mężczyzna,22,2021-07-13_22h14.35.277,rantool2,2021.1.4,Win32,59.75143403,60e46849a6a53ab857bae26f,60d9d14f4a8a35a482e0d9bf,60edf413f7d73cfac4b82df3
"[""period""]",0,[0.31009999990462234],20,0,20,0,1,60e46849a6a53ab857bae26f,Mężczyzna,22,2021-07-13_22h14.35.277,rantool2,2021.1.4,Win32,59.75143403,60e46849a6a53ab857bae26f,60d9d14f4a8a35a482e0d9bf,60edf413f7d73cfac4b82df3
"[""comma"",""period""]",0,"[0.2674999999999983,1.5203000001907299]",21,0,21,0,1,60e46849a6a53ab857bae26f,Mężczyzna,22,2021-07-13_22h14.35.277,rantool2,2021.1.4,Win32,59.75143403,60e46849a6a53ab857bae26f,60d9d14f4a8a35a482e0d9bf,60edf413f7d73cfac4b82df3
0,0,,22,0,22,0,1,60e46849a6a53ab857bae26f,Mężczyzna,22,2021-07-13_22h14.35.277,rantool2,2021.1.4,Win32,59.75143403,60e46849a6a53ab857bae26f,60d9d14f4a8a35a482e0d9bf,60edf413f7d73cfac4b82df3
"[""period""]",0,[0.2535000000000025],23,0,23,0,1,60e46849a6a53ab857bae26f,Mężczyzna,22,2021-07-13_22h14.35.277,rantool2,2021.1.4,Win32,59.75143403,60e46849a6a53ab857bae26f,60d9d14f4a8a35a482e0d9bf,60edf413f7d73cfac4b82df3
"[""comma""]",0,[0.271499999999989],24,0,24,0,1,60e46849a6a53ab857bae26f,Mężczyzna,22,2021-07-13_22h14.35.277,rantool2,2021.1.4,Win32,59.75143403,60e46849a6a53ab857bae26f,60d9d14f4a8a35a482e0d9bf,60edf413f7d73cfac4b82df3
0,0,,25,0,25,0,1,60e46849a6a53ab857bae26f,Mężczyzna,22,2021-07-13_22h14.35.277,rantool2,2021.1.4,Win32,59.75143403,60e46849a6a53ab857bae26f,60d9d14f4a8a35a482e0d9bf,60edf413f7d73cfac4b82df3
