key_resp_7.keys,key_resp_7.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,id,series_0,series_1,acss_0,acss_1,comparison,id*,Płeć*,Wiek*,date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran
j,1.7657,0,0,0,14,1,5d4b34eef76ba30018751137,OORRROO,OORRROR,22.24142883,22.16977179,series_0,5d4b34eef76ba30018751137,Kobieta,22,2021-09-06_19h13.29.339,rantool2,2021.1.4,Win32,59.98440405,6135e006383e6ea6c3d06a28,61364b3c0a158a48bbe3f2cc,,,,,,,,
f,1.8494,0,1,1,61,1,5d4b34eef76ba30018751137,RRRRORO,RRRRORR,21.81333602,21.17347734,series_0,5d4b34eef76ba30018751137,Kobieta,22,2021-09-06_19h13.29.339,rantool2,2021.1.4,Win32,59.98440405,6135e006383e6ea6c3d06a28,61364b3c0a158a48bbe3f2cc,,,,,,,,
f,2.218,0,2,2,32,1,5d4b34eef76ba30018751137,ROOOOOO,ROOOOOR,19.92253567,21.27974287,series_1,5d4b34eef76ba30018751137,Kobieta,22,2021-09-06_19h13.29.339,rantool2,2021.1.4,Win32,59.98440405,6135e006383e6ea6c3d06a28,61364b3c0a158a48bbe3f2cc,,,,,,,,
f,2.1329,0,3,3,29,1,5d4b34eef76ba30018751137,ORRRORO,ORRRORR,22.00300695,22.12173012,series_1,5d4b34eef76ba30018751137,Kobieta,22,2021-09-06_19h13.29.339,rantool2,2021.1.4,Win32,59.98440405,6135e006383e6ea6c3d06a28,61364b3c0a158a48bbe3f2cc,,,,,,,,
j,1.9225,0,4,4,59,1,5d4b34eef76ba30018751137,RRRORRO,RRRORRR,21.56657303,20.89823192,series_0,5d4b34eef76ba30018751137,Kobieta,22,2021-09-06_19h13.29.339,rantool2,2021.1.4,Win32,59.98440405,6135e006383e6ea6c3d06a28,61364b3c0a158a48bbe3f2cc,,,,,,,,
f,2.3238,0,5,5,19,1,5d4b34eef76ba30018751137,OROORRO,OROORRR,21.73568164,22.11181017,series_1,5d4b34eef76ba30018751137,Kobieta,22,2021-09-06_19h13.29.339,rantool2,2021.1.4,Win32,59.98440405,6135e006383e6ea6c3d06a28,61364b3c0a158a48bbe3f2cc,,,,,,,,
j,1.9333,0,6,6,40,1,5d4b34eef76ba30018751137,ROROOOO,ROROOOR,20.87963819,21.37121559,series_1,5d4b34eef76ba30018751137,Kobieta,22,2021-09-06_19h13.29.339,rantool2,2021.1.4,Win32,59.98440405,6135e006383e6ea6c3d06a28,61364b3c0a158a48bbe3f2cc,,,,,,,,
f,1.7567,0,7,7,6,1,5d4b34eef76ba30018751137,OOORROO,OOORROR,21.12383932,21.38562617,series_1,5d4b34eef76ba30018751137,Kobieta,22,2021-09-06_19h13.29.339,rantool2,2021.1.4,Win32,59.98440405,6135e006383e6ea6c3d06a28,61364b3c0a158a48bbe3f2cc,,,,,,,,
f,2.4117,0,8,8,48,1,5d4b34eef76ba30018751137,RROOOOO,RROOOOR,20.90986523,22.15934078,series_1,5d4b34eef76ba30018751137,Kobieta,22,2021-09-06_19h13.29.339,rantool2,2021.1.4,Win32,59.98440405,6135e006383e6ea6c3d06a28,61364b3c0a158a48bbe3f2cc,,,,,,,,
f,2.0673,0,9,9,17,1,5d4b34eef76ba30018751137,OROOORO,OROOORR,21.03750787,22.12173012,series_1,5d4b34eef76ba30018751137,Kobieta,22,2021-09-06_19h13.29.339,rantool2,2021.1.4,Win32,59.98440405,6135e006383e6ea6c3d06a28,61364b3c0a158a48bbe3f2cc,,,,,,,,
