key_resp_7.keys,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,id,series_0,series_1,acss_0,acss_1,comparison,id*,Płeć*,Wiek*,date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""period""]",0,[0.21730000001184635],14,0,14,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""period""]",0,[0.23960000002387005],15,0,15,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""period""]",0,[0.2273999999761145],16,0,16,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""comma"",""comma""]",0,"[0.24049999999999727,0.7529000000357655]",17,0,17,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""comma""]",0,[0.4003999999761163],18,0,18,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""period""]",0,[0.1423999999760781],19,0,19,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""period""]",0,[0.21880000001192457],20,0,20,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""period""]",0,[0.025100000023940083],21,0,21,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""comma"",""period""]",0,"[0.2168999999762491,1.961500000000001]",22,0,22,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""comma""]",0,[1.81169999998815],23,0,23,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,0,0,,24,0,24,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""comma""]",0,[0.24450000000001637],25,0,25,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""period""]",0,[0.2206000000237509],26,0,26,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""period""]",0,[0.2528999999761936],27,0,27,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""comma""]",0,[0.4364000000357464],28,0,28,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""period""]",0,[0.23610000002383913],29,0,29,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""comma""]",0,[0.23550000000000182],30,0,30,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""period""]",0,[0.23680000001195367],31,0,31,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""period""]",0,[0.2235000000000582],32,0,32,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""comma"",""comma""]",0,"[0.37770000004775284,0.7342000000477356]",33,0,33,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""comma""]",0,[0.331599999964169],34,0,34,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""period""]",0,[0.4542999999523545],35,0,35,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""period""]",0,[0.22500000000002274],36,0,36,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""period"",""comma""]",0,"[0.11289999997609357,1.8358999999761636]",37,0,37,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,0,0,,38,0,38,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""period""]",0,[0.24099999999998545],39,0,39,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""comma""]",0,[0.3216999999881409],40,0,40,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""period""]",0,[0.22500000000002274],41,0,41,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""period""]",0,[0.24890000003574642],42,0,42,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""comma""]",0,[0.2816999999881773],43,0,43,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""comma""]",0,[0.4978999999760845],44,0,44,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""period""]",0,[0.2848000000119555],45,0,45,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""comma""]",0,[0.25589999997612267],46,0,46,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""period""]",0,[0.25639999997611085],47,0,47,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""period""]",0,[0.26560000002382367],48,0,48,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""comma"",""comma""]",0,"[0.30440000003579826,1.0088000000120019]",49,0,49,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""period""]",0,[0.9371999999881382],50,0,50,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""period""]",0,[0.4291999999879863],51,0,51,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""comma""]",0,[0.4083000000118773],52,0,52,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""comma""]",0,[0.4479999999999791],53,0,53,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""period""]",0,[0.2860000000000582],54,0,54,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""period""]",0,[0.2726000000238855],55,0,55,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""comma""]",0,[0.26349999999990814],56,0,56,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""comma""]",0,[0.33550000000002456],57,0,57,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""period""]",0,[0.30090000003565365],58,0,58,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""comma""]",0,[0.4149000000356864],59,0,59,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""comma""]",0,[0.3745000000000118],60,0,60,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""period""]",0,[0.2975999999642909],61,0,61,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""comma""]",0,[0.32089999997606355],62,0,62,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""period""]",0,[0.44189999997615814],63,0,63,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""period""]",0,[0.30460000002381094],64,0,64,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""comma""]",0,[0.2814000000357737],65,0,65,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""period""]",0,[0.36289999997620725],66,0,66,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""comma""]",0,[0.3218999999761536],67,0,67,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""period""]",0,[0.49780000001192093],68,0,68,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""period""]",0,[0.6797000000476601],69,0,69,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""comma""]",0,[0.34060000002386914],70,0,70,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""comma""]",0,[0.28549999999995634],71,0,71,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""period""]",0,[0.25839999997617724],72,0,72,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""period""]",0,[0.28269999998803996],73,0,73,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""period""]",0,[0.49269999998807634],74,0,74,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""comma"",""comma""]",0,"[0.34109999996417173,0.9420999999641708]",75,0,75,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,0,0,,76,0,76,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""period""]",0,[0.3416000000238455],77,0,77,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""comma""]",0,[0.44190000003573005],78,0,78,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""period""]",0,[0.35319999998807816],79,0,79,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""comma""]",0,[0.2571999999880745],80,0,80,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""comma""]",0,[0.27949999999998454],81,0,81,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""period""]",0,[0.1851999999880718],82,0,82,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""period""]",0,[0.25499999999999545],83,0,83,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""period""]",0,[0.2268999999761263],84,0,84,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""comma""]",0,[0.2856000000238055],85,0,85,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""period""]",0,[0.3356999999881509],86,0,86,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""comma""]",0,[0.3021999999880336],87,0,87,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""comma""]",0,[0.3010999999643218],88,0,88,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""period""]",0,[0.23519999998814],89,0,89,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""comma""]",0,[0.22440000003575733],90,0,90,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""period""]",0,[0.3721999999880836],91,0,91,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""period""]",0,[0.19280000001197095],92,0,92,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""comma""]",0,[0.2643000000119855],93,0,93,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""period""]",0,[0.20080000001189546],94,0,94,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""comma""]",0,[0.3784000000357537],95,0,95,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""comma""]",0,[0.3135999999642536],96,0,96,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""period""]",0,[0.5000999999642772],97,0,97,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""period""]",0,[0.49839999997618634],98,0,98,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""comma""]",0,[0.33739999997612813],99,0,99,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""comma""]",0,[0.27069999998809635],100,0,100,0,1
