key_resp_7.keys,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,id,series_0,series_1,acss_0,acss_1,comparison,id*,Płeć*,Wiek*,date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,key_resp_7.rt,key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran
,0,0,0,3,1,611f879574af93eef23bd90c,OOOORRO,OOOORRR,20.90986523,21.74922619,series_1,611f879574af93eef23bd90c,Mężczyzna,19,2021-09-06_19h01.04.534,rantool2,2021.1.4,Win32,60.07088364,6135e006383e6ea6c3d06a28,613647b4d2a81009e7113cf0,,,,,,,,,
,0,1,1,21,1,611f879574af93eef23bd90c,ORORORO,ORORORR,20.39515459,22.06781359,series_1,611f879574af93eef23bd90c,Mężczyzna,19,2021-09-06_19h01.04.534,rantool2,2021.1.4,Win32,60.07088364,6135e006383e6ea6c3d06a28,613647b4d2a81009e7113cf0,,,,,,,,,
,0,2,2,1,1,611f879574af93eef23bd90c,OOOOORO,OOOOORR,19.92253567,20.74050628,series_1,611f879574af93eef23bd90c,Mężczyzna,19,2021-09-06_19h01.04.534,rantool2,2021.1.4,Win32,60.07088364,6135e006383e6ea6c3d06a28,613647b4d2a81009e7113cf0,,,,,,,,,
,0,3,3,51,1,611f879574af93eef23bd90c,RROORRO,RROORRR,21.89852628,22.02786418,series_1,611f879574af93eef23bd90c,Mężczyzna,19,2021-09-06_19h01.04.534,rantool2,2021.1.4,Win32,60.07088364,6135e006383e6ea6c3d06a28,613647b4d2a81009e7113cf0,,,,,,,,,
,0,4,4,30,1,611f879574af93eef23bd90c,ORRRROO,ORRRROR,22.46748491,22.03072203,series_0,611f879574af93eef23bd90c,Mężczyzna,19,2021-09-06_19h01.04.534,rantool2,2021.1.4,Win32,60.07088364,6135e006383e6ea6c3d06a28,613647b4d2a81009e7113cf0,,,,,,,,,
f,0,5,5,48,1,611f879574af93eef23bd90c,RROOOOO,RROOOOR,20.90986523,22.15934078,series_1,611f879574af93eef23bd90c,Mężczyzna,19,2021-09-06_19h01.04.534,rantool2,2021.1.4,Win32,60.07088364,6135e006383e6ea6c3d06a28,613647b4d2a81009e7113cf0,4.1664,,,,,,,,
j,0,6,6,52,1,611f879574af93eef23bd90c,RROROOO,RROROOR,22.18365867,22.11097995,series_0,611f879574af93eef23bd90c,Mężczyzna,19,2021-09-06_19h01.04.534,rantool2,2021.1.4,Win32,60.07088364,6135e006383e6ea6c3d06a28,613647b4d2a81009e7113cf0,2.8112,,,,,,,,
j,0,7,7,12,1,611f879574af93eef23bd90c,OORROOO,OORROOR,21.30250474,22.02786418,series_1,611f879574af93eef23bd90c,Mężczyzna,19,2021-09-06_19h01.04.534,rantool2,2021.1.4,Win32,60.07088364,6135e006383e6ea6c3d06a28,613647b4d2a81009e7113cf0,0.3186,,,,,,,,
,0,8,8,46,1,611f879574af93eef23bd90c,RORRROO,RORRROR,22.00300695,21.24781509,series_0,611f879574af93eef23bd90c,Mężczyzna,19,2021-09-06_19h01.04.534,rantool2,2021.1.4,Win32,60.07088364,6135e006383e6ea6c3d06a28,613647b4d2a81009e7113cf0,,,,,,,,,
,0,9,9,29,1,611f879574af93eef23bd90c,ORRRORO,ORRRORR,22.00300695,22.12173012,series_1,611f879574af93eef23bd90c,Mężczyzna,19,2021-09-06_19h01.04.534,rantool2,2021.1.4,Win32,60.07088364,6135e006383e6ea6c3d06a28,613647b4d2a81009e7113cf0,,,,,,,,,
,0,10,10,59,1,611f879574af93eef23bd90c,RRRORRO,RRRORRR,21.56657303,20.89823192,series_0,611f879574af93eef23bd90c,Mężczyzna,19,2021-09-06_19h01.04.534,rantool2,2021.1.4,Win32,60.07088364,6135e006383e6ea6c3d06a28,613647b4d2a81009e7113cf0,,,,,,,,,
,0,11,11,20,1,611f879574af93eef23bd90c,OROROOO,OROROOR,21.31236711,21.90565814,series_1,611f879574af93eef23bd90c,Mężczyzna,19,2021-09-06_19h01.04.534,rantool2,2021.1.4,Win32,60.07088364,6135e006383e6ea6c3d06a28,613647b4d2a81009e7113cf0,,,,,,,,,
,0,12,12,5,1,611f879574af93eef23bd90c,OOORORO,OOORORR,20.87963819,21.9921709,series_1,611f879574af93eef23bd90c,Mężczyzna,19,2021-09-06_19h01.04.534,rantool2,2021.1.4,Win32,60.07088364,6135e006383e6ea6c3d06a28,613647b4d2a81009e7113cf0,,,,,,,,,
,0,13,13,24,1,611f879574af93eef23bd90c,ORROOOO,ORROOOR,21.12383932,22.07102821,series_1,611f879574af93eef23bd90c,Mężczyzna,19,2021-09-06_19h01.04.534,rantool2,2021.1.4,Win32,60.07088364,6135e006383e6ea6c3d06a28,613647b4d2a81009e7113cf0,,,,,,,,,
,0,14,14,4,1,611f879574af93eef23bd90c,OOOROOO,OOOROOR,19.91402015,21.21223021,series_1,611f879574af93eef23bd90c,Mężczyzna,19,2021-09-06_19h01.04.534,rantool2,2021.1.4,Win32,60.07088364,6135e006383e6ea6c3d06a28,613647b4d2a81009e7113cf0,,,,,,,,,
,0,15,15,32,1,611f879574af93eef23bd90c,ROOOOOO,ROOOOOR,19.92253567,21.27974287,series_1,611f879574af93eef23bd90c,Mężczyzna,19,2021-09-06_19h01.04.534,rantool2,2021.1.4,Win32,60.07088364,6135e006383e6ea6c3d06a28,613647b4d2a81009e7113cf0,,,,,,,,,
,0,16,16,41,1,611f879574af93eef23bd90c,ROROORO,ROROORR,20.42602454,21.71443381,series_1,611f879574af93eef23bd90c,Mężczyzna,19,2021-09-06_19h01.04.534,rantool2,2021.1.4,Win32,60.07088364,6135e006383e6ea6c3d06a28,613647b4d2a81009e7113cf0,,,,,,,,,
,0,17,17,13,1,611f879574af93eef23bd90c,OORRORO,OORRORR,21.66733484,22.11181017,series_1,611f879574af93eef23bd90c,Mężczyzna,19,2021-09-06_19h01.04.534,rantool2,2021.1.4,Win32,60.07088364,6135e006383e6ea6c3d06a28,613647b4d2a81009e7113cf0,,,,,,,,,
,0,18,18,47,1,611f879574af93eef23bd90c,RORRRRO,RORRRRR,21.81333602,21.02936224,series_0,611f879574af93eef23bd90c,Mężczyzna,19,2021-09-06_19h01.04.534,rantool2,2021.1.4,Win32,60.07088364,6135e006383e6ea6c3d06a28,613647b4d2a81009e7113cf0,,,,,,,,,
,0,19,19,56,1,611f879574af93eef23bd90c,RRROOOO,RRROOOR,21.6194508,22.31681875,series_1,611f879574af93eef23bd90c,Mężczyzna,19,2021-09-06_19h01.04.534,rantool2,2021.1.4,Win32,60.07088364,6135e006383e6ea6c3d06a28,613647b4d2a81009e7113cf0,,,,,,,,,
,0,20,20,42,1,611f879574af93eef23bd90c,ROROROO,ROROROR,20.39515459,19.8361834,series_0,611f879574af93eef23bd90c,Mężczyzna,19,2021-09-06_19h01.04.534,rantool2,2021.1.4,Win32,60.07088364,6135e006383e6ea6c3d06a28,613647b4d2a81009e7113cf0,,,,,,,,,
,0,21,21,8,1,611f879574af93eef23bd90c,OOROOOO,OOROOOR,19.91402015,20.89823192,series_1,611f879574af93eef23bd90c,Mężczyzna,19,2021-09-06_19h01.04.534,rantool2,2021.1.4,Win32,60.07088364,6135e006383e6ea6c3d06a28,613647b4d2a81009e7113cf0,,,,,,,,,
,0,22,22,16,1,611f879574af93eef23bd90c,OROOOOO,OROOOOR,20.43051175,21.17347734,series_1,611f879574af93eef23bd90c,Mężczyzna,19,2021-09-06_19h01.04.534,rantool2,2021.1.4,Win32,60.07088364,6135e006383e6ea6c3d06a28,613647b4d2a81009e7113cf0,,,,,,,,,
,0,23,23,53,1,611f879574af93eef23bd90c,RRORORO,RRORORR,20.71309134,21.90565814,series_1,611f879574af93eef23bd90c,Mężczyzna,19,2021-09-06_19h01.04.534,rantool2,2021.1.4,Win32,60.07088364,6135e006383e6ea6c3d06a28,613647b4d2a81009e7113cf0,,,,,,,,,
,0,24,24,15,1,611f879574af93eef23bd90c,OORRRRO,OORRRRR,22.10108823,21.74922619,series_0,611f879574af93eef23bd90c,Mężczyzna,19,2021-09-06_19h01.04.534,rantool2,2021.1.4,Win32,60.07088364,6135e006383e6ea6c3d06a28,613647b4d2a81009e7113cf0,,,,,,,,,
,0,25,25,61,1,611f879574af93eef23bd90c,RRRRORO,RRRRORR,21.81333602,21.17347734,series_0,611f879574af93eef23bd90c,Mężczyzna,19,2021-09-06_19h01.04.534,rantool2,2021.1.4,Win32,60.07088364,6135e006383e6ea6c3d06a28,613647b4d2a81009e7113cf0,,,,,,,,,
