key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,id*,Płeć*,Wiek*,date,expName,psychopyVersion,OS,frameRate,id,STUDY_ID,SESSION_ID,key_resp_7.keys,key_resp_7.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,series_0,series_1,acss_0,acss_1,comparison
"[""comma""]",0,[1.4410000000000025],0,0,0,0,1,6059c26c31a2519a4d3e82c0,Kobieta,23,2021-07-13_21h45.17.793,rantool2,2021.1.4,Win32,60.0240096,6059c26c31a2519a4d3e82c0,60d9d14f4a8a35a482e0d9bf,60eded6fca40cb57266f00c7,,,,,,,,,,,,
"[""period""]",0,[1.1799999999999926],1,0,1,0,1,6059c26c31a2519a4d3e82c0,Kobieta,23,2021-07-13_21h45.17.793,rantool2,2021.1.4,Win32,60.0240096,6059c26c31a2519a4d3e82c0,60d9d14f4a8a35a482e0d9bf,60eded6fca40cb57266f00c7,,,,,,,,,,,,
"[""comma""]",0,[0.7079999999999984],2,0,2,0,1,6059c26c31a2519a4d3e82c0,Kobieta,23,2021-07-13_21h45.17.793,rantool2,2021.1.4,Win32,60.0240096,6059c26c31a2519a4d3e82c0,60d9d14f4a8a35a482e0d9bf,60eded6fca40cb57266f00c7,,,,,,,,,,,,
"[""comma""]",0,[0.5049999999999955],3,0,3,0,1,6059c26c31a2519a4d3e82c0,Kobieta,23,2021-07-13_21h45.17.793,rantool2,2021.1.4,Win32,60.0240096,6059c26c31a2519a4d3e82c0,60d9d14f4a8a35a482e0d9bf,60eded6fca40cb57266f00c7,,,,,,,,,,,,
"[""period""]",0,[0.33600000000001273],4,0,4,0,1,6059c26c31a2519a4d3e82c0,Kobieta,23,2021-07-13_21h45.17.793,rantool2,2021.1.4,Win32,60.0240096,6059c26c31a2519a4d3e82c0,60d9d14f4a8a35a482e0d9bf,60eded6fca40cb57266f00c7,,,,,,,,,,,,
"[""period""]",0,[0.6919999999999931],5,0,5,0,1,6059c26c31a2519a4d3e82c0,Kobieta,23,2021-07-13_21h45.17.793,rantool2,2021.1.4,Win32,60.0240096,6059c26c31a2519a4d3e82c0,60d9d14f4a8a35a482e0d9bf,60eded6fca40cb57266f00c7,,,,,,,,,,,,
"[""comma""]",0,[1.3179999999999978],6,0,6,0,1,6059c26c31a2519a4d3e82c0,Kobieta,23,2021-07-13_21h45.17.793,rantool2,2021.1.4,Win32,60.0240096,6059c26c31a2519a4d3e82c0,60d9d14f4a8a35a482e0d9bf,60eded6fca40cb57266f00c7,,,,,,,,,,,,
"[""period""]",0,[0.7449999999999903],7,0,7,0,1,6059c26c31a2519a4d3e82c0,Kobieta,23,2021-07-13_21h45.17.793,rantool2,2021.1.4,Win32,60.0240096,6059c26c31a2519a4d3e82c0,60d9d14f4a8a35a482e0d9bf,60eded6fca40cb57266f00c7,,,,,,,,,,,,
"[""comma""]",0,[0.7349999999999994],8,0,8,0,1,6059c26c31a2519a4d3e82c0,Kobieta,23,2021-07-13_21h45.17.793,rantool2,2021.1.4,Win32,60.0240096,6059c26c31a2519a4d3e82c0,60d9d14f4a8a35a482e0d9bf,60eded6fca40cb57266f00c7,,,,,,,,,,,,
"[""period""]",0,[0.6079999999999899],9,0,9,0,1,6059c26c31a2519a4d3e82c0,Kobieta,23,2021-07-13_21h45.17.793,rantool2,2021.1.4,Win32,60.0240096,6059c26c31a2519a4d3e82c0,60d9d14f4a8a35a482e0d9bf,60eded6fca40cb57266f00c7,,,,,,,,,,,,
"[""comma""]",0,[1.5200000000000102],10,0,10,0,1,6059c26c31a2519a4d3e82c0,Kobieta,23,2021-07-13_21h45.17.793,rantool2,2021.1.4,Win32,60.0240096,6059c26c31a2519a4d3e82c0,60d9d14f4a8a35a482e0d9bf,60eded6fca40cb57266f00c7,,,,,,,,,,,,
"[""period""]",0,[0.6129999999999995],11,0,11,0,1,6059c26c31a2519a4d3e82c0,Kobieta,23,2021-07-13_21h45.17.793,rantool2,2021.1.4,Win32,60.0240096,6059c26c31a2519a4d3e82c0,60d9d14f4a8a35a482e0d9bf,60eded6fca40cb57266f00c7,,,,,,,,,,,,
"[""comma""]",0,[0.37000000000000455],12,0,12,0,1,6059c26c31a2519a4d3e82c0,Kobieta,23,2021-07-13_21h45.17.793,rantool2,2021.1.4,Win32,60.0240096,6059c26c31a2519a4d3e82c0,60d9d14f4a8a35a482e0d9bf,60eded6fca40cb57266f00c7,,,,,,,,,,,,
"[""period""]",0,[0.30800000000000693],13,0,13,0,1,6059c26c31a2519a4d3e82c0,Kobieta,23,2021-07-13_21h45.17.793,rantool2,2021.1.4,Win32,60.0240096,6059c26c31a2519a4d3e82c0,60d9d14f4a8a35a482e0d9bf,60eded6fca40cb57266f00c7,,,,,,,,,,,,
"[""comma""]",0,[0.519999999999996],14,0,14,0,1,6059c26c31a2519a4d3e82c0,Kobieta,23,2021-07-13_21h45.17.793,rantool2,2021.1.4,Win32,60.0240096,6059c26c31a2519a4d3e82c0,60d9d14f4a8a35a482e0d9bf,60eded6fca40cb57266f00c7,,,,,,,,,,,,
"[""period""]",0,[0.39000000000000057],15,0,15,0,1,6059c26c31a2519a4d3e82c0,Kobieta,23,2021-07-13_21h45.17.793,rantool2,2021.1.4,Win32,60.0240096,6059c26c31a2519a4d3e82c0,60d9d14f4a8a35a482e0d9bf,60eded6fca40cb57266f00c7,,,,,,,,,,,,
"[""comma""]",0,[0.34600000000000364],16,0,16,0,1,6059c26c31a2519a4d3e82c0,Kobieta,23,2021-07-13_21h45.17.793,rantool2,2021.1.4,Win32,60.0240096,6059c26c31a2519a4d3e82c0,60d9d14f4a8a35a482e0d9bf,60eded6fca40cb57266f00c7,,,,,,,,,,,,
"[""period""]",0,[0.5719999999999885],17,0,17,0,1,6059c26c31a2519a4d3e82c0,Kobieta,23,2021-07-13_21h45.17.793,rantool2,2021.1.4,Win32,60.0240096,6059c26c31a2519a4d3e82c0,60d9d14f4a8a35a482e0d9bf,60eded6fca40cb57266f00c7,,,,,,,,,,,,
"[""comma""]",0,[0.4649999999999892],18,0,18,0,1,6059c26c31a2519a4d3e82c0,Kobieta,23,2021-07-13_21h45.17.793,rantool2,2021.1.4,Win32,60.0240096,6059c26c31a2519a4d3e82c0,60d9d14f4a8a35a482e0d9bf,60eded6fca40cb57266f00c7,,,,,,,,,,,,
"[""period""]",0,[0.5900000000000034],19,0,19,0,1,6059c26c31a2519a4d3e82c0,Kobieta,23,2021-07-13_21h45.17.793,rantool2,2021.1.4,Win32,60.0240096,6059c26c31a2519a4d3e82c0,60d9d14f4a8a35a482e0d9bf,60eded6fca40cb57266f00c7,,,,,,,,,,,,
"[""comma""]",0,[0.5990000000000038],20,0,20,0,1,6059c26c31a2519a4d3e82c0,Kobieta,23,2021-07-13_21h45.17.793,rantool2,2021.1.4,Win32,60.0240096,6059c26c31a2519a4d3e82c0,60d9d14f4a8a35a482e0d9bf,60eded6fca40cb57266f00c7,,,,,,,,,,,,
"[""period""]",0,[0.7339999999999947],21,0,21,0,1,6059c26c31a2519a4d3e82c0,Kobieta,23,2021-07-13_21h45.17.793,rantool2,2021.1.4,Win32,60.0240096,6059c26c31a2519a4d3e82c0,60d9d14f4a8a35a482e0d9bf,60eded6fca40cb57266f00c7,,,,,,,,,,,,
"[""comma""]",0,[0.3269999999999982],22,0,22,0,1,6059c26c31a2519a4d3e82c0,Kobieta,23,2021-07-13_21h45.17.793,rantool2,2021.1.4,Win32,60.0240096,6059c26c31a2519a4d3e82c0,60d9d14f4a8a35a482e0d9bf,60eded6fca40cb57266f00c7,,,,,,,,,,,,
"[""period""]",0,[0.4399999999999977],23,0,23,0,1,6059c26c31a2519a4d3e82c0,Kobieta,23,2021-07-13_21h45.17.793,rantool2,2021.1.4,Win32,60.0240096,6059c26c31a2519a4d3e82c0,60d9d14f4a8a35a482e0d9bf,60eded6fca40cb57266f00c7,,,,,,,,,,,,
"[""comma""]",0,[0.7039999999999793],24,0,24,0,1,6059c26c31a2519a4d3e82c0,Kobieta,23,2021-07-13_21h45.17.793,rantool2,2021.1.4,Win32,60.0240096,6059c26c31a2519a4d3e82c0,60d9d14f4a8a35a482e0d9bf,60eded6fca40cb57266f00c7,,,,,,,,,,,,
"[""period""]",0,[0.813999999999993],25,0,25,0,1,6059c26c31a2519a4d3e82c0,Kobieta,23,2021-07-13_21h45.17.793,rantool2,2021.1.4,Win32,60.0240096,6059c26c31a2519a4d3e82c0,60d9d14f4a8a35a482e0d9bf,60eded6fca40cb57266f00c7,,,,,,,,,,,,
"[""comma""]",0,[0.6939999999999884],26,0,26,0,1,6059c26c31a2519a4d3e82c0,Kobieta,23,2021-07-13_21h45.17.793,rantool2,2021.1.4,Win32,60.0240096,6059c26c31a2519a4d3e82c0,60d9d14f4a8a35a482e0d9bf,60eded6fca40cb57266f00c7,,,,,,,,,,,,
"[""period""]",0,[0.5860000000000127],27,0,27,0,1,6059c26c31a2519a4d3e82c0,Kobieta,23,2021-07-13_21h45.17.793,rantool2,2021.1.4,Win32,60.0240096,6059c26c31a2519a4d3e82c0,60d9d14f4a8a35a482e0d9bf,60eded6fca40cb57266f00c7,,,,,,,,,,,,
"[""comma""]",0,[0.6670000000000016],28,0,28,0,1,6059c26c31a2519a4d3e82c0,Kobieta,23,2021-07-13_21h45.17.793,rantool2,2021.1.4,Win32,60.0240096,6059c26c31a2519a4d3e82c0,60d9d14f4a8a35a482e0d9bf,60eded6fca40cb57266f00c7,,,,,,,,,,,,
