key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,id*,Płeć*,Wiek*,date,expName,psychopyVersion,OS,frameRate,id,STUDY_ID,SESSION_ID
"[""period""]",0,[1.0573999998569548],10,0,10,0,1,603827f465fbaa1d6a69de57,Kobieta,20,2021-07-13_20h23.18.370,rantool2,2021.1.4,Win32,144.1129846,603827f465fbaa1d6a69de57,60d9d14f4a8a35a482e0d9bf,60ede809c55c20183568ddca
"[""comma""]",0,[0.2787999999523265],11,0,11,0,1,603827f465fbaa1d6a69de57,Kobieta,20,2021-07-13_20h23.18.370,rantool2,2021.1.4,Win32,144.1129846,603827f465fbaa1d6a69de57,60d9d14f4a8a35a482e0d9bf,60ede809c55c20183568ddca
"[""period""]",0,[0.25770000004769145],12,0,12,0,1,603827f465fbaa1d6a69de57,Kobieta,20,2021-07-13_20h23.18.370,rantool2,2021.1.4,Win32,144.1129846,603827f465fbaa1d6a69de57,60d9d14f4a8a35a482e0d9bf,60ede809c55c20183568ddca
"[""comma""]",0,[0.2784000000953739],13,0,13,0,1,603827f465fbaa1d6a69de57,Kobieta,20,2021-07-13_20h23.18.370,rantool2,2021.1.4,Win32,144.1129846,603827f465fbaa1d6a69de57,60d9d14f4a8a35a482e0d9bf,60ede809c55c20183568ddca
"[""comma""]",0,[0.32110000014304774],14,0,14,0,1,603827f465fbaa1d6a69de57,Kobieta,20,2021-07-13_20h23.18.370,rantool2,2021.1.4,Win32,144.1129846,603827f465fbaa1d6a69de57,60d9d14f4a8a35a482e0d9bf,60ede809c55c20183568ddca
"[""comma""]",0,[0.3287000000476752],15,0,15,0,1,603827f465fbaa1d6a69de57,Kobieta,20,2021-07-13_20h23.18.370,rantool2,2021.1.4,Win32,144.1129846,603827f465fbaa1d6a69de57,60d9d14f4a8a35a482e0d9bf,60ede809c55c20183568ddca
"[""comma""]",0,[0.28029999995231947],16,0,16,0,1,603827f465fbaa1d6a69de57,Kobieta,20,2021-07-13_20h23.18.370,rantool2,2021.1.4,Win32,144.1129846,603827f465fbaa1d6a69de57,60d9d14f4a8a35a482e0d9bf,60ede809c55c20183568ddca
"[""period""]",0,[0.2878999998569469],17,0,17,0,1,603827f465fbaa1d6a69de57,Kobieta,20,2021-07-13_20h23.18.370,rantool2,2021.1.4,Win32,144.1129846,603827f465fbaa1d6a69de57,60d9d14f4a8a35a482e0d9bf,60ede809c55c20183568ddca
"[""period""]",0,[0.2951000001430515],18,0,18,0,1,603827f465fbaa1d6a69de57,Kobieta,20,2021-07-13_20h23.18.370,rantool2,2021.1.4,Win32,144.1129846,603827f465fbaa1d6a69de57,60d9d14f4a8a35a482e0d9bf,60ede809c55c20183568ddca
"[""comma"",""period""]",0,"[0.2639999999999958,1.620900000095375]",19,0,19,0,1,603827f465fbaa1d6a69de57,Kobieta,20,2021-07-13_20h23.18.370,rantool2,2021.1.4,Win32,144.1129846,603827f465fbaa1d6a69de57,60d9d14f4a8a35a482e0d9bf,60ede809c55c20183568ddca
0,0,,20,0,20,0,1,603827f465fbaa1d6a69de57,Kobieta,20,2021-07-13_20h23.18.370,rantool2,2021.1.4,Win32,144.1129846,603827f465fbaa1d6a69de57,60d9d14f4a8a35a482e0d9bf,60ede809c55c20183568ddca
"[""comma""]",0,[0.26470000004768224],21,0,21,0,1,603827f465fbaa1d6a69de57,Kobieta,20,2021-07-13_20h23.18.370,rantool2,2021.1.4,Win32,144.1129846,603827f465fbaa1d6a69de57,60d9d14f4a8a35a482e0d9bf,60ede809c55c20183568ddca
"[""period""]",0,[0.38920000004767985],22,0,22,0,1,603827f465fbaa1d6a69de57,Kobieta,20,2021-07-13_20h23.18.370,rantool2,2021.1.4,Win32,144.1129846,603827f465fbaa1d6a69de57,60d9d14f4a8a35a482e0d9bf,60ede809c55c20183568ddca
"[""comma""]",0,[0.4882999999523179],23,0,23,0,1,603827f465fbaa1d6a69de57,Kobieta,20,2021-07-13_20h23.18.370,rantool2,2021.1.4,Win32,144.1129846,603827f465fbaa1d6a69de57,60d9d14f4a8a35a482e0d9bf,60ede809c55c20183568ddca
"[""period""]",0,[0.5072999999523091],24,0,24,0,1,603827f465fbaa1d6a69de57,Kobieta,20,2021-07-13_20h23.18.370,rantool2,2021.1.4,Win32,144.1129846,603827f465fbaa1d6a69de57,60d9d14f4a8a35a482e0d9bf,60ede809c55c20183568ddca
"[""comma""]",0,[0.43200000000000216],25,0,25,0,1,603827f465fbaa1d6a69de57,Kobieta,20,2021-07-13_20h23.18.370,rantool2,2021.1.4,Win32,144.1129846,603827f465fbaa1d6a69de57,60d9d14f4a8a35a482e0d9bf,60ede809c55c20183568ddca
"[""period""]",0,[0.2494999999999976],26,0,26,0,1,603827f465fbaa1d6a69de57,Kobieta,20,2021-07-13_20h23.18.370,rantool2,2021.1.4,Win32,144.1129846,603827f465fbaa1d6a69de57,60d9d14f4a8a35a482e0d9bf,60ede809c55c20183568ddca
"[""comma""]",0,[0.16629999995231515],27,0,27,0,1,603827f465fbaa1d6a69de57,Kobieta,20,2021-07-13_20h23.18.370,rantool2,2021.1.4,Win32,144.1129846,603827f465fbaa1d6a69de57,60d9d14f4a8a35a482e0d9bf,60ede809c55c20183568ddca
"[""period""]",0,[0.12030000019072418],28,0,28,0,1,603827f465fbaa1d6a69de57,Kobieta,20,2021-07-13_20h23.18.370,rantool2,2021.1.4,Win32,144.1129846,603827f465fbaa1d6a69de57,60d9d14f4a8a35a482e0d9bf,60ede809c55c20183568ddca
"[""comma""]",0,[0.2443999998569666],29,0,29,0,1,603827f465fbaa1d6a69de57,Kobieta,20,2021-07-13_20h23.18.370,rantool2,2021.1.4,Win32,144.1129846,603827f465fbaa1d6a69de57,60d9d14f4a8a35a482e0d9bf,60ede809c55c20183568ddca
"[""period""]",0,[0.43109999990463166],30,0,30,0,1,603827f465fbaa1d6a69de57,Kobieta,20,2021-07-13_20h23.18.370,rantool2,2021.1.4,Win32,144.1129846,603827f465fbaa1d6a69de57,60d9d14f4a8a35a482e0d9bf,60ede809c55c20183568ddca
"[""comma""]",0,[0.0030000000000143245],31,0,31,0,1,603827f465fbaa1d6a69de57,Kobieta,20,2021-07-13_20h23.18.370,rantool2,2021.1.4,Win32,144.1129846,603827f465fbaa1d6a69de57,60d9d14f4a8a35a482e0d9bf,60ede809c55c20183568ddca
"[""period""]",0,[0.014299999952328335],32,0,32,0,1,603827f465fbaa1d6a69de57,Kobieta,20,2021-07-13_20h23.18.370,rantool2,2021.1.4,Win32,144.1129846,603827f465fbaa1d6a69de57,60d9d14f4a8a35a482e0d9bf,60ede809c55c20183568ddca
"[""period""]",0,[0.09889999985693976],33,0,33,0,1,603827f465fbaa1d6a69de57,Kobieta,20,2021-07-13_20h23.18.370,rantool2,2021.1.4,Win32,144.1129846,603827f465fbaa1d6a69de57,60d9d14f4a8a35a482e0d9bf,60ede809c55c20183568ddca
"[""comma""]",0,[0.0004999999999881766],34,0,34,0,1,603827f465fbaa1d6a69de57,Kobieta,20,2021-07-13_20h23.18.370,rantool2,2021.1.4,Win32,144.1129846,603827f465fbaa1d6a69de57,60d9d14f4a8a35a482e0d9bf,60ede809c55c20183568ddca
"[""period""]",0,[0.25109999990462484],35,0,35,0,1,603827f465fbaa1d6a69de57,Kobieta,20,2021-07-13_20h23.18.370,rantool2,2021.1.4,Win32,144.1129846,603827f465fbaa1d6a69de57,60d9d14f4a8a35a482e0d9bf,60ede809c55c20183568ddca
"[""comma""]",0,[0.2993000001907262],36,0,36,0,1,603827f465fbaa1d6a69de57,Kobieta,20,2021-07-13_20h23.18.370,rantool2,2021.1.4,Win32,144.1129846,603827f465fbaa1d6a69de57,60d9d14f4a8a35a482e0d9bf,60ede809c55c20183568ddca
"[""period""]",0,[0.3689000000953797],37,0,37,0,1,603827f465fbaa1d6a69de57,Kobieta,20,2021-07-13_20h23.18.370,rantool2,2021.1.4,Win32,144.1129846,603827f465fbaa1d6a69de57,60d9d14f4a8a35a482e0d9bf,60ede809c55c20183568ddca
"[""period""]",0,[0.4638000001907301],38,0,38,0,1,603827f465fbaa1d6a69de57,Kobieta,20,2021-07-13_20h23.18.370,rantool2,2021.1.4,Win32,144.1129846,603827f465fbaa1d6a69de57,60d9d14f4a8a35a482e0d9bf,60ede809c55c20183568ddca
"[""comma""]",0,[0.24399999999999977],39,0,39,0,1,603827f465fbaa1d6a69de57,Kobieta,20,2021-07-13_20h23.18.370,rantool2,2021.1.4,Win32,144.1129846,603827f465fbaa1d6a69de57,60d9d14f4a8a35a482e0d9bf,60ede809c55c20183568ddca
"[""period""]",0,[0.14640000009538312],40,0,40,0,1,603827f465fbaa1d6a69de57,Kobieta,20,2021-07-13_20h23.18.370,rantool2,2021.1.4,Win32,144.1129846,603827f465fbaa1d6a69de57,60d9d14f4a8a35a482e0d9bf,60ede809c55c20183568ddca
"[""comma""]",0,[0.5332000000476853],41,0,41,0,1,603827f465fbaa1d6a69de57,Kobieta,20,2021-07-13_20h23.18.370,rantool2,2021.1.4,Win32,144.1129846,603827f465fbaa1d6a69de57,60d9d14f4a8a35a482e0d9bf,60ede809c55c20183568ddca
"[""period""]",0,[0.19570000004767962],42,0,42,0,1,603827f465fbaa1d6a69de57,Kobieta,20,2021-07-13_20h23.18.370,rantool2,2021.1.4,Win32,144.1129846,603827f465fbaa1d6a69de57,60d9d14f4a8a35a482e0d9bf,60ede809c55c20183568ddca
"[""comma""]",0,[0.2137000000476803],43,0,43,0,1,603827f465fbaa1d6a69de57,Kobieta,20,2021-07-13_20h23.18.370,rantool2,2021.1.4,Win32,144.1129846,603827f465fbaa1d6a69de57,60d9d14f4a8a35a482e0d9bf,60ede809c55c20183568ddca
"[""period""]",0,[0.20879999995233334],44,0,44,0,1,603827f465fbaa1d6a69de57,Kobieta,20,2021-07-13_20h23.18.370,rantool2,2021.1.4,Win32,144.1129846,603827f465fbaa1d6a69de57,60d9d14f4a8a35a482e0d9bf,60ede809c55c20183568ddca
"[""comma""]",0,[0.24609999990462939],45,0,45,0,1,603827f465fbaa1d6a69de57,Kobieta,20,2021-07-13_20h23.18.370,rantool2,2021.1.4,Win32,144.1129846,603827f465fbaa1d6a69de57,60d9d14f4a8a35a482e0d9bf,60ede809c55c20183568ddca
"[""period""]",0,[0.24349999999998317],46,0,46,0,1,603827f465fbaa1d6a69de57,Kobieta,20,2021-07-13_20h23.18.370,rantool2,2021.1.4,Win32,144.1129846,603827f465fbaa1d6a69de57,60d9d14f4a8a35a482e0d9bf,60ede809c55c20183568ddca
"[""period""]",0,[0.2304000000953863],47,0,47,0,1,603827f465fbaa1d6a69de57,Kobieta,20,2021-07-13_20h23.18.370,rantool2,2021.1.4,Win32,144.1129846,603827f465fbaa1d6a69de57,60d9d14f4a8a35a482e0d9bf,60ede809c55c20183568ddca
"[""period""]",0,[0.2657000000477012],48,0,48,0,1,603827f465fbaa1d6a69de57,Kobieta,20,2021-07-13_20h23.18.370,rantool2,2021.1.4,Win32,144.1129846,603827f465fbaa1d6a69de57,60d9d14f4a8a35a482e0d9bf,60ede809c55c20183568ddca
"[""period""]",0,[0.24760000014305206],49,0,49,0,1,603827f465fbaa1d6a69de57,Kobieta,20,2021-07-13_20h23.18.370,rantool2,2021.1.4,Win32,144.1129846,603827f465fbaa1d6a69de57,60d9d14f4a8a35a482e0d9bf,60ede809c55c20183568ddca
"[""comma""]",0,[0.13050000000001205],50,0,50,0,1,603827f465fbaa1d6a69de57,Kobieta,20,2021-07-13_20h23.18.370,rantool2,2021.1.4,Win32,144.1129846,603827f465fbaa1d6a69de57,60d9d14f4a8a35a482e0d9bf,60ede809c55c20183568ddca
"[""comma""]",0,[0.24319999980926355],51,0,51,0,1,603827f465fbaa1d6a69de57,Kobieta,20,2021-07-13_20h23.18.370,rantool2,2021.1.4,Win32,144.1129846,603827f465fbaa1d6a69de57,60d9d14f4a8a35a482e0d9bf,60ede809c55c20183568ddca
"[""period""]",0,[0.23460000014304683],52,0,52,0,1,603827f465fbaa1d6a69de57,Kobieta,20,2021-07-13_20h23.18.370,rantool2,2021.1.4,Win32,144.1129846,603827f465fbaa1d6a69de57,60d9d14f4a8a35a482e0d9bf,60ede809c55c20183568ddca
"[""comma""]",0,[0.2897999999523222],53,0,53,0,1,603827f465fbaa1d6a69de57,Kobieta,20,2021-07-13_20h23.18.370,rantool2,2021.1.4,Win32,144.1129846,603827f465fbaa1d6a69de57,60d9d14f4a8a35a482e0d9bf,60ede809c55c20183568ddca
"[""period""]",0,[0.2794000000953645],54,0,54,0,1,603827f465fbaa1d6a69de57,Kobieta,20,2021-07-13_20h23.18.370,rantool2,2021.1.4,Win32,144.1129846,603827f465fbaa1d6a69de57,60d9d14f4a8a35a482e0d9bf,60ede809c55c20183568ddca
"[""comma""]",0,[0.2945999999046194],55,0,55,0,1,603827f465fbaa1d6a69de57,Kobieta,20,2021-07-13_20h23.18.370,rantool2,2021.1.4,Win32,144.1129846,603827f465fbaa1d6a69de57,60d9d14f4a8a35a482e0d9bf,60ede809c55c20183568ddca
"[""period""]",0,[0.15489999985695135],56,0,56,0,1,603827f465fbaa1d6a69de57,Kobieta,20,2021-07-13_20h23.18.370,rantool2,2021.1.4,Win32,144.1129846,603827f465fbaa1d6a69de57,60d9d14f4a8a35a482e0d9bf,60ede809c55c20183568ddca
"[""period""]",0,[0.19379999995231856],57,0,57,0,1,603827f465fbaa1d6a69de57,Kobieta,20,2021-07-13_20h23.18.370,rantool2,2021.1.4,Win32,144.1129846,603827f465fbaa1d6a69de57,60d9d14f4a8a35a482e0d9bf,60ede809c55c20183568ddca
"[""period""]",0,[0.20210000014304796],58,0,58,0,1,603827f465fbaa1d6a69de57,Kobieta,20,2021-07-13_20h23.18.370,rantool2,2021.1.4,Win32,144.1129846,603827f465fbaa1d6a69de57,60d9d14f4a8a35a482e0d9bf,60ede809c55c20183568ddca
"[""comma""]",0,[0.2854000000953647],59,0,59,0,1,603827f465fbaa1d6a69de57,Kobieta,20,2021-07-13_20h23.18.370,rantool2,2021.1.4,Win32,144.1129846,603827f465fbaa1d6a69de57,60d9d14f4a8a35a482e0d9bf,60ede809c55c20183568ddca
"[""period""]",0,[0.2175999999046212],60,0,60,0,1,603827f465fbaa1d6a69de57,Kobieta,20,2021-07-13_20h23.18.370,rantool2,2021.1.4,Win32,144.1129846,603827f465fbaa1d6a69de57,60d9d14f4a8a35a482e0d9bf,60ede809c55c20183568ddca
"[""comma""]",0,[0.18820000004768644],61,0,61,0,1,603827f465fbaa1d6a69de57,Kobieta,20,2021-07-13_20h23.18.370,rantool2,2021.1.4,Win32,144.1129846,603827f465fbaa1d6a69de57,60d9d14f4a8a35a482e0d9bf,60ede809c55c20183568ddca
"[""period""]",0,[0.13960000014304796],62,0,62,0,1,603827f465fbaa1d6a69de57,Kobieta,20,2021-07-13_20h23.18.370,rantool2,2021.1.4,Win32,144.1129846,603827f465fbaa1d6a69de57,60d9d14f4a8a35a482e0d9bf,60ede809c55c20183568ddca
"[""comma""]",0,[0.2588000001907176],63,0,63,0,1,603827f465fbaa1d6a69de57,Kobieta,20,2021-07-13_20h23.18.370,rantool2,2021.1.4,Win32,144.1129846,603827f465fbaa1d6a69de57,60d9d14f4a8a35a482e0d9bf,60ede809c55c20183568ddca
"[""period""]",0,[0.12339999985692884],64,0,64,0,1,603827f465fbaa1d6a69de57,Kobieta,20,2021-07-13_20h23.18.370,rantool2,2021.1.4,Win32,144.1129846,603827f465fbaa1d6a69de57,60d9d14f4a8a35a482e0d9bf,60ede809c55c20183568ddca
"[""comma""]",0,[0.05670000004769804],65,0,65,0,1,603827f465fbaa1d6a69de57,Kobieta,20,2021-07-13_20h23.18.370,rantool2,2021.1.4,Win32,144.1129846,603827f465fbaa1d6a69de57,60d9d14f4a8a35a482e0d9bf,60ede809c55c20183568ddca
"[""period"",""comma""]",0,"[0.14670000004770145,1.8317999999523238]",66,0,66,0,1,603827f465fbaa1d6a69de57,Kobieta,20,2021-07-13_20h23.18.370,rantool2,2021.1.4,Win32,144.1129846,603827f465fbaa1d6a69de57,60d9d14f4a8a35a482e0d9bf,60ede809c55c20183568ddca
"[""period""]",0,[1.765500000000003],67,0,67,0,1,603827f465fbaa1d6a69de57,Kobieta,20,2021-07-13_20h23.18.370,rantool2,2021.1.4,Win32,144.1129846,603827f465fbaa1d6a69de57,60d9d14f4a8a35a482e0d9bf,60ede809c55c20183568ddca
"[""comma""]",0,[1.2944999999999993],68,0,68,0,1,603827f465fbaa1d6a69de57,Kobieta,20,2021-07-13_20h23.18.370,rantool2,2021.1.4,Win32,144.1129846,603827f465fbaa1d6a69de57,60d9d14f4a8a35a482e0d9bf,60ede809c55c20183568ddca
"[""period""]",0,[1.0751999998092572],69,0,69,0,1,603827f465fbaa1d6a69de57,Kobieta,20,2021-07-13_20h23.18.370,rantool2,2021.1.4,Win32,144.1129846,603827f465fbaa1d6a69de57,60d9d14f4a8a35a482e0d9bf,60ede809c55c20183568ddca
"[""comma""]",0,[1.272900000095376],70,0,70,0,1,603827f465fbaa1d6a69de57,Kobieta,20,2021-07-13_20h23.18.370,rantool2,2021.1.4,Win32,144.1129846,603827f465fbaa1d6a69de57,60d9d14f4a8a35a482e0d9bf,60ede809c55c20183568ddca
"[""period""]",0,[0.43109999990463166],71,0,71,0,1,603827f465fbaa1d6a69de57,Kobieta,20,2021-07-13_20h23.18.370,rantool2,2021.1.4,Win32,144.1129846,603827f465fbaa1d6a69de57,60d9d14f4a8a35a482e0d9bf,60ede809c55c20183568ddca
"[""comma""]",0,[0.272599999904628],72,0,72,0,1,603827f465fbaa1d6a69de57,Kobieta,20,2021-07-13_20h23.18.370,rantool2,2021.1.4,Win32,144.1129846,603827f465fbaa1d6a69de57,60d9d14f4a8a35a482e0d9bf,60ede809c55c20183568ddca
"[""period""]",0,[0.2736000001430625],73,0,73,0,1,603827f465fbaa1d6a69de57,Kobieta,20,2021-07-13_20h23.18.370,rantool2,2021.1.4,Win32,144.1129846,603827f465fbaa1d6a69de57,60d9d14f4a8a35a482e0d9bf,60ede809c55c20183568ddca
"[""comma""]",0,[0.3107999999523088],74,0,74,0,1,603827f465fbaa1d6a69de57,Kobieta,20,2021-07-13_20h23.18.370,rantool2,2021.1.4,Win32,144.1129846,603827f465fbaa1d6a69de57,60d9d14f4a8a35a482e0d9bf,60ede809c55c20183568ddca
"[""period""]",0,[0.2207000000476853],75,0,75,0,1,603827f465fbaa1d6a69de57,Kobieta,20,2021-07-13_20h23.18.370,rantool2,2021.1.4,Win32,144.1129846,603827f465fbaa1d6a69de57,60d9d14f4a8a35a482e0d9bf,60ede809c55c20183568ddca
"[""period""]",0,[0.4292000000476719],76,0,76,0,1,603827f465fbaa1d6a69de57,Kobieta,20,2021-07-13_20h23.18.370,rantool2,2021.1.4,Win32,144.1129846,603827f465fbaa1d6a69de57,60d9d14f4a8a35a482e0d9bf,60ede809c55c20183568ddca
"[""period""]",0,[0.29429999995230105],77,0,77,0,1,603827f465fbaa1d6a69de57,Kobieta,20,2021-07-13_20h23.18.370,rantool2,2021.1.4,Win32,144.1129846,603827f465fbaa1d6a69de57,60d9d14f4a8a35a482e0d9bf,60ede809c55c20183568ddca
"[""comma"",""period""]",0,"[0.2202999999523172,1.9460999999046464]",78,0,78,0,1,603827f465fbaa1d6a69de57,Kobieta,20,2021-07-13_20h23.18.370,rantool2,2021.1.4,Win32,144.1129846,603827f465fbaa1d6a69de57,60d9d14f4a8a35a482e0d9bf,60ede809c55c20183568ddca
0,0,,79,0,79,0,1,603827f465fbaa1d6a69de57,Kobieta,20,2021-07-13_20h23.18.370,rantool2,2021.1.4,Win32,144.1129846,603827f465fbaa1d6a69de57,60d9d14f4a8a35a482e0d9bf,60ede809c55c20183568ddca
0,0,,80,0,80,0,1,603827f465fbaa1d6a69de57,Kobieta,20,2021-07-13_20h23.18.370,rantool2,2021.1.4,Win32,144.1129846,603827f465fbaa1d6a69de57,60d9d14f4a8a35a482e0d9bf,60ede809c55c20183568ddca
