key_resp_7.keys,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,id,series_0,series_1,acss_0,acss_1,comparison,id*,Płeć*,Wiek*,date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,key_resp_7.rt,key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran
,0,0,0,24,1,61322447efdb668e0b2e4f21,ORROOOO,ORROOOR,21.12383932,22.07102821,series_1,61322447efdb668e0b2e4f21,Kobieta,18,2021-09-06_18h44.17.078,rantool2,2021.1.4,Win32,29.81870229,6135e006383e6ea6c3d06a28,613644e5aef603efabf2496f,,,,,,,,,
j,0,1,1,8,1,61322447efdb668e0b2e4f21,OOROOOO,OOROOOR,19.91402015,20.89823192,series_1,61322447efdb668e0b2e4f21,Kobieta,18,2021-09-06_18h44.17.078,rantool2,2021.1.4,Win32,29.81870229,6135e006383e6ea6c3d06a28,613644e5aef603efabf2496f,3.431,,,,,,,,
f,0,2,2,25,1,61322447efdb668e0b2e4f21,ORROORO,ORROORR,21.79500819,22.61624387,series_1,61322447efdb668e0b2e4f21,Kobieta,18,2021-09-06_18h44.17.078,rantool2,2021.1.4,Win32,29.81870229,6135e006383e6ea6c3d06a28,613644e5aef603efabf2496f,1.433,,,,,,,,
j,0,3,3,28,1,61322447efdb668e0b2e4f21,ORRROOO,ORRROOR,22.24142883,22.53364006,series_1,61322447efdb668e0b2e4f21,Kobieta,18,2021-09-06_18h44.17.078,rantool2,2021.1.4,Win32,29.81870229,6135e006383e6ea6c3d06a28,613644e5aef603efabf2496f,4.835,,,,,,,,
f,0,4,4,0,1,61322447efdb668e0b2e4f21,OOOOOOO,OOOOOOR,18.52739004,19.62521613,series_1,61322447efdb668e0b2e4f21,Kobieta,18,2021-09-06_18h44.17.078,rantool2,2021.1.4,Win32,29.81870229,6135e006383e6ea6c3d06a28,613644e5aef603efabf2496f,2.345,,,,,,,,
j,0,5,5,18,1,61322447efdb668e0b2e4f21,OROOROO,OROOROR,20.84860893,21.22513037,series_1,61322447efdb668e0b2e4f21,Kobieta,18,2021-09-06_18h44.17.078,rantool2,2021.1.4,Win32,29.81870229,6135e006383e6ea6c3d06a28,613644e5aef603efabf2496f,3.649,,,,,,,,
f,0,6,6,44,1,61322447efdb668e0b2e4f21,RORROOO,RORROOR,21.66733484,22.02566557,series_1,61322447efdb668e0b2e4f21,Kobieta,18,2021-09-06_18h44.17.078,rantool2,2021.1.4,Win32,29.81870229,6135e006383e6ea6c3d06a28,613644e5aef603efabf2496f,3.084,,,,,,,,
j,0,7,7,29,1,61322447efdb668e0b2e4f21,ORRRORO,ORRRORR,22.00300695,22.12173012,series_1,61322447efdb668e0b2e4f21,Kobieta,18,2021-09-06_18h44.17.078,rantool2,2021.1.4,Win32,29.81870229,6135e006383e6ea6c3d06a28,613644e5aef603efabf2496f,2.202,,,,,,,,
j,0,8,8,52,1,61322447efdb668e0b2e4f21,RROROOO,RROROOR,22.18365867,22.11097995,series_0,61322447efdb668e0b2e4f21,Kobieta,18,2021-09-06_18h44.17.078,rantool2,2021.1.4,Win32,29.81870229,6135e006383e6ea6c3d06a28,613644e5aef603efabf2496f,2.651,,,,,,,,
f,0,9,9,17,1,61322447efdb668e0b2e4f21,OROOORO,OROOORR,21.03750787,22.12173012,series_1,61322447efdb668e0b2e4f21,Kobieta,18,2021-09-06_18h44.17.078,rantool2,2021.1.4,Win32,29.81870229,6135e006383e6ea6c3d06a28,613644e5aef603efabf2496f,2.238,,,,,,,,
