key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,id*,Płeć*,Wiek*,date,expName,psychopyVersion,OS,frameRate,id,STUDY_ID,SESSION_ID
0,,,0,0,0,0,1,5e8f75cd1baf78261f752cf4,Mężczyzna,53,2021-07-13_22h03.41.850,rantool2,2021.1.4,Win32,30.00120005,5e8f75cd1baf78261f752cf4,60d9d14f4a8a35a482e0d9bf,60edf0e48efe0014b3d7715b
0,,,1,0,1,0,1,5e8f75cd1baf78261f752cf4,Mężczyzna,53,2021-07-13_22h03.41.850,rantool2,2021.1.4,Win32,30.00120005,5e8f75cd1baf78261f752cf4,60d9d14f4a8a35a482e0d9bf,60edf0e48efe0014b3d7715b
0,,,2,0,2,0,1,5e8f75cd1baf78261f752cf4,Mężczyzna,53,2021-07-13_22h03.41.850,rantool2,2021.1.4,Win32,30.00120005,5e8f75cd1baf78261f752cf4,60d9d14f4a8a35a482e0d9bf,60edf0e48efe0014b3d7715b
0,,,3,0,3,0,1,5e8f75cd1baf78261f752cf4,Mężczyzna,53,2021-07-13_22h03.41.850,rantool2,2021.1.4,Win32,30.00120005,5e8f75cd1baf78261f752cf4,60d9d14f4a8a35a482e0d9bf,60edf0e48efe0014b3d7715b
0,,,4,0,4,0,1,5e8f75cd1baf78261f752cf4,Mężczyzna,53,2021-07-13_22h03.41.850,rantool2,2021.1.4,Win32,30.00120005,5e8f75cd1baf78261f752cf4,60d9d14f4a8a35a482e0d9bf,60edf0e48efe0014b3d7715b
0,,,5,0,5,0,1,5e8f75cd1baf78261f752cf4,Mężczyzna,53,2021-07-13_22h03.41.850,rantool2,2021.1.4,Win32,30.00120005,5e8f75cd1baf78261f752cf4,60d9d14f4a8a35a482e0d9bf,60edf0e48efe0014b3d7715b
0,,,6,0,6,0,1,5e8f75cd1baf78261f752cf4,Mężczyzna,53,2021-07-13_22h03.41.850,rantool2,2021.1.4,Win32,30.00120005,5e8f75cd1baf78261f752cf4,60d9d14f4a8a35a482e0d9bf,60edf0e48efe0014b3d7715b
0,,,7,0,7,0,1,5e8f75cd1baf78261f752cf4,Mężczyzna,53,2021-07-13_22h03.41.850,rantool2,2021.1.4,Win32,30.00120005,5e8f75cd1baf78261f752cf4,60d9d14f4a8a35a482e0d9bf,60edf0e48efe0014b3d7715b
0,,,8,0,8,0,1,5e8f75cd1baf78261f752cf4,Mężczyzna,53,2021-07-13_22h03.41.850,rantool2,2021.1.4,Win32,30.00120005,5e8f75cd1baf78261f752cf4,60d9d14f4a8a35a482e0d9bf,60edf0e48efe0014b3d7715b
0,,,9,0,9,0,1,5e8f75cd1baf78261f752cf4,Mężczyzna,53,2021-07-13_22h03.41.850,rantool2,2021.1.4,Win32,30.00120005,5e8f75cd1baf78261f752cf4,60d9d14f4a8a35a482e0d9bf,60edf0e48efe0014b3d7715b
0,,,10,0,10,0,1,5e8f75cd1baf78261f752cf4,Mężczyzna,53,2021-07-13_22h03.41.850,rantool2,2021.1.4,Win32,30.00120005,5e8f75cd1baf78261f752cf4,60d9d14f4a8a35a482e0d9bf,60edf0e48efe0014b3d7715b
