key_resp_7.keys,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,id,series_0,series_1,acss_0,acss_1,comparison,id*,Płeć*,Wiek*,date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,key_resp_7.rt,key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran
,0,0,0,44,1,6123ba76985dceaee3138132,RORROOO,RORROOR,21.66733484,22.02566557,series_1,6123ba76985dceaee3138132,Kobieta,24,2021-09-06_19h19.58.705,rantool2,2021.1.4,Win32,60.0132029,6135e006383e6ea6c3d06a28,61364da4ba8f13fa00e97c82,,,,,,,,,
,0,1,1,31,1,6123ba76985dceaee3138132,ORRRRRO,ORRRRRR,22.16413392,20.74050628,series_0,6123ba76985dceaee3138132,Kobieta,24,2021-09-06_19h19.58.705,rantool2,2021.1.4,Win32,60.0132029,6135e006383e6ea6c3d06a28,61364da4ba8f13fa00e97c82,,,,,,,,,
,0,2,2,51,1,6123ba76985dceaee3138132,RROORRO,RROORRR,21.89852628,22.02786418,series_1,6123ba76985dceaee3138132,Kobieta,24,2021-09-06_19h19.58.705,rantool2,2021.1.4,Win32,60.0132029,6135e006383e6ea6c3d06a28,61364da4ba8f13fa00e97c82,,,,,,,,,
,0,3,3,63,1,6123ba76985dceaee3138132,RRRRRRO,RRRRRRR,21.35278725,19.62521613,series_0,6123ba76985dceaee3138132,Kobieta,24,2021-09-06_19h19.58.705,rantool2,2021.1.4,Win32,60.0132029,6135e006383e6ea6c3d06a28,61364da4ba8f13fa00e97c82,,,,,,,,,
,0,4,4,21,1,6123ba76985dceaee3138132,ORORORO,ORORORR,20.39515459,22.06781359,series_1,6123ba76985dceaee3138132,Kobieta,24,2021-09-06_19h19.58.705,rantool2,2021.1.4,Win32,60.0132029,6135e006383e6ea6c3d06a28,61364da4ba8f13fa00e97c82,,,,,,,,,
,0,5,5,49,1,6123ba76985dceaee3138132,RROOORO,RROOORR,21.76276513,22.53364006,series_1,6123ba76985dceaee3138132,Kobieta,24,2021-09-06_19h19.58.705,rantool2,2021.1.4,Win32,60.0132029,6135e006383e6ea6c3d06a28,61364da4ba8f13fa00e97c82,,,,,,,,,
,0,6,6,3,1,6123ba76985dceaee3138132,OOOORRO,OOOORRR,20.90986523,21.74922619,series_1,6123ba76985dceaee3138132,Kobieta,24,2021-09-06_19h19.58.705,rantool2,2021.1.4,Win32,60.0132029,6135e006383e6ea6c3d06a28,61364da4ba8f13fa00e97c82,,,,,,,,,
,0,7,7,8,1,6123ba76985dceaee3138132,OOROOOO,OOROOOR,19.91402015,20.89823192,series_1,6123ba76985dceaee3138132,Kobieta,24,2021-09-06_19h19.58.705,rantool2,2021.1.4,Win32,60.0132029,6135e006383e6ea6c3d06a28,61364da4ba8f13fa00e97c82,,,,,,,,,
,0,8,8,0,1,6123ba76985dceaee3138132,OOOOOOO,OOOOOOR,18.52739004,19.62521613,series_1,6123ba76985dceaee3138132,Kobieta,24,2021-09-06_19h19.58.705,rantool2,2021.1.4,Win32,60.0132029,6135e006383e6ea6c3d06a28,61364da4ba8f13fa00e97c82,,,,,,,,,
,0,9,9,48,1,6123ba76985dceaee3138132,RROOOOO,RROOOOR,20.90986523,22.15934078,series_1,6123ba76985dceaee3138132,Kobieta,24,2021-09-06_19h19.58.705,rantool2,2021.1.4,Win32,60.0132029,6135e006383e6ea6c3d06a28,61364da4ba8f13fa00e97c82,,,,,,,,,
,0,10,10,50,1,6123ba76985dceaee3138132,RROOROO,RROOROR,21.73568164,22.02566557,series_1,6123ba76985dceaee3138132,Kobieta,24,2021-09-06_19h19.58.705,rantool2,2021.1.4,Win32,60.0132029,6135e006383e6ea6c3d06a28,61364da4ba8f13fa00e97c82,,,,,,,,,
,0,11,11,27,1,6123ba76985dceaee3138132,ORRORRO,ORRORRR,21.55250791,22.2428857,series_1,6123ba76985dceaee3138132,Kobieta,24,2021-09-06_19h19.58.705,rantool2,2021.1.4,Win32,60.0132029,6135e006383e6ea6c3d06a28,61364da4ba8f13fa00e97c82,,,,,,,,,
,0,12,12,16,1,6123ba76985dceaee3138132,OROOOOO,OROOOOR,20.43051175,21.17347734,series_1,6123ba76985dceaee3138132,Kobieta,24,2021-09-06_19h19.58.705,rantool2,2021.1.4,Win32,60.0132029,6135e006383e6ea6c3d06a28,61364da4ba8f13fa00e97c82,,,,,,,,,
,0,13,13,5,1,6123ba76985dceaee3138132,OOORORO,OOORORR,20.87963819,21.9921709,series_1,6123ba76985dceaee3138132,Kobieta,24,2021-09-06_19h19.58.705,rantool2,2021.1.4,Win32,60.0132029,6135e006383e6ea6c3d06a28,61364da4ba8f13fa00e97c82,,,,,,,,,
,0,14,14,55,1,6123ba76985dceaee3138132,RRORRRO,RRORRRR,21.56657303,21.21223021,series_0,6123ba76985dceaee3138132,Kobieta,24,2021-09-06_19h19.58.705,rantool2,2021.1.4,Win32,60.0132029,6135e006383e6ea6c3d06a28,61364da4ba8f13fa00e97c82,,,,,,,,,
,0,15,15,32,1,6123ba76985dceaee3138132,ROOOOOO,ROOOOOR,19.92253567,21.27974287,series_1,6123ba76985dceaee3138132,Kobieta,24,2021-09-06_19h19.58.705,rantool2,2021.1.4,Win32,60.0132029,6135e006383e6ea6c3d06a28,61364da4ba8f13fa00e97c82,,,,,,,,,
