key_resp_7.keys,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,id,series_0,series_1,acss_0,acss_1,comparison,id*,Płeć*,Wiek*,date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,key_resp_7.rt,key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran
,0,0,0,61,1,61338d61ed3f2e3d196fa7c7,RRRRORO,RRRRORR,21.81333602,21.17347734,series_0,61338d61ed3f2e3d196fa7c7,Kobieta,30,2021-09-06_12h32.12.518,rantool2,2021.1.4,MacIntel,60.14675809,6135e006383e6ea6c3d06a28,613642701d92eebe71fdfde1,,,,,,,,,
,0,1,1,11,1,61338d61ed3f2e3d196fa7c7,OORORRO,OORORRR,22.18365867,22.6797523,series_1,61338d61ed3f2e3d196fa7c7,Kobieta,30,2021-09-06_12h32.12.518,rantool2,2021.1.4,MacIntel,60.14675809,6135e006383e6ea6c3d06a28,613642701d92eebe71fdfde1,,,,,,,,,
,0,2,2,10,1,61338d61ed3f2e3d196fa7c7,OOROROO,OOROROR,21.31236711,21.07490964,series_0,61338d61ed3f2e3d196fa7c7,Kobieta,30,2021-09-06_12h32.12.518,rantool2,2021.1.4,MacIntel,60.14675809,6135e006383e6ea6c3d06a28,613642701d92eebe71fdfde1,,,,,,,,,
,0,3,3,46,1,61338d61ed3f2e3d196fa7c7,RORRROO,RORRROR,22.00300695,21.24781509,series_0,61338d61ed3f2e3d196fa7c7,Kobieta,30,2021-09-06_12h32.12.518,rantool2,2021.1.4,MacIntel,60.14675809,6135e006383e6ea6c3d06a28,613642701d92eebe71fdfde1,,,,,,,,,
,0,4,4,39,1,61338d61ed3f2e3d196fa7c7,ROORRRO,ROORRRR,21.82425538,21.38562617,series_0,61338d61ed3f2e3d196fa7c7,Kobieta,30,2021-09-06_12h32.12.518,rantool2,2021.1.4,MacIntel,60.14675809,6135e006383e6ea6c3d06a28,613642701d92eebe71fdfde1,,,,,,,,,
,0,5,5,48,1,61338d61ed3f2e3d196fa7c7,RROOOOO,RROOOOR,20.90986523,22.15934078,series_1,61338d61ed3f2e3d196fa7c7,Kobieta,30,2021-09-06_12h32.12.518,rantool2,2021.1.4,MacIntel,60.14675809,6135e006383e6ea6c3d06a28,613642701d92eebe71fdfde1,,,,,,,,,
,0,6,6,19,1,61338d61ed3f2e3d196fa7c7,OROORRO,OROORRR,21.73568164,22.11181017,series_1,61338d61ed3f2e3d196fa7c7,Kobieta,30,2021-09-06_12h32.12.518,rantool2,2021.1.4,MacIntel,60.14675809,6135e006383e6ea6c3d06a28,613642701d92eebe71fdfde1,,,,,,,,,
,0,7,7,52,1,61338d61ed3f2e3d196fa7c7,RROROOO,RROROOR,22.18365867,22.11097995,series_0,61338d61ed3f2e3d196fa7c7,Kobieta,30,2021-09-06_12h32.12.518,rantool2,2021.1.4,MacIntel,60.14675809,6135e006383e6ea6c3d06a28,613642701d92eebe71fdfde1,,,,,,,,,
,0,8,8,3,1,61338d61ed3f2e3d196fa7c7,OOOORRO,OOOORRR,20.90986523,21.74922619,series_1,61338d61ed3f2e3d196fa7c7,Kobieta,30,2021-09-06_12h32.12.518,rantool2,2021.1.4,MacIntel,60.14675809,6135e006383e6ea6c3d06a28,613642701d92eebe71fdfde1,,,,,,,,,
,0,9,9,15,1,61338d61ed3f2e3d196fa7c7,OORRRRO,OORRRRR,22.10108823,21.74922619,series_0,61338d61ed3f2e3d196fa7c7,Kobieta,30,2021-09-06_12h32.12.518,rantool2,2021.1.4,MacIntel,60.14675809,6135e006383e6ea6c3d06a28,613642701d92eebe71fdfde1,,,,,,,,,
