key_resp_7.keys,key_resp_7.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,id,series_0,series_1,acss_0,acss_1,comparison,id*,Płeć*,Wiek*,date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran
j,1.4896,0,0,0,41,1,6130e6f71947d9db1884079b,ROROORO,ROROORR,20.42602454,21.71443381,series_1,6130e6f71947d9db1884079b,Kobieta,18,2021-09-06_18h19.46.534,rantool2,2021.1.4,Win32,59.91970759,6135e006383e6ea6c3d06a28,61363f8bd838829ba29f2929,,,,,,,,
j,2.0835,0,1,1,10,1,6130e6f71947d9db1884079b,OOROROO,OOROROR,21.31236711,21.07490964,series_0,6130e6f71947d9db1884079b,Kobieta,18,2021-09-06_18h19.46.534,rantool2,2021.1.4,Win32,59.91970759,6135e006383e6ea6c3d06a28,61363f8bd838829ba29f2929,,,,,,,,
f,2.711,0,2,2,35,1,6130e6f71947d9db1884079b,ROOORRO,ROOORRR,21.76276513,22.16977179,series_1,6130e6f71947d9db1884079b,Kobieta,18,2021-09-06_18h19.46.534,rantool2,2021.1.4,Win32,59.91970759,6135e006383e6ea6c3d06a28,61363f8bd838829ba29f2929,,,,,,,,
f,1.8767,0,3,3,12,1,6130e6f71947d9db1884079b,OORROOO,OORROOR,21.30250474,22.02786418,series_1,6130e6f71947d9db1884079b,Kobieta,18,2021-09-06_18h19.46.534,rantool2,2021.1.4,Win32,59.91970759,6135e006383e6ea6c3d06a28,61363f8bd838829ba29f2929,,,,,,,,
f,2.0682,0,4,4,42,1,6130e6f71947d9db1884079b,ROROROO,ROROROR,20.39515459,19.8361834,series_0,6130e6f71947d9db1884079b,Kobieta,18,2021-09-06_18h19.46.534,rantool2,2021.1.4,Win32,59.91970759,6135e006383e6ea6c3d06a28,61363f8bd838829ba29f2929,,,,,,,,
f,1.8491,0,5,5,13,1,6130e6f71947d9db1884079b,OORRORO,OORRORR,21.66733484,22.11181017,series_1,6130e6f71947d9db1884079b,Kobieta,18,2021-09-06_18h19.46.534,rantool2,2021.1.4,Win32,59.91970759,6135e006383e6ea6c3d06a28,61363f8bd838829ba29f2929,,,,,,,,
f,2.5588,0,6,6,5,1,6130e6f71947d9db1884079b,OOORORO,OOORORR,20.87963819,21.9921709,series_1,6130e6f71947d9db1884079b,Kobieta,18,2021-09-06_18h19.46.534,rantool2,2021.1.4,Win32,59.91970759,6135e006383e6ea6c3d06a28,61363f8bd838829ba29f2929,,,,,,,,
f,1.8145,0,7,7,18,1,6130e6f71947d9db1884079b,OROOROO,OROOROR,20.84860893,21.22513037,series_1,6130e6f71947d9db1884079b,Kobieta,18,2021-09-06_18h19.46.534,rantool2,2021.1.4,Win32,59.91970759,6135e006383e6ea6c3d06a28,61363f8bd838829ba29f2929,,,,,,,,
f,1.3143,0,8,8,9,1,6130e6f71947d9db1884079b,OOROORO,OOROORR,21.07991943,22.2428857,series_1,6130e6f71947d9db1884079b,Kobieta,18,2021-09-06_18h19.46.534,rantool2,2021.1.4,Win32,59.91970759,6135e006383e6ea6c3d06a28,61363f8bd838829ba29f2929,,,,,,,,
f,1.6885,0,9,9,57,1,6130e6f71947d9db1884079b,RRROORO,RRROORR,21.82425538,22.07102821,series_1,6130e6f71947d9db1884079b,Kobieta,18,2021-09-06_18h19.46.534,rantool2,2021.1.4,Win32,59.91970759,6135e006383e6ea6c3d06a28,61363f8bd838829ba29f2929,,,,,,,,
f,1.982,0,10,10,26,1,6130e6f71947d9db1884079b,ORROROO,ORROROR,22.02732763,21.71443381,series_0,6130e6f71947d9db1884079b,Kobieta,18,2021-09-06_18h19.46.534,rantool2,2021.1.4,Win32,59.91970759,6135e006383e6ea6c3d06a28,61363f8bd838829ba29f2929,,,,,,,,
j,1.6633,0,11,11,54,1,6130e6f71947d9db1884079b,RRORROO,RRORROR,21.55250791,20.9984461,series_0,6130e6f71947d9db1884079b,Kobieta,18,2021-09-06_18h19.46.534,rantool2,2021.1.4,Win32,59.91970759,6135e006383e6ea6c3d06a28,61363f8bd838829ba29f2929,,,,,,,,
f,1.4724,0,12,12,3,1,6130e6f71947d9db1884079b,OOOORRO,OOOORRR,20.90986523,21.74922619,series_1,6130e6f71947d9db1884079b,Kobieta,18,2021-09-06_18h19.46.534,rantool2,2021.1.4,Win32,59.91970759,6135e006383e6ea6c3d06a28,61363f8bd838829ba29f2929,,,,,,,,
j,2.6391,0,13,13,14,1,6130e6f71947d9db1884079b,OORRROO,OORRROR,22.24142883,22.16977179,series_0,6130e6f71947d9db1884079b,Kobieta,18,2021-09-06_18h19.46.534,rantool2,2021.1.4,Win32,59.91970759,6135e006383e6ea6c3d06a28,61363f8bd838829ba29f2929,,,,,,,,
f,2.0505,0,14,14,11,1,6130e6f71947d9db1884079b,OORORRO,OORORRR,22.18365867,22.6797523,series_1,6130e6f71947d9db1884079b,Kobieta,18,2021-09-06_18h19.46.534,rantool2,2021.1.4,Win32,59.91970759,6135e006383e6ea6c3d06a28,61363f8bd838829ba29f2929,,,,,,,,
j,1.8992,0,15,15,51,1,6130e6f71947d9db1884079b,RROORRO,RROORRR,21.89852628,22.02786418,series_1,6130e6f71947d9db1884079b,Kobieta,18,2021-09-06_18h19.46.534,rantool2,2021.1.4,Win32,59.91970759,6135e006383e6ea6c3d06a28,61363f8bd838829ba29f2929,,,,,,,,
j,1.7159,0,16,16,48,1,6130e6f71947d9db1884079b,RROOOOO,RROOOOR,20.90986523,22.15934078,series_1,6130e6f71947d9db1884079b,Kobieta,18,2021-09-06_18h19.46.534,rantool2,2021.1.4,Win32,59.91970759,6135e006383e6ea6c3d06a28,61363f8bd838829ba29f2929,,,,,,,,
f,1.233,0,17,17,32,1,6130e6f71947d9db1884079b,ROOOOOO,ROOOOOR,19.92253567,21.27974287,series_1,6130e6f71947d9db1884079b,Kobieta,18,2021-09-06_18h19.46.534,rantool2,2021.1.4,Win32,59.91970759,6135e006383e6ea6c3d06a28,61363f8bd838829ba29f2929,,,,,,,,
j,1.6338,0,18,18,45,1,6130e6f71947d9db1884079b,RORRORO,RORRORR,20.78182524,21.22513037,series_1,6130e6f71947d9db1884079b,Kobieta,18,2021-09-06_18h19.46.534,rantool2,2021.1.4,Win32,59.91970759,6135e006383e6ea6c3d06a28,61363f8bd838829ba29f2929,,,,,,,,
f,1.4299,0,19,19,2,1,6130e6f71947d9db1884079b,OOOOROO,OOOOROR,20.43051175,21.02936224,series_1,6130e6f71947d9db1884079b,Kobieta,18,2021-09-06_18h19.46.534,rantool2,2021.1.4,Win32,59.91970759,6135e006383e6ea6c3d06a28,61363f8bd838829ba29f2929,,,,,,,,
j,1.418,0,20,20,46,1,6130e6f71947d9db1884079b,RORRROO,RORRROR,22.00300695,21.24781509,series_0,6130e6f71947d9db1884079b,Kobieta,18,2021-09-06_18h19.46.534,rantool2,2021.1.4,Win32,59.91970759,6135e006383e6ea6c3d06a28,61363f8bd838829ba29f2929,,,,,,,,
f,1.4206,0,21,21,52,1,6130e6f71947d9db1884079b,RROROOO,RROROOR,22.18365867,22.11097995,series_0,6130e6f71947d9db1884079b,Kobieta,18,2021-09-06_18h19.46.534,rantool2,2021.1.4,Win32,59.91970759,6135e006383e6ea6c3d06a28,61363f8bd838829ba29f2929,,,,,,,,
j,2.5357,0,22,22,28,1,6130e6f71947d9db1884079b,ORRROOO,ORRROOR,22.24142883,22.53364006,series_1,6130e6f71947d9db1884079b,Kobieta,18,2021-09-06_18h19.46.534,rantool2,2021.1.4,Win32,59.91970759,6135e006383e6ea6c3d06a28,61363f8bd838829ba29f2929,,,,,,,,
f,1.1958,0,23,23,8,1,6130e6f71947d9db1884079b,OOROOOO,OOROOOR,19.91402015,20.89823192,series_1,6130e6f71947d9db1884079b,Kobieta,18,2021-09-06_18h19.46.534,rantool2,2021.1.4,Win32,59.91970759,6135e006383e6ea6c3d06a28,61363f8bd838829ba29f2929,,,,,,,,
j,1.4999,0,24,24,15,1,6130e6f71947d9db1884079b,OORRRRO,OORRRRR,22.10108823,21.74922619,series_0,6130e6f71947d9db1884079b,Kobieta,18,2021-09-06_18h19.46.534,rantool2,2021.1.4,Win32,59.91970759,6135e006383e6ea6c3d06a28,61363f8bd838829ba29f2929,,,,,,,,
f,1.0817,0,25,25,16,1,6130e6f71947d9db1884079b,OROOOOO,OROOOOR,20.43051175,21.17347734,series_1,6130e6f71947d9db1884079b,Kobieta,18,2021-09-06_18h19.46.534,rantool2,2021.1.4,Win32,59.91970759,6135e006383e6ea6c3d06a28,61363f8bd838829ba29f2929,,,,,,,,
j,1.5099,0,26,26,29,1,6130e6f71947d9db1884079b,ORRRORO,ORRRORR,22.00300695,22.12173012,series_1,6130e6f71947d9db1884079b,Kobieta,18,2021-09-06_18h19.46.534,rantool2,2021.1.4,Win32,59.91970759,6135e006383e6ea6c3d06a28,61363f8bd838829ba29f2929,,,,,,,,
