key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,id*,Płeć*,Wiek*,date,expName,psychopyVersion,OS,frameRate,id,STUDY_ID,SESSION_ID,key_resp_7.keys,key_resp_7.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,series_0,series_1,acss_0,acss_1,comparison
0,,,0,0,0,0,1,5f6774b0dba43c372f668320,Mężczyzna,22,2021-07-13_23h10.11.252,rantool2,2021.1.4,Win32,143.9263097,5f6774b0dba43c372f668320,60d9d14f4a8a35a482e0d9bf,60edfedb337b23df025d96f7,,,,,,,,,,,,
0,,,1,0,1,0,1,5f6774b0dba43c372f668320,Mężczyzna,22,2021-07-13_23h10.11.252,rantool2,2021.1.4,Win32,143.9263097,5f6774b0dba43c372f668320,60d9d14f4a8a35a482e0d9bf,60edfedb337b23df025d96f7,,,,,,,,,,,,
0,,,2,0,2,0,1,5f6774b0dba43c372f668320,Mężczyzna,22,2021-07-13_23h10.11.252,rantool2,2021.1.4,Win32,143.9263097,5f6774b0dba43c372f668320,60d9d14f4a8a35a482e0d9bf,60edfedb337b23df025d96f7,,,,,,,,,,,,
0,,,3,0,3,0,1,5f6774b0dba43c372f668320,Mężczyzna,22,2021-07-13_23h10.11.252,rantool2,2021.1.4,Win32,143.9263097,5f6774b0dba43c372f668320,60d9d14f4a8a35a482e0d9bf,60edfedb337b23df025d96f7,,,,,,,,,,,,
0,,,4,0,4,0,1,5f6774b0dba43c372f668320,Mężczyzna,22,2021-07-13_23h10.11.252,rantool2,2021.1.4,Win32,143.9263097,5f6774b0dba43c372f668320,60d9d14f4a8a35a482e0d9bf,60edfedb337b23df025d96f7,,,,,,,,,,,,
0,,,5,0,5,0,1,5f6774b0dba43c372f668320,Mężczyzna,22,2021-07-13_23h10.11.252,rantool2,2021.1.4,Win32,143.9263097,5f6774b0dba43c372f668320,60d9d14f4a8a35a482e0d9bf,60edfedb337b23df025d96f7,,,,,,,,,,,,
0,,,6,0,6,0,1,5f6774b0dba43c372f668320,Mężczyzna,22,2021-07-13_23h10.11.252,rantool2,2021.1.4,Win32,143.9263097,5f6774b0dba43c372f668320,60d9d14f4a8a35a482e0d9bf,60edfedb337b23df025d96f7,,,,,,,,,,,,
0,,,7,0,7,0,1,5f6774b0dba43c372f668320,Mężczyzna,22,2021-07-13_23h10.11.252,rantool2,2021.1.4,Win32,143.9263097,5f6774b0dba43c372f668320,60d9d14f4a8a35a482e0d9bf,60edfedb337b23df025d96f7,,,,,,,,,,,,
0,,,8,0,8,0,1,5f6774b0dba43c372f668320,Mężczyzna,22,2021-07-13_23h10.11.252,rantool2,2021.1.4,Win32,143.9263097,5f6774b0dba43c372f668320,60d9d14f4a8a35a482e0d9bf,60edfedb337b23df025d96f7,,,,,,,,,,,,
0,,,9,0,9,0,1,5f6774b0dba43c372f668320,Mężczyzna,22,2021-07-13_23h10.11.252,rantool2,2021.1.4,Win32,143.9263097,5f6774b0dba43c372f668320,60d9d14f4a8a35a482e0d9bf,60edfedb337b23df025d96f7,,,,,,,,,,,,
0,,,10,0,10,0,1,5f6774b0dba43c372f668320,Mężczyzna,22,2021-07-13_23h10.11.252,rantool2,2021.1.4,Win32,143.9263097,5f6774b0dba43c372f668320,60d9d14f4a8a35a482e0d9bf,60edfedb337b23df025d96f7,,,,,,,,,,,,
0,,,11,0,11,0,1,5f6774b0dba43c372f668320,Mężczyzna,22,2021-07-13_23h10.11.252,rantool2,2021.1.4,Win32,143.9263097,5f6774b0dba43c372f668320,60d9d14f4a8a35a482e0d9bf,60edfedb337b23df025d96f7,,,,,,,,,,,,
0,,,12,0,12,0,1,5f6774b0dba43c372f668320,Mężczyzna,22,2021-07-13_23h10.11.252,rantool2,2021.1.4,Win32,143.9263097,5f6774b0dba43c372f668320,60d9d14f4a8a35a482e0d9bf,60edfedb337b23df025d96f7,,,,,,,,,,,,
0,,,13,0,13,0,1,5f6774b0dba43c372f668320,Mężczyzna,22,2021-07-13_23h10.11.252,rantool2,2021.1.4,Win32,143.9263097,5f6774b0dba43c372f668320,60d9d14f4a8a35a482e0d9bf,60edfedb337b23df025d96f7,,,,,,,,,,,,
0,,,14,0,14,0,1,5f6774b0dba43c372f668320,Mężczyzna,22,2021-07-13_23h10.11.252,rantool2,2021.1.4,Win32,143.9263097,5f6774b0dba43c372f668320,60d9d14f4a8a35a482e0d9bf,60edfedb337b23df025d96f7,,,,,,,,,,,,
0,,,15,0,15,0,1,5f6774b0dba43c372f668320,Mężczyzna,22,2021-07-13_23h10.11.252,rantool2,2021.1.4,Win32,143.9263097,5f6774b0dba43c372f668320,60d9d14f4a8a35a482e0d9bf,60edfedb337b23df025d96f7,,,,,,,,,,,,
