key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,id*,Płeć*,Wiek*,date,expName,psychopyVersion,OS,frameRate,id,STUDY_ID,SESSION_ID,key_resp_7.keys,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,series_0,series_1,acss_0,acss_1,comparison,key_resp_7.rt
0,,,0,0,0,0,1,5f18dd28171ea111b17a71f7,Mężczyzna,27,2021-07-13_21h41.27.203,rantool2,2021.1.4,Win32,143.8228103,5f18dd28171ea111b17a71f7,60d9d14f4a8a35a482e0d9bf,60edec5409147c772b0e2012,,,,,,,,,,,,
0,,,1,0,1,0,1,5f18dd28171ea111b17a71f7,Mężczyzna,27,2021-07-13_21h41.27.203,rantool2,2021.1.4,Win32,143.8228103,5f18dd28171ea111b17a71f7,60d9d14f4a8a35a482e0d9bf,60edec5409147c772b0e2012,,,,,,,,,,,,
0,,,2,0,2,0,1,5f18dd28171ea111b17a71f7,Mężczyzna,27,2021-07-13_21h41.27.203,rantool2,2021.1.4,Win32,143.8228103,5f18dd28171ea111b17a71f7,60d9d14f4a8a35a482e0d9bf,60edec5409147c772b0e2012,,,,,,,,,,,,
0,,,3,0,3,0,1,5f18dd28171ea111b17a71f7,Mężczyzna,27,2021-07-13_21h41.27.203,rantool2,2021.1.4,Win32,143.8228103,5f18dd28171ea111b17a71f7,60d9d14f4a8a35a482e0d9bf,60edec5409147c772b0e2012,,,,,,,,,,,,
0,,,4,0,4,0,1,5f18dd28171ea111b17a71f7,Mężczyzna,27,2021-07-13_21h41.27.203,rantool2,2021.1.4,Win32,143.8228103,5f18dd28171ea111b17a71f7,60d9d14f4a8a35a482e0d9bf,60edec5409147c772b0e2012,,,,,,,,,,,,
"[""comma""]",0,[1.717750000000251],5,0,5,0,1,5f18dd28171ea111b17a71f7,Mężczyzna,27,2021-07-13_21h41.27.203,rantool2,2021.1.4,Win32,143.8228103,5f18dd28171ea111b17a71f7,60d9d14f4a8a35a482e0d9bf,60edec5409147c772b0e2012,,,,,,,,,,,,
0,0,,6,0,6,0,1,5f18dd28171ea111b17a71f7,Mężczyzna,27,2021-07-13_21h41.27.203,rantool2,2021.1.4,Win32,143.8228103,5f18dd28171ea111b17a71f7,60d9d14f4a8a35a482e0d9bf,60edec5409147c772b0e2012,,,,,,,,,,,,
0,0,,7,0,7,0,1,5f18dd28171ea111b17a71f7,Mężczyzna,27,2021-07-13_21h41.27.203,rantool2,2021.1.4,Win32,143.8228103,5f18dd28171ea111b17a71f7,60d9d14f4a8a35a482e0d9bf,60edec5409147c772b0e2012,,,,,,,,,,,,
0,0,,8,0,8,0,1,5f18dd28171ea111b17a71f7,Mężczyzna,27,2021-07-13_21h41.27.203,rantool2,2021.1.4,Win32,143.8228103,5f18dd28171ea111b17a71f7,60d9d14f4a8a35a482e0d9bf,60edec5409147c772b0e2012,,,,,,,,,,,,
"[""period""]",0,[1.1107049999996264],9,0,9,0,1,5f18dd28171ea111b17a71f7,Mężczyzna,27,2021-07-13_21h41.27.203,rantool2,2021.1.4,Win32,143.8228103,5f18dd28171ea111b17a71f7,60d9d14f4a8a35a482e0d9bf,60edec5409147c772b0e2012,,,,,,,,,,,,
