key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,id*,Płeć*,Wiek*,date,expName,psychopyVersion,OS,frameRate,id,STUDY_ID,SESSION_ID,key_resp_7.keys,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,series_0,series_1,acss_0,acss_1,comparison,key_resp_7.rt
0,,,0,0,0,0,1,60ec2827fd1b1477d55ce969,Kobieta,18,2021-07-13_21h58.36.004,rantool2,2021.1.4,Win32,74.0521327,60ec2827fd1b1477d55ce969,60d9d14f4a8a35a482e0d9bf,60edefdbfec4daef84578eac,,,,,,,,,,,,
0,,,1,0,1,0,1,60ec2827fd1b1477d55ce969,Kobieta,18,2021-07-13_21h58.36.004,rantool2,2021.1.4,Win32,74.0521327,60ec2827fd1b1477d55ce969,60d9d14f4a8a35a482e0d9bf,60edefdbfec4daef84578eac,,,,,,,,,,,,
0,,,2,0,2,0,1,60ec2827fd1b1477d55ce969,Kobieta,18,2021-07-13_21h58.36.004,rantool2,2021.1.4,Win32,74.0521327,60ec2827fd1b1477d55ce969,60d9d14f4a8a35a482e0d9bf,60edefdbfec4daef84578eac,,,,,,,,,,,,
0,,,3,0,3,0,1,60ec2827fd1b1477d55ce969,Kobieta,18,2021-07-13_21h58.36.004,rantool2,2021.1.4,Win32,74.0521327,60ec2827fd1b1477d55ce969,60d9d14f4a8a35a482e0d9bf,60edefdbfec4daef84578eac,,,,,,,,,,,,
0,,,4,0,4,0,1,60ec2827fd1b1477d55ce969,Kobieta,18,2021-07-13_21h58.36.004,rantool2,2021.1.4,Win32,74.0521327,60ec2827fd1b1477d55ce969,60d9d14f4a8a35a482e0d9bf,60edefdbfec4daef84578eac,,,,,,,,,,,,
"[""comma""]",0,[1.0680299999949057],5,0,5,0,1,60ec2827fd1b1477d55ce969,Kobieta,18,2021-07-13_21h58.36.004,rantool2,2021.1.4,Win32,74.0521327,60ec2827fd1b1477d55ce969,60d9d14f4a8a35a482e0d9bf,60edefdbfec4daef84578eac,,,,,,,,,,,,
0,0,,6,0,6,0,1,60ec2827fd1b1477d55ce969,Kobieta,18,2021-07-13_21h58.36.004,rantool2,2021.1.4,Win32,74.0521327,60ec2827fd1b1477d55ce969,60d9d14f4a8a35a482e0d9bf,60edefdbfec4daef84578eac,,,,,,,,,,,,
"[""period""]",0,[0.2832900000066729],7,0,7,0,1,60ec2827fd1b1477d55ce969,Kobieta,18,2021-07-13_21h58.36.004,rantool2,2021.1.4,Win32,74.0521327,60ec2827fd1b1477d55ce969,60d9d14f4a8a35a482e0d9bf,60edefdbfec4daef84578eac,,,,,,,,,,,,
"[""comma""]",0,[0.40033499999844935],8,0,8,0,1,60ec2827fd1b1477d55ce969,Kobieta,18,2021-07-13_21h58.36.004,rantool2,2021.1.4,Win32,74.0521327,60ec2827fd1b1477d55ce969,60d9d14f4a8a35a482e0d9bf,60edefdbfec4daef84578eac,,,,,,,,,,,,
"[""period""]",0,[0.9126600000017788],9,0,9,0,1,60ec2827fd1b1477d55ce969,Kobieta,18,2021-07-13_21h58.36.004,rantool2,2021.1.4,Win32,74.0521327,60ec2827fd1b1477d55ce969,60d9d14f4a8a35a482e0d9bf,60edefdbfec4daef84578eac,,,,,,,,,,,,
"[""comma""]",0,[0.11830000000190921],10,0,10,0,1,60ec2827fd1b1477d55ce969,Kobieta,18,2021-07-13_21h58.36.004,rantool2,2021.1.4,Win32,74.0521327,60ec2827fd1b1477d55ce969,60d9d14f4a8a35a482e0d9bf,60edefdbfec4daef84578eac,,,,,,,,,,,,
"[""comma"",""period"",""period""]",0,"[0.2956300000078045,1.0292650000046706,1.7928499999979977]",11,0,11,0,1,60ec2827fd1b1477d55ce969,Kobieta,18,2021-07-13_21h58.36.004,rantool2,2021.1.4,Win32,74.0521327,60ec2827fd1b1477d55ce969,60d9d14f4a8a35a482e0d9bf,60edefdbfec4daef84578eac,,,,,,,,,,,,
0,0,,12,0,12,0,1,60ec2827fd1b1477d55ce969,Kobieta,18,2021-07-13_21h58.36.004,rantool2,2021.1.4,Win32,74.0521327,60ec2827fd1b1477d55ce969,60d9d14f4a8a35a482e0d9bf,60edefdbfec4daef84578eac,,,,,,,,,,,,
"[""comma""]",0,[0.37158000000636093],13,0,13,0,1,60ec2827fd1b1477d55ce969,Kobieta,18,2021-07-13_21h58.36.004,rantool2,2021.1.4,Win32,74.0521327,60ec2827fd1b1477d55ce969,60d9d14f4a8a35a482e0d9bf,60edefdbfec4daef84578eac,,,,,,,,,,,,
"[""period""]",0,[0.4840649999969173],14,0,14,0,1,60ec2827fd1b1477d55ce969,Kobieta,18,2021-07-13_21h58.36.004,rantool2,2021.1.4,Win32,74.0521327,60ec2827fd1b1477d55ce969,60d9d14f4a8a35a482e0d9bf,60edefdbfec4daef84578eac,,,,,,,,,,,,
"[""period""]",0,[0.3141649999888614],15,0,15,0,1,60ec2827fd1b1477d55ce969,Kobieta,18,2021-07-13_21h58.36.004,rantool2,2021.1.4,Win32,74.0521327,60ec2827fd1b1477d55ce969,60d9d14f4a8a35a482e0d9bf,60edefdbfec4daef84578eac,,,,,,,,,,,,
"[""period""]",0,[1.1372949999931734],16,0,16,0,1,60ec2827fd1b1477d55ce969,Kobieta,18,2021-07-13_21h58.36.004,rantool2,2021.1.4,Win32,74.0521327,60ec2827fd1b1477d55ce969,60d9d14f4a8a35a482e0d9bf,60edefdbfec4daef84578eac,,,,,,,,,,,,
"[""comma""]",0,[0.25900499999988824],17,0,17,0,1,60ec2827fd1b1477d55ce969,Kobieta,18,2021-07-13_21h58.36.004,rantool2,2021.1.4,Win32,74.0521327,60ec2827fd1b1477d55ce969,60d9d14f4a8a35a482e0d9bf,60edefdbfec4daef84578eac,,,,,,,,,,,,
"[""period""]",0,[0.08130499999970198],18,0,18,0,1,60ec2827fd1b1477d55ce969,Kobieta,18,2021-07-13_21h58.36.004,rantool2,2021.1.4,Win32,74.0521327,60ec2827fd1b1477d55ce969,60d9d14f4a8a35a482e0d9bf,60edefdbfec4daef84578eac,,,,,,,,,,,,
"[""comma""]",0,[0.40735000000859145],19,0,19,0,1,60ec2827fd1b1477d55ce969,Kobieta,18,2021-07-13_21h58.36.004,rantool2,2021.1.4,Win32,74.0521327,60ec2827fd1b1477d55ce969,60d9d14f4a8a35a482e0d9bf,60edefdbfec4daef84578eac,,,,,,,,,,,,
"[""period""]",0,[0.288139999989653],20,0,20,0,1,60ec2827fd1b1477d55ce969,Kobieta,18,2021-07-13_21h58.36.004,rantool2,2021.1.4,Win32,74.0521327,60ec2827fd1b1477d55ce969,60d9d14f4a8a35a482e0d9bf,60edefdbfec4daef84578eac,,,,,,,,,,,,
"[""period""]",0,[0.845934999990277],21,0,21,0,1,60ec2827fd1b1477d55ce969,Kobieta,18,2021-07-13_21h58.36.004,rantool2,2021.1.4,Win32,74.0521327,60ec2827fd1b1477d55ce969,60d9d14f4a8a35a482e0d9bf,60edefdbfec4daef84578eac,,,,,,,,,,,,
"[""comma""]",0,[1.3124949999910314],22,0,22,0,1,60ec2827fd1b1477d55ce969,Kobieta,18,2021-07-13_21h58.36.004,rantool2,2021.1.4,Win32,74.0521327,60ec2827fd1b1477d55ce969,60d9d14f4a8a35a482e0d9bf,60edefdbfec4daef84578eac,,,,,,,,,,,,
"[""comma""]",0,[0.4471300000004703],23,0,23,0,1,60ec2827fd1b1477d55ce969,Kobieta,18,2021-07-13_21h58.36.004,rantool2,2021.1.4,Win32,74.0521327,60ec2827fd1b1477d55ce969,60d9d14f4a8a35a482e0d9bf,60edefdbfec4daef84578eac,,,,,,,,,,,,
"[""period"",""comma""]",0,"[0.36639999999897555,1.7766149999952177]",24,0,24,0,1,60ec2827fd1b1477d55ce969,Kobieta,18,2021-07-13_21h58.36.004,rantool2,2021.1.4,Win32,74.0521327,60ec2827fd1b1477d55ce969,60d9d14f4a8a35a482e0d9bf,60edefdbfec4daef84578eac,,,,,,,,,,,,
"[""period""]",0,[1.0381250000064028],25,0,25,0,1,60ec2827fd1b1477d55ce969,Kobieta,18,2021-07-13_21h58.36.004,rantool2,2021.1.4,Win32,74.0521327,60ec2827fd1b1477d55ce969,60d9d14f4a8a35a482e0d9bf,60edefdbfec4daef84578eac,,,,,,,,,,,,
"[""period"",""comma"",""comma"",""comma""]",0,"[0.3648749999993015,0.9169850000034785,1.2054550000029849,1.5747250000131316]",26,0,26,0,1,60ec2827fd1b1477d55ce969,Kobieta,18,2021-07-13_21h58.36.004,rantool2,2021.1.4,Win32,74.0521327,60ec2827fd1b1477d55ce969,60d9d14f4a8a35a482e0d9bf,60edefdbfec4daef84578eac,,,,,,,,,,,,
"[""period"",""comma"",""comma"",""period""]",0,"[0.09472500000265427,0.3509650000050897,1.6886450000019977,1.8787549999979092]",27,0,27,0,1,60ec2827fd1b1477d55ce969,Kobieta,18,2021-07-13_21h58.36.004,rantool2,2021.1.4,Win32,74.0521327,60ec2827fd1b1477d55ce969,60d9d14f4a8a35a482e0d9bf,60edefdbfec4daef84578eac,,,,,,,,,,,,
0,0,,28,0,28,0,1,60ec2827fd1b1477d55ce969,Kobieta,18,2021-07-13_21h58.36.004,rantool2,2021.1.4,Win32,74.0521327,60ec2827fd1b1477d55ce969,60d9d14f4a8a35a482e0d9bf,60edefdbfec4daef84578eac,,,,,,,,,,,,
"[""period""]",0,[0.09708500000124332],29,0,29,0,1,60ec2827fd1b1477d55ce969,Kobieta,18,2021-07-13_21h58.36.004,rantool2,2021.1.4,Win32,74.0521327,60ec2827fd1b1477d55ce969,60d9d14f4a8a35a482e0d9bf,60edefdbfec4daef84578eac,,,,,,,,,,,,
0,0,,30,0,30,0,1,60ec2827fd1b1477d55ce969,Kobieta,18,2021-07-13_21h58.36.004,rantool2,2021.1.4,Win32,74.0521327,60ec2827fd1b1477d55ce969,60d9d14f4a8a35a482e0d9bf,60edefdbfec4daef84578eac,,,,,,,,,,,,
0,0,,31,0,31,0,1,60ec2827fd1b1477d55ce969,Kobieta,18,2021-07-13_21h58.36.004,rantool2,2021.1.4,Win32,74.0521327,60ec2827fd1b1477d55ce969,60d9d14f4a8a35a482e0d9bf,60edefdbfec4daef84578eac,,,,,,,,,,,,
"[""period""]",0,[0.4011000000027707],32,0,32,0,1,60ec2827fd1b1477d55ce969,Kobieta,18,2021-07-13_21h58.36.004,rantool2,2021.1.4,Win32,74.0521327,60ec2827fd1b1477d55ce969,60d9d14f4a8a35a482e0d9bf,60edefdbfec4daef84578eac,,,,,,,,,,,,
"[""comma""]",0,[0.04143500000645872],33,0,33,0,1,60ec2827fd1b1477d55ce969,Kobieta,18,2021-07-13_21h58.36.004,rantool2,2021.1.4,Win32,74.0521327,60ec2827fd1b1477d55ce969,60d9d14f4a8a35a482e0d9bf,60edefdbfec4daef84578eac,,,,,,,,,,,,
0,0,,34,0,34,0,1,60ec2827fd1b1477d55ce969,Kobieta,18,2021-07-13_21h58.36.004,rantool2,2021.1.4,Win32,74.0521327,60ec2827fd1b1477d55ce969,60d9d14f4a8a35a482e0d9bf,60edefdbfec4daef84578eac,,,,,,,,,,,,
0,0,,35,0,35,0,1,60ec2827fd1b1477d55ce969,Kobieta,18,2021-07-13_21h58.36.004,rantool2,2021.1.4,Win32,74.0521327,60ec2827fd1b1477d55ce969,60d9d14f4a8a35a482e0d9bf,60edefdbfec4daef84578eac,,,,,,,,,,,,
0,0,,36,0,36,0,1,60ec2827fd1b1477d55ce969,Kobieta,18,2021-07-13_21h58.36.004,rantool2,2021.1.4,Win32,74.0521327,60ec2827fd1b1477d55ce969,60d9d14f4a8a35a482e0d9bf,60edefdbfec4daef84578eac,,,,,,,,,,,,
0,0,,37,0,37,0,1,60ec2827fd1b1477d55ce969,Kobieta,18,2021-07-13_21h58.36.004,rantool2,2021.1.4,Win32,74.0521327,60ec2827fd1b1477d55ce969,60d9d14f4a8a35a482e0d9bf,60edefdbfec4daef84578eac,,,,,,,,,,,,
"[""period"",""comma"",""period"",""comma"",""period"",""comma"",""period""]",0,"[0.9927950000128476,1.1730100000131642,1.374869999999646,1.5208850000053644,1.6807100000005448,1.8328350000083447,1.8989250000013271]",38,0,38,0,1,60ec2827fd1b1477d55ce969,Kobieta,18,2021-07-13_21h58.36.004,rantool2,2021.1.4,Win32,74.0521327,60ec2827fd1b1477d55ce969,60d9d14f4a8a35a482e0d9bf,60edefdbfec4daef84578eac,,,,,,,,,,,,
