key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,id*,Płeć*,Wiek*,date,expName,psychopyVersion,OS,frameRate,id,STUDY_ID,SESSION_ID
0,,,0,0,0,0,1,603139beaa64bc05508a9f3d,Kobieta,20,2021-07-13_21h33.08.252,rantool2,2021.1.4,Win32,59.95922773,603139beaa64bc05508a9f3d,60d9d14f4a8a35a482e0d9bf,60edea5cb94875a95fd740cc
0,,,1,0,1,0,1,603139beaa64bc05508a9f3d,Kobieta,20,2021-07-13_21h33.08.252,rantool2,2021.1.4,Win32,59.95922773,603139beaa64bc05508a9f3d,60d9d14f4a8a35a482e0d9bf,60edea5cb94875a95fd740cc
0,,,2,0,2,0,1,603139beaa64bc05508a9f3d,Kobieta,20,2021-07-13_21h33.08.252,rantool2,2021.1.4,Win32,59.95922773,603139beaa64bc05508a9f3d,60d9d14f4a8a35a482e0d9bf,60edea5cb94875a95fd740cc
0,,,3,0,3,0,1,603139beaa64bc05508a9f3d,Kobieta,20,2021-07-13_21h33.08.252,rantool2,2021.1.4,Win32,59.95922773,603139beaa64bc05508a9f3d,60d9d14f4a8a35a482e0d9bf,60edea5cb94875a95fd740cc
0,,,4,0,4,0,1,603139beaa64bc05508a9f3d,Kobieta,20,2021-07-13_21h33.08.252,rantool2,2021.1.4,Win32,59.95922773,603139beaa64bc05508a9f3d,60d9d14f4a8a35a482e0d9bf,60edea5cb94875a95fd740cc
0,,,5,0,5,0,1,603139beaa64bc05508a9f3d,Kobieta,20,2021-07-13_21h33.08.252,rantool2,2021.1.4,Win32,59.95922773,603139beaa64bc05508a9f3d,60d9d14f4a8a35a482e0d9bf,60edea5cb94875a95fd740cc
0,,,6,0,6,0,1,603139beaa64bc05508a9f3d,Kobieta,20,2021-07-13_21h33.08.252,rantool2,2021.1.4,Win32,59.95922773,603139beaa64bc05508a9f3d,60d9d14f4a8a35a482e0d9bf,60edea5cb94875a95fd740cc
0,,,7,0,7,0,1,603139beaa64bc05508a9f3d,Kobieta,20,2021-07-13_21h33.08.252,rantool2,2021.1.4,Win32,59.95922773,603139beaa64bc05508a9f3d,60d9d14f4a8a35a482e0d9bf,60edea5cb94875a95fd740cc
0,,,8,0,8,0,1,603139beaa64bc05508a9f3d,Kobieta,20,2021-07-13_21h33.08.252,rantool2,2021.1.4,Win32,59.95922773,603139beaa64bc05508a9f3d,60d9d14f4a8a35a482e0d9bf,60edea5cb94875a95fd740cc
0,,,9,0,9,0,1,603139beaa64bc05508a9f3d,Kobieta,20,2021-07-13_21h33.08.252,rantool2,2021.1.4,Win32,59.95922773,603139beaa64bc05508a9f3d,60d9d14f4a8a35a482e0d9bf,60edea5cb94875a95fd740cc
0,,,10,0,10,0,1,603139beaa64bc05508a9f3d,Kobieta,20,2021-07-13_21h33.08.252,rantool2,2021.1.4,Win32,59.95922773,603139beaa64bc05508a9f3d,60d9d14f4a8a35a482e0d9bf,60edea5cb94875a95fd740cc
0,,,11,0,11,0,1,603139beaa64bc05508a9f3d,Kobieta,20,2021-07-13_21h33.08.252,rantool2,2021.1.4,Win32,59.95922773,603139beaa64bc05508a9f3d,60d9d14f4a8a35a482e0d9bf,60edea5cb94875a95fd740cc
0,,,12,0,12,0,1,603139beaa64bc05508a9f3d,Kobieta,20,2021-07-13_21h33.08.252,rantool2,2021.1.4,Win32,59.95922773,603139beaa64bc05508a9f3d,60d9d14f4a8a35a482e0d9bf,60edea5cb94875a95fd740cc
0,,,13,0,13,0,1,603139beaa64bc05508a9f3d,Kobieta,20,2021-07-13_21h33.08.252,rantool2,2021.1.4,Win32,59.95922773,603139beaa64bc05508a9f3d,60d9d14f4a8a35a482e0d9bf,60edea5cb94875a95fd740cc
0,,,14,0,14,0,1,603139beaa64bc05508a9f3d,Kobieta,20,2021-07-13_21h33.08.252,rantool2,2021.1.4,Win32,59.95922773,603139beaa64bc05508a9f3d,60d9d14f4a8a35a482e0d9bf,60edea5cb94875a95fd740cc
