key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,id*,Płeć*,Wiek*,date,expName,psychopyVersion,OS,frameRate,id,STUDY_ID,SESSION_ID,key_resp_7.keys,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,series_0,series_1,acss_0,acss_1,comparison,key_resp_7.rt
"[""comma""]",0,[0.8739999999999952],0,0,0,0,1,5f04832a88d913093f1b8dc1,Mężczyzna,24,2021-07-13_22h05.31.893,rantool2,2021.1.4,Win32,60.0240096,5f04832a88d913093f1b8dc1,60d9d14f4a8a35a482e0d9bf,60edf079f7bb1772ccea3f6c,,,,,,,,,,,,
"[""comma""]",0,[0.7339999999999947],1,0,1,0,1,5f04832a88d913093f1b8dc1,Mężczyzna,24,2021-07-13_22h05.31.893,rantool2,2021.1.4,Win32,60.0240096,5f04832a88d913093f1b8dc1,60d9d14f4a8a35a482e0d9bf,60edf079f7bb1772ccea3f6c,,,,,,,,,,,,
"[""period""]",0,[0.30700000000000216],2,0,2,0,1,5f04832a88d913093f1b8dc1,Mężczyzna,24,2021-07-13_22h05.31.893,rantool2,2021.1.4,Win32,60.0240096,5f04832a88d913093f1b8dc1,60d9d14f4a8a35a482e0d9bf,60edf079f7bb1772ccea3f6c,,,,,,,,,,,,
"[""comma""]",0,[0.4000000000000057],3,0,3,0,1,5f04832a88d913093f1b8dc1,Mężczyzna,24,2021-07-13_22h05.31.893,rantool2,2021.1.4,Win32,60.0240096,5f04832a88d913093f1b8dc1,60d9d14f4a8a35a482e0d9bf,60edf079f7bb1772ccea3f6c,,,,,,,,,,,,
"[""comma""]",0,[0.5200000000000102],4,0,4,0,1,5f04832a88d913093f1b8dc1,Mężczyzna,24,2021-07-13_22h05.31.893,rantool2,2021.1.4,Win32,60.0240096,5f04832a88d913093f1b8dc1,60d9d14f4a8a35a482e0d9bf,60edf079f7bb1772ccea3f6c,,,,,,,,,,,,
"[""comma""]",0,[0.4939999999999998],5,0,5,0,1,5f04832a88d913093f1b8dc1,Mężczyzna,24,2021-07-13_22h05.31.893,rantool2,2021.1.4,Win32,60.0240096,5f04832a88d913093f1b8dc1,60d9d14f4a8a35a482e0d9bf,60edf079f7bb1772ccea3f6c,,,,,,,,,,,,
"[""comma""]",0,[0.4550000000000125],6,0,6,0,1,5f04832a88d913093f1b8dc1,Mężczyzna,24,2021-07-13_22h05.31.893,rantool2,2021.1.4,Win32,60.0240096,5f04832a88d913093f1b8dc1,60d9d14f4a8a35a482e0d9bf,60edf079f7bb1772ccea3f6c,,,,,,,,,,,,
"[""period""]",0,[0.28700000000000614],7,0,7,0,1,5f04832a88d913093f1b8dc1,Mężczyzna,24,2021-07-13_22h05.31.893,rantool2,2021.1.4,Win32,60.0240096,5f04832a88d913093f1b8dc1,60d9d14f4a8a35a482e0d9bf,60edf079f7bb1772ccea3f6c,,,,,,,,,,,,
"[""period""]",0,[0.284000000000006],8,0,8,0,1,5f04832a88d913093f1b8dc1,Mężczyzna,24,2021-07-13_22h05.31.893,rantool2,2021.1.4,Win32,60.0240096,5f04832a88d913093f1b8dc1,60d9d14f4a8a35a482e0d9bf,60edf079f7bb1772ccea3f6c,,,,,,,,,,,,
"[""comma""]",0,[0.32200000000000273],9,0,9,0,1,5f04832a88d913093f1b8dc1,Mężczyzna,24,2021-07-13_22h05.31.893,rantool2,2021.1.4,Win32,60.0240096,5f04832a88d913093f1b8dc1,60d9d14f4a8a35a482e0d9bf,60edf079f7bb1772ccea3f6c,,,,,,,,,,,,
"[""period""]",0,[0.2710000000000008],10,0,10,0,1,5f04832a88d913093f1b8dc1,Mężczyzna,24,2021-07-13_22h05.31.893,rantool2,2021.1.4,Win32,60.0240096,5f04832a88d913093f1b8dc1,60d9d14f4a8a35a482e0d9bf,60edf079f7bb1772ccea3f6c,,,,,,,,,,,,
"[""comma""]",0,[0.4230000000000018],11,0,11,0,1,5f04832a88d913093f1b8dc1,Mężczyzna,24,2021-07-13_22h05.31.893,rantool2,2021.1.4,Win32,60.0240096,5f04832a88d913093f1b8dc1,60d9d14f4a8a35a482e0d9bf,60edf079f7bb1772ccea3f6c,,,,,,,,,,,,
"[""comma""]",0,[0.3020000000000067],12,0,12,0,1,5f04832a88d913093f1b8dc1,Mężczyzna,24,2021-07-13_22h05.31.893,rantool2,2021.1.4,Win32,60.0240096,5f04832a88d913093f1b8dc1,60d9d14f4a8a35a482e0d9bf,60edf079f7bb1772ccea3f6c,,,,,,,,,,,,
"[""period""]",0,[0.33200000000000784],13,0,13,0,1,5f04832a88d913093f1b8dc1,Mężczyzna,24,2021-07-13_22h05.31.893,rantool2,2021.1.4,Win32,60.0240096,5f04832a88d913093f1b8dc1,60d9d14f4a8a35a482e0d9bf,60edf079f7bb1772ccea3f6c,,,,,,,,,,,,
"[""period""]",0,[0.30800000000000693],14,0,14,0,1,5f04832a88d913093f1b8dc1,Mężczyzna,24,2021-07-13_22h05.31.893,rantool2,2021.1.4,Win32,60.0240096,5f04832a88d913093f1b8dc1,60d9d14f4a8a35a482e0d9bf,60edf079f7bb1772ccea3f6c,,,,,,,,,,,,
"[""comma""]",0,[0.375],15,0,15,0,1,5f04832a88d913093f1b8dc1,Mężczyzna,24,2021-07-13_22h05.31.893,rantool2,2021.1.4,Win32,60.0240096,5f04832a88d913093f1b8dc1,60d9d14f4a8a35a482e0d9bf,60edf079f7bb1772ccea3f6c,,,,,,,,,,,,
"[""comma""]",0,[0.2950000000000017],16,0,16,0,1,5f04832a88d913093f1b8dc1,Mężczyzna,24,2021-07-13_22h05.31.893,rantool2,2021.1.4,Win32,60.0240096,5f04832a88d913093f1b8dc1,60d9d14f4a8a35a482e0d9bf,60edf079f7bb1772ccea3f6c,,,,,,,,,,,,
