key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,id*,Płeć*,Wiek*,date,expName,psychopyVersion,OS,frameRate,id,STUDY_ID,SESSION_ID,key_resp_7.keys,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,series_0,series_1,acss_0,acss_1,comparison,key_resp_7.rt
0,,,0,0,0,0,1,600e0d9149a93a682712a6f4,Mężczyzna,20,2021-07-13_21h47.43.617,rantool2,2021.1.4,Win32,75.09762691,600e0d9149a93a682712a6f4,60d9d14f4a8a35a482e0d9bf,60ededadf00589daf5b92553,,,,,,,,,,,,
"[""comma""]",0,[1.1509999999999962],1,0,1,0,1,600e0d9149a93a682712a6f4,Mężczyzna,20,2021-07-13_21h47.43.617,rantool2,2021.1.4,Win32,75.09762691,600e0d9149a93a682712a6f4,60d9d14f4a8a35a482e0d9bf,60ededadf00589daf5b92553,,,,,,,,,,,,
"[""period""]",0,[1.0835000000000008],2,0,2,0,1,600e0d9149a93a682712a6f4,Mężczyzna,20,2021-07-13_21h47.43.617,rantool2,2021.1.4,Win32,75.09762691,600e0d9149a93a682712a6f4,60d9d14f4a8a35a482e0d9bf,60ededadf00589daf5b92553,,,,,,,,,,,,
"[""comma""]",0,[0.5192999999988785],3,0,3,0,1,600e0d9149a93a682712a6f4,Mężczyzna,20,2021-07-13_21h47.43.617,rantool2,2021.1.4,Win32,75.09762691,600e0d9149a93a682712a6f4,60d9d14f4a8a35a482e0d9bf,60ededadf00589daf5b92553,,,,,,,,,,,,
"[""period""]",0,[0.32150000000000034],4,0,4,0,1,600e0d9149a93a682712a6f4,Mężczyzna,20,2021-07-13_21h47.43.617,rantool2,2021.1.4,Win32,75.09762691,600e0d9149a93a682712a6f4,60d9d14f4a8a35a482e0d9bf,60ededadf00589daf5b92553,,,,,,,,,,,,
"[""comma""]",0,[0.2877999999988816],5,0,5,0,1,600e0d9149a93a682712a6f4,Mężczyzna,20,2021-07-13_21h47.43.617,rantool2,2021.1.4,Win32,75.09762691,600e0d9149a93a682712a6f4,60d9d14f4a8a35a482e0d9bf,60ededadf00589daf5b92553,,,,,,,,,,,,
"[""period""]",0,[0.26090000000037605],6,0,6,0,1,600e0d9149a93a682712a6f4,Mężczyzna,20,2021-07-13_21h47.43.617,rantool2,2021.1.4,Win32,75.09762691,600e0d9149a93a682712a6f4,60d9d14f4a8a35a482e0d9bf,60ededadf00589daf5b92553,,,,,,,,,,,,
"[""comma""]",0,[1.1097000000011121],7,0,7,0,1,600e0d9149a93a682712a6f4,Mężczyzna,20,2021-07-13_21h47.43.617,rantool2,2021.1.4,Win32,75.09762691,600e0d9149a93a682712a6f4,60d9d14f4a8a35a482e0d9bf,60ededadf00589daf5b92553,,,,,,,,,,,,
"[""comma""]",0,[1.0444999999999993],8,0,8,0,1,600e0d9149a93a682712a6f4,Mężczyzna,20,2021-07-13_21h47.43.617,rantool2,2021.1.4,Win32,75.09762691,600e0d9149a93a682712a6f4,60d9d14f4a8a35a482e0d9bf,60ededadf00589daf5b92553,,,,,,,,,,,,
"[""period"",""period""]",0,"[0.4862000000011193,1.4551000000014795]",9,0,9,0,1,600e0d9149a93a682712a6f4,Mężczyzna,20,2021-07-13_21h47.43.617,rantool2,2021.1.4,Win32,75.09762691,600e0d9149a93a682712a6f4,60d9d14f4a8a35a482e0d9bf,60ededadf00589daf5b92553,,,,,,,,,,,,
