key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,id*,Płeć*,Wiek*,date,expName,psychopyVersion,OS,frameRate,id,STUDY_ID,SESSION_ID,key_resp_7.keys,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,series_0,series_1,acss_0,acss_1,comparison,key_resp_7.rt
0,,,0,0,0,0,1,5bad37d57d443700016cf598,Mężczyzna,34,2021-07-13_21h51.47.549,rantool2,2021.1.4,Win32,58.99705015,5bad37d57d443700016cf598,60d9d14f4a8a35a482e0d9bf,60edecf2dfeb26f2a00b448e,,,,,,,,,,,,
"[""period""]",0,[0.6004000000953056],1,0,1,0,1,5bad37d57d443700016cf598,Mężczyzna,34,2021-07-13_21h51.47.549,rantool2,2021.1.4,Win32,58.99705015,5bad37d57d443700016cf598,60d9d14f4a8a35a482e0d9bf,60edecf2dfeb26f2a00b448e,,,,,,,,,,,,
"[""comma""]",0,[0.46020000004773465],2,0,2,0,1,5bad37d57d443700016cf598,Mężczyzna,34,2021-07-13_21h51.47.549,rantool2,2021.1.4,Win32,58.99705015,5bad37d57d443700016cf598,60d9d14f4a8a35a482e0d9bf,60edecf2dfeb26f2a00b448e,,,,,,,,,,,,
"[""period""]",0,[0.5059999999999718],3,0,3,0,1,5bad37d57d443700016cf598,Mężczyzna,34,2021-07-13_21h51.47.549,rantool2,2021.1.4,Win32,58.99705015,5bad37d57d443700016cf598,60d9d14f4a8a35a482e0d9bf,60edecf2dfeb26f2a00b448e,,,,,,,,,,,,
"[""comma""]",0,[0.45879999995236176],4,0,4,0,1,5bad37d57d443700016cf598,Mężczyzna,34,2021-07-13_21h51.47.549,rantool2,2021.1.4,Win32,58.99705015,5bad37d57d443700016cf598,60d9d14f4a8a35a482e0d9bf,60edecf2dfeb26f2a00b448e,,,,,,,,,,,,
"[""period""]",0,[0.28329999995230537],5,0,5,0,1,5bad37d57d443700016cf598,Mężczyzna,34,2021-07-13_21h51.47.549,rantool2,2021.1.4,Win32,58.99705015,5bad37d57d443700016cf598,60d9d14f4a8a35a482e0d9bf,60edecf2dfeb26f2a00b448e,,,,,,,,,,,,
"[""comma"",""period""]",0,"[0.23419999980933426,1.686599999904729]",6,0,6,0,1,5bad37d57d443700016cf598,Mężczyzna,34,2021-07-13_21h51.47.549,rantool2,2021.1.4,Win32,58.99705015,5bad37d57d443700016cf598,60d9d14f4a8a35a482e0d9bf,60edecf2dfeb26f2a00b448e,,,,,,,,,,,,
"[""comma""]",0,[1.3679000000953465],7,0,7,0,1,5bad37d57d443700016cf598,Mężczyzna,34,2021-07-13_21h51.47.549,rantool2,2021.1.4,Win32,58.99705015,5bad37d57d443700016cf598,60d9d14f4a8a35a482e0d9bf,60edecf2dfeb26f2a00b448e,,,,,,,,,,,,
0,0,,8,0,8,0,1,5bad37d57d443700016cf598,Mężczyzna,34,2021-07-13_21h51.47.549,rantool2,2021.1.4,Win32,58.99705015,5bad37d57d443700016cf598,60d9d14f4a8a35a482e0d9bf,60edecf2dfeb26f2a00b448e,,,,,,,,,,,,
"[""period""]",0,[0.2385999999046362],9,0,9,0,1,5bad37d57d443700016cf598,Mężczyzna,34,2021-07-13_21h51.47.549,rantool2,2021.1.4,Win32,58.99705015,5bad37d57d443700016cf598,60d9d14f4a8a35a482e0d9bf,60edecf2dfeb26f2a00b448e,,,,,,,,,,,,
"[""period""]",0,[0.23309999990465258],10,0,10,0,1,5bad37d57d443700016cf598,Mężczyzna,34,2021-07-13_21h51.47.549,rantool2,2021.1.4,Win32,58.99705015,5bad37d57d443700016cf598,60d9d14f4a8a35a482e0d9bf,60edecf2dfeb26f2a00b448e,,,,,,,,,,,,
"[""comma""]",0,[0.2172000000476828],11,0,11,0,1,5bad37d57d443700016cf598,Mężczyzna,34,2021-07-13_21h51.47.549,rantool2,2021.1.4,Win32,58.99705015,5bad37d57d443700016cf598,60d9d14f4a8a35a482e0d9bf,60edecf2dfeb26f2a00b448e,,,,,,,,,,,,
"[""comma""]",0,[0.21140000009540927],12,0,12,0,1,5bad37d57d443700016cf598,Mężczyzna,34,2021-07-13_21h51.47.549,rantool2,2021.1.4,Win32,58.99705015,5bad37d57d443700016cf598,60d9d14f4a8a35a482e0d9bf,60edecf2dfeb26f2a00b448e,,,,,,,,,,,,
"[""period""]",0,[0.1176000001430566],13,0,13,0,1,5bad37d57d443700016cf598,Mężczyzna,34,2021-07-13_21h51.47.549,rantool2,2021.1.4,Win32,58.99705015,5bad37d57d443700016cf598,60d9d14f4a8a35a482e0d9bf,60edecf2dfeb26f2a00b448e,,,,,,,,,,,,
"[""comma""]",0,[0.18829999995227809],14,0,14,0,1,5bad37d57d443700016cf598,Mężczyzna,34,2021-07-13_21h51.47.549,rantool2,2021.1.4,Win32,58.99705015,5bad37d57d443700016cf598,60d9d14f4a8a35a482e0d9bf,60edecf2dfeb26f2a00b448e,,,,,,,,,,,,
"[""period""]",0,[0.0567999999523181],15,0,15,0,1,5bad37d57d443700016cf598,Mężczyzna,34,2021-07-13_21h51.47.549,rantool2,2021.1.4,Win32,58.99705015,5bad37d57d443700016cf598,60d9d14f4a8a35a482e0d9bf,60edecf2dfeb26f2a00b448e,,,,,,,,,,,,
"[""comma""]",0,[0.20869999980925513],16,0,16,0,1,5bad37d57d443700016cf598,Mężczyzna,34,2021-07-13_21h51.47.549,rantool2,2021.1.4,Win32,58.99705015,5bad37d57d443700016cf598,60d9d14f4a8a35a482e0d9bf,60edecf2dfeb26f2a00b448e,,,,,,,,,,,,
"[""period""]",0,[0.20070000004773192],17,0,17,0,1,5bad37d57d443700016cf598,Mężczyzna,34,2021-07-13_21h51.47.549,rantool2,2021.1.4,Win32,58.99705015,5bad37d57d443700016cf598,60d9d14f4a8a35a482e0d9bf,60edecf2dfeb26f2a00b448e,,,,,,,,,,,,
"[""period""]",0,[0.36720000004766007],18,0,18,0,1,5bad37d57d443700016cf598,Mężczyzna,34,2021-07-13_21h51.47.549,rantool2,2021.1.4,Win32,58.99705015,5bad37d57d443700016cf598,60d9d14f4a8a35a482e0d9bf,60edecf2dfeb26f2a00b448e,,,,,,,,,,,,
"[""comma""]",0,[0.20170000004770827],19,0,19,0,1,5bad37d57d443700016cf598,Mężczyzna,34,2021-07-13_21h51.47.549,rantool2,2021.1.4,Win32,58.99705015,5bad37d57d443700016cf598,60d9d14f4a8a35a482e0d9bf,60edecf2dfeb26f2a00b448e,,,,,,,,,,,,
"[""period"",""comma""]",0,"[0.008600000143133002,1.8997999999523927]",20,0,20,0,1,5bad37d57d443700016cf598,Mężczyzna,34,2021-07-13_21h51.47.549,rantool2,2021.1.4,Win32,58.99705015,5bad37d57d443700016cf598,60d9d14f4a8a35a482e0d9bf,60edecf2dfeb26f2a00b448e,,,,,,,,,,,,
"[""period""]",0,[1.7192999999523408],21,0,21,0,1,5bad37d57d443700016cf598,Mężczyzna,34,2021-07-13_21h51.47.549,rantool2,2021.1.4,Win32,58.99705015,5bad37d57d443700016cf598,60d9d14f4a8a35a482e0d9bf,60edecf2dfeb26f2a00b448e,,,,,,,,,,,,
0,0,,22,0,22,0,1,5bad37d57d443700016cf598,Mężczyzna,34,2021-07-13_21h51.47.549,rantool2,2021.1.4,Win32,58.99705015,5bad37d57d443700016cf598,60d9d14f4a8a35a482e0d9bf,60edecf2dfeb26f2a00b448e,,,,,,,,,,,,
"[""comma""]",0,[0.2531000001430357],23,0,23,0,1,5bad37d57d443700016cf598,Mężczyzna,34,2021-07-13_21h51.47.549,rantool2,2021.1.4,Win32,58.99705015,5bad37d57d443700016cf598,60d9d14f4a8a35a482e0d9bf,60edecf2dfeb26f2a00b448e,,,,,,,,,,,,
"[""period""]",0,[0.22979999995231992],24,0,24,0,1,5bad37d57d443700016cf598,Mężczyzna,34,2021-07-13_21h51.47.549,rantool2,2021.1.4,Win32,58.99705015,5bad37d57d443700016cf598,60d9d14f4a8a35a482e0d9bf,60edecf2dfeb26f2a00b448e,,,,,,,,,,,,
"[""comma""]",0,[0.22729999995226535],25,0,25,0,1,5bad37d57d443700016cf598,Mężczyzna,34,2021-07-13_21h51.47.549,rantool2,2021.1.4,Win32,58.99705015,5bad37d57d443700016cf598,60d9d14f4a8a35a482e0d9bf,60edecf2dfeb26f2a00b448e,,,,,,,,,,,,
"[""period""]",0,[0.2502999999524036],26,0,26,0,1,5bad37d57d443700016cf598,Mężczyzna,34,2021-07-13_21h51.47.549,rantool2,2021.1.4,Win32,58.99705015,5bad37d57d443700016cf598,60d9d14f4a8a35a482e0d9bf,60edecf2dfeb26f2a00b448e,,,,,,,,,,,,
"[""comma""]",0,[0.24149999999997362],27,0,27,0,1,5bad37d57d443700016cf598,Mężczyzna,34,2021-07-13_21h51.47.549,rantool2,2021.1.4,Win32,58.99705015,5bad37d57d443700016cf598,60d9d14f4a8a35a482e0d9bf,60edecf2dfeb26f2a00b448e,,,,,,,,,,,,
"[""period""]",0,[0.25130000019078125],28,0,28,0,1,5bad37d57d443700016cf598,Mężczyzna,34,2021-07-13_21h51.47.549,rantool2,2021.1.4,Win32,58.99705015,5bad37d57d443700016cf598,60d9d14f4a8a35a482e0d9bf,60edecf2dfeb26f2a00b448e,,,,,,,,,,,,
"[""comma""]",0,[0.23510000014312027],29,0,29,0,1,5bad37d57d443700016cf598,Mężczyzna,34,2021-07-13_21h51.47.549,rantool2,2021.1.4,Win32,58.99705015,5bad37d57d443700016cf598,60d9d14f4a8a35a482e0d9bf,60edecf2dfeb26f2a00b448e,,,,,,,,,,,,
"[""period""]",0,[0.1380999999046253],30,0,30,0,1,5bad37d57d443700016cf598,Mężczyzna,34,2021-07-13_21h51.47.549,rantool2,2021.1.4,Win32,58.99705015,5bad37d57d443700016cf598,60d9d14f4a8a35a482e0d9bf,60edecf2dfeb26f2a00b448e,,,,,,,,,,,,
