key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,id*,Płeć*,Wiek*,date,expName,psychopyVersion,OS,frameRate,id,STUDY_ID,SESSION_ID
"[""comma"",""period""]",0,"[1.6122999999523167,1.7993999999761563]",0,0,0,0,1,5ed02bdfa4c4ff0ee7279e0a,Mężczyzna,29,2021-07-13_21h38.21.892,rantool2,2021.1.4,MacIntel,59.99880002,5ed02bdfa4c4ff0ee7279e0a,60d9d14f4a8a35a482e0d9bf,60edeb99d4a29ca5d5ec389a
"[""comma"",""period"",""comma"",""period""]",0,"[0.9675000000000011,1.1733000000715244,1.3362000000476826,1.336700000047685]",1,0,1,0,1,5ed02bdfa4c4ff0ee7279e0a,Mężczyzna,29,2021-07-13_21h38.21.892,rantool2,2021.1.4,MacIntel,59.99880002,5ed02bdfa4c4ff0ee7279e0a,60d9d14f4a8a35a482e0d9bf,60edeb99d4a29ca5d5ec389a
0,0,,2,0,2,0,1,5ed02bdfa4c4ff0ee7279e0a,Mężczyzna,29,2021-07-13_21h38.21.892,rantool2,2021.1.4,MacIntel,59.99880002,5ed02bdfa4c4ff0ee7279e0a,60d9d14f4a8a35a482e0d9bf,60edeb99d4a29ca5d5ec389a
0,0,,3,0,3,0,1,5ed02bdfa4c4ff0ee7279e0a,Mężczyzna,29,2021-07-13_21h38.21.892,rantool2,2021.1.4,MacIntel,59.99880002,5ed02bdfa4c4ff0ee7279e0a,60d9d14f4a8a35a482e0d9bf,60edeb99d4a29ca5d5ec389a
0,0,,4,0,4,0,1,5ed02bdfa4c4ff0ee7279e0a,Mężczyzna,29,2021-07-13_21h38.21.892,rantool2,2021.1.4,MacIntel,59.99880002,5ed02bdfa4c4ff0ee7279e0a,60d9d14f4a8a35a482e0d9bf,60edeb99d4a29ca5d5ec389a
0,0,,5,0,5,0,1,5ed02bdfa4c4ff0ee7279e0a,Mężczyzna,29,2021-07-13_21h38.21.892,rantool2,2021.1.4,MacIntel,59.99880002,5ed02bdfa4c4ff0ee7279e0a,60d9d14f4a8a35a482e0d9bf,60edeb99d4a29ca5d5ec389a
0,0,,6,0,6,0,1,5ed02bdfa4c4ff0ee7279e0a,Mężczyzna,29,2021-07-13_21h38.21.892,rantool2,2021.1.4,MacIntel,59.99880002,5ed02bdfa4c4ff0ee7279e0a,60d9d14f4a8a35a482e0d9bf,60edeb99d4a29ca5d5ec389a
0,0,,7,0,7,0,1,5ed02bdfa4c4ff0ee7279e0a,Mężczyzna,29,2021-07-13_21h38.21.892,rantool2,2021.1.4,MacIntel,59.99880002,5ed02bdfa4c4ff0ee7279e0a,60d9d14f4a8a35a482e0d9bf,60edeb99d4a29ca5d5ec389a
0,0,,8,0,8,0,1,5ed02bdfa4c4ff0ee7279e0a,Mężczyzna,29,2021-07-13_21h38.21.892,rantool2,2021.1.4,MacIntel,59.99880002,5ed02bdfa4c4ff0ee7279e0a,60d9d14f4a8a35a482e0d9bf,60edeb99d4a29ca5d5ec389a
0,0,,9,0,9,0,1,5ed02bdfa4c4ff0ee7279e0a,Mężczyzna,29,2021-07-13_21h38.21.892,rantool2,2021.1.4,MacIntel,59.99880002,5ed02bdfa4c4ff0ee7279e0a,60d9d14f4a8a35a482e0d9bf,60edeb99d4a29ca5d5ec389a
0,0,,10,0,10,0,1,5ed02bdfa4c4ff0ee7279e0a,Mężczyzna,29,2021-07-13_21h38.21.892,rantool2,2021.1.4,MacIntel,59.99880002,5ed02bdfa4c4ff0ee7279e0a,60d9d14f4a8a35a482e0d9bf,60edeb99d4a29ca5d5ec389a
0,0,,11,0,11,0,1,5ed02bdfa4c4ff0ee7279e0a,Mężczyzna,29,2021-07-13_21h38.21.892,rantool2,2021.1.4,MacIntel,59.99880002,5ed02bdfa4c4ff0ee7279e0a,60d9d14f4a8a35a482e0d9bf,60edeb99d4a29ca5d5ec389a
0,0,,12,0,12,0,1,5ed02bdfa4c4ff0ee7279e0a,Mężczyzna,29,2021-07-13_21h38.21.892,rantool2,2021.1.4,MacIntel,59.99880002,5ed02bdfa4c4ff0ee7279e0a,60d9d14f4a8a35a482e0d9bf,60edeb99d4a29ca5d5ec389a
0,0,,13,0,13,0,1,5ed02bdfa4c4ff0ee7279e0a,Mężczyzna,29,2021-07-13_21h38.21.892,rantool2,2021.1.4,MacIntel,59.99880002,5ed02bdfa4c4ff0ee7279e0a,60d9d14f4a8a35a482e0d9bf,60edeb99d4a29ca5d5ec389a
"[""comma"",""period"",""comma"",""comma"",""comma""]",0,"[0.3137000000476817,0.6039999999999992,0.9026000000238383,1.420700000047681,1.8541000000238412]",14,0,14,0,1,5ed02bdfa4c4ff0ee7279e0a,Mężczyzna,29,2021-07-13_21h38.21.892,rantool2,2021.1.4,MacIntel,59.99880002,5ed02bdfa4c4ff0ee7279e0a,60d9d14f4a8a35a482e0d9bf,60edeb99d4a29ca5d5ec389a
