key_resp_7.keys,key_resp_7.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,id,series_0,series_1,acss_0,acss_1,comparison,id*,Płeć*,Wiek*,date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran
f,2.9409,0,0,0,8,1,610189c7046d35da29ee57cf,OOROOOO,OOROOOR,19.91402015,20.89823192,series_1,610189c7046d35da29ee57cf,Mężczyzna,22,2021-09-06_19h20.47.879,rantool2,2021.1.4,Win32,141.9043565,6135e006383e6ea6c3d06a28,61364dc5cfb4fac5241f550e,,,,,,,,
j,2.8303,0,1,1,52,1,610189c7046d35da29ee57cf,RROROOO,RROROOR,22.18365867,22.11097995,series_0,610189c7046d35da29ee57cf,Mężczyzna,22,2021-09-06_19h20.47.879,rantool2,2021.1.4,Win32,141.9043565,6135e006383e6ea6c3d06a28,61364dc5cfb4fac5241f550e,,,,,,,,
j,3.4531,0,2,2,50,1,610189c7046d35da29ee57cf,RROOROO,RROOROR,21.73568164,22.02566557,series_1,610189c7046d35da29ee57cf,Mężczyzna,22,2021-09-06_19h20.47.879,rantool2,2021.1.4,Win32,141.9043565,6135e006383e6ea6c3d06a28,61364dc5cfb4fac5241f550e,,,,,,,,
j,1.6658,0,3,3,38,1,610189c7046d35da29ee57cf,ROORROO,ROORROR,21.79500819,21.36812781,series_0,610189c7046d35da29ee57cf,Mężczyzna,22,2021-09-06_19h20.47.879,rantool2,2021.1.4,Win32,141.9043565,6135e006383e6ea6c3d06a28,61364dc5cfb4fac5241f550e,,,,,,,,
f,2.7235,0,4,4,57,1,610189c7046d35da29ee57cf,RRROORO,RRROORR,21.82425538,22.07102821,series_1,610189c7046d35da29ee57cf,Mężczyzna,22,2021-09-06_19h20.47.879,rantool2,2021.1.4,Win32,141.9043565,6135e006383e6ea6c3d06a28,61364dc5cfb4fac5241f550e,,,,,,,,
f,3.1412,0,5,5,7,1,610189c7046d35da29ee57cf,OOORRRO,OOORRRR,21.6194508,21.899017,series_1,610189c7046d35da29ee57cf,Mężczyzna,22,2021-09-06_19h20.47.879,rantool2,2021.1.4,Win32,141.9043565,6135e006383e6ea6c3d06a28,61364dc5cfb4fac5241f550e,,,,,,,,
j,4.4766,0,6,6,41,1,610189c7046d35da29ee57cf,ROROORO,ROROORR,20.42602454,21.71443381,series_1,610189c7046d35da29ee57cf,Mężczyzna,22,2021-09-06_19h20.47.879,rantool2,2021.1.4,Win32,141.9043565,6135e006383e6ea6c3d06a28,61364dc5cfb4fac5241f550e,,,,,,,,
j,1.153,0,7,7,24,1,610189c7046d35da29ee57cf,ORROOOO,ORROOOR,21.12383932,22.07102821,series_1,610189c7046d35da29ee57cf,Mężczyzna,22,2021-09-06_19h20.47.879,rantool2,2021.1.4,Win32,141.9043565,6135e006383e6ea6c3d06a28,61364dc5cfb4fac5241f550e,,,,,,,,
f,2.4496,0,8,8,60,1,610189c7046d35da29ee57cf,RRRROOO,RRRROOR,22.10108823,22.15934078,series_1,610189c7046d35da29ee57cf,Mężczyzna,22,2021-09-06_19h20.47.879,rantool2,2021.1.4,Win32,141.9043565,6135e006383e6ea6c3d06a28,61364dc5cfb4fac5241f550e,,,,,,,,
j,1.4743,0,9,9,12,1,610189c7046d35da29ee57cf,OORROOO,OORROOR,21.30250474,22.02786418,series_1,610189c7046d35da29ee57cf,Mężczyzna,22,2021-09-06_19h20.47.879,rantool2,2021.1.4,Win32,141.9043565,6135e006383e6ea6c3d06a28,61364dc5cfb4fac5241f550e,,,,,,,,
