key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,id*,Płeć*,Wiek*,date,expName,psychopyVersion,OS,frameRate,id,STUDY_ID,SESSION_ID,key_resp_7.keys,key_resp_7.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,series_0,series_1,acss_0,acss_1,comparison
"[""comma""]",0,[0.49570000008679926],0,0,0,0,1,60e46849a6a53ab857bae26f,Mężczyzna,22,2021-07-13_22h17.48.929,rantool2,2021.1.4,Win32,59.87665409,60e46849a6a53ab857bae26f,60d9d14f4a8a35a482e0d9bf,60edf413f7d73cfac4b82df3,,,,,,,,,,,,
"[""period""]",0,[0.3343700000550598],1,0,1,0,1,60e46849a6a53ab857bae26f,Mężczyzna,22,2021-07-13_22h17.48.929,rantool2,2021.1.4,Win32,59.87665409,60e46849a6a53ab857bae26f,60d9d14f4a8a35a482e0d9bf,60edf413f7d73cfac4b82df3,,,,,,,,,,,,
"[""period""]",0,[0.30068000010214746],2,0,2,0,1,60e46849a6a53ab857bae26f,Mężczyzna,22,2021-07-13_22h17.48.929,rantool2,2021.1.4,Win32,59.87665409,60e46849a6a53ab857bae26f,60d9d14f4a8a35a482e0d9bf,60edf413f7d73cfac4b82df3,,,,,,,,,,,,
"[""comma""]",0,[0.23666499997489154],3,0,3,0,1,60e46849a6a53ab857bae26f,Mężczyzna,22,2021-07-13_22h17.48.929,rantool2,2021.1.4,Win32,59.87665409,60e46849a6a53ab857bae26f,60d9d14f4a8a35a482e0d9bf,60edf413f7d73cfac4b82df3,,,,,,,,,,,,
"[""period""]",0,[0.2341400000732392],4,0,4,0,1,60e46849a6a53ab857bae26f,Mężczyzna,22,2021-07-13_22h17.48.929,rantool2,2021.1.4,Win32,59.87665409,60e46849a6a53ab857bae26f,60d9d14f4a8a35a482e0d9bf,60edf413f7d73cfac4b82df3,,,,,,,,,,,,
"[""period""]",0,[0.11714500002563],5,0,5,0,1,60e46849a6a53ab857bae26f,Mężczyzna,22,2021-07-13_22h17.48.929,rantool2,2021.1.4,Win32,59.87665409,60e46849a6a53ab857bae26f,60d9d14f4a8a35a482e0d9bf,60edf413f7d73cfac4b82df3,,,,,,,,,,,,
"[""comma""]",0,[0.25063999998383224],6,0,6,0,1,60e46849a6a53ab857bae26f,Mężczyzna,22,2021-07-13_22h17.48.929,rantool2,2021.1.4,Win32,59.87665409,60e46849a6a53ab857bae26f,60d9d14f4a8a35a482e0d9bf,60edf413f7d73cfac4b82df3,,,,,,,,,,,,
"[""period""]",0,[0.1753849999513477],7,0,7,0,1,60e46849a6a53ab857bae26f,Mężczyzna,22,2021-07-13_22h17.48.929,rantool2,2021.1.4,Win32,59.87665409,60e46849a6a53ab857bae26f,60d9d14f4a8a35a482e0d9bf,60edf413f7d73cfac4b82df3,,,,,,,,,,,,
"[""comma""]",0,[0.21741500007919967],8,0,8,0,1,60e46849a6a53ab857bae26f,Mężczyzna,22,2021-07-13_22h17.48.929,rantool2,2021.1.4,Win32,59.87665409,60e46849a6a53ab857bae26f,60d9d14f4a8a35a482e0d9bf,60edf413f7d73cfac4b82df3,,,,,,,,,,,,
"[""period""]",0,[0.3002400000113994],9,0,9,0,1,60e46849a6a53ab857bae26f,Mężczyzna,22,2021-07-13_22h17.48.929,rantool2,2021.1.4,Win32,59.87665409,60e46849a6a53ab857bae26f,60d9d14f4a8a35a482e0d9bf,60edf413f7d73cfac4b82df3,,,,,,,,,,,,
