key_resp_7.keys,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,id,series_0,series_1,acss_0,acss_1,comparison,id*,Płeć*,Wiek*,date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,key_resp_7.rt,key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran
,0,0,0,29,1,61251a27ed3dc87e87657fdf,ORRRORO,ORRRORR,22.00300695,22.12173012,series_1,61251a27ed3dc87e87657fdf,Kobieta,18,2021-09-06_19h00.43.080,rantool2,2021.1.4,Win32,60.45218232,6135e006383e6ea6c3d06a28,6136491b2ce1f9f5f929c7d9,,,,,,,,,
f,0,1,1,31,1,61251a27ed3dc87e87657fdf,ORRRRRO,ORRRRRR,22.16413392,20.74050628,series_0,61251a27ed3dc87e87657fdf,Kobieta,18,2021-09-06_19h00.43.080,rantool2,2021.1.4,Win32,60.45218232,6135e006383e6ea6c3d06a28,6136491b2ce1f9f5f929c7d9,3.9664,,,,,,,,
j,0,2,2,41,1,61251a27ed3dc87e87657fdf,ROROORO,ROROORR,20.42602454,21.71443381,series_1,61251a27ed3dc87e87657fdf,Kobieta,18,2021-09-06_19h00.43.080,rantool2,2021.1.4,Win32,60.45218232,6135e006383e6ea6c3d06a28,6136491b2ce1f9f5f929c7d9,4.1301,,,,,,,,
f,0,3,3,5,1,61251a27ed3dc87e87657fdf,OOORORO,OOORORR,20.87963819,21.9921709,series_1,61251a27ed3dc87e87657fdf,Kobieta,18,2021-09-06_19h00.43.080,rantool2,2021.1.4,Win32,60.45218232,6135e006383e6ea6c3d06a28,6136491b2ce1f9f5f929c7d9,3.0216,,,,,,,,
f,0,4,4,46,1,61251a27ed3dc87e87657fdf,RORRROO,RORRROR,22.00300695,21.24781509,series_0,61251a27ed3dc87e87657fdf,Kobieta,18,2021-09-06_19h00.43.080,rantool2,2021.1.4,Win32,60.45218232,6135e006383e6ea6c3d06a28,6136491b2ce1f9f5f929c7d9,2.4039,,,,,,,,
f,0,5,5,7,1,61251a27ed3dc87e87657fdf,OOORRRO,OOORRRR,21.6194508,21.899017,series_1,61251a27ed3dc87e87657fdf,Kobieta,18,2021-09-06_19h00.43.080,rantool2,2021.1.4,Win32,60.45218232,6135e006383e6ea6c3d06a28,6136491b2ce1f9f5f929c7d9,2.4844,,,,,,,,
f,0,6,6,60,1,61251a27ed3dc87e87657fdf,RRRROOO,RRRROOR,22.10108823,22.15934078,series_1,61251a27ed3dc87e87657fdf,Kobieta,18,2021-09-06_19h00.43.080,rantool2,2021.1.4,Win32,60.45218232,6135e006383e6ea6c3d06a28,6136491b2ce1f9f5f929c7d9,1.3417,,,,,,,,
f,0,7,7,43,1,61251a27ed3dc87e87657fdf,RORORRO,RORORRR,20.71309134,21.07490964,series_1,61251a27ed3dc87e87657fdf,Kobieta,18,2021-09-06_19h00.43.080,rantool2,2021.1.4,Win32,60.45218232,6135e006383e6ea6c3d06a28,6136491b2ce1f9f5f929c7d9,2.6081,,,,,,,,
j,0,8,8,27,1,61251a27ed3dc87e87657fdf,ORRORRO,ORRORRR,21.55250791,22.2428857,series_1,61251a27ed3dc87e87657fdf,Kobieta,18,2021-09-06_19h00.43.080,rantool2,2021.1.4,Win32,60.45218232,6135e006383e6ea6c3d06a28,6136491b2ce1f9f5f929c7d9,2.4646,,,,,,,,
f,0,9,9,9,1,61251a27ed3dc87e87657fdf,OOROORO,OOROORR,21.07991943,22.2428857,series_1,61251a27ed3dc87e87657fdf,Kobieta,18,2021-09-06_19h00.43.080,rantool2,2021.1.4,Win32,60.45218232,6135e006383e6ea6c3d06a28,6136491b2ce1f9f5f929c7d9,2.7839,,,,,,,,
j,0,10,10,59,1,61251a27ed3dc87e87657fdf,RRRORRO,RRRORRR,21.56657303,20.89823192,series_0,61251a27ed3dc87e87657fdf,Kobieta,18,2021-09-06_19h00.43.080,rantool2,2021.1.4,Win32,60.45218232,6135e006383e6ea6c3d06a28,6136491b2ce1f9f5f929c7d9,2.2006,,,,,,,,
j,0,11,11,62,1,61251a27ed3dc87e87657fdf,RRRRROO,RRRRROR,22.16413392,21.27974287,series_0,61251a27ed3dc87e87657fdf,Kobieta,18,2021-09-06_19h00.43.080,rantool2,2021.1.4,Win32,60.45218232,6135e006383e6ea6c3d06a28,6136491b2ce1f9f5f929c7d9,1.4078,,,,,,,,
f,0,12,12,34,1,61251a27ed3dc87e87657fdf,ROOOROO,ROOOROR,21.03750787,21.24781509,series_1,61251a27ed3dc87e87657fdf,Kobieta,18,2021-09-06_19h00.43.080,rantool2,2021.1.4,Win32,60.45218232,6135e006383e6ea6c3d06a28,6136491b2ce1f9f5f929c7d9,1.8105,,,,,,,,
j,0,13,13,38,1,61251a27ed3dc87e87657fdf,ROORROO,ROORROR,21.79500819,21.36812781,series_0,61251a27ed3dc87e87657fdf,Kobieta,18,2021-09-06_19h00.43.080,rantool2,2021.1.4,Win32,60.45218232,6135e006383e6ea6c3d06a28,6136491b2ce1f9f5f929c7d9,3.2413,,,,,,,,
f,0,14,14,36,1,61251a27ed3dc87e87657fdf,ROOROOO,ROOROOR,21.07991943,20.9984461,series_0,61251a27ed3dc87e87657fdf,Kobieta,18,2021-09-06_19h00.43.080,rantool2,2021.1.4,Win32,60.45218232,6135e006383e6ea6c3d06a28,6136491b2ce1f9f5f929c7d9,1.9984,,,,,,,,
j,0,15,15,56,1,61251a27ed3dc87e87657fdf,RRROOOO,RRROOOR,21.6194508,22.31681875,series_1,61251a27ed3dc87e87657fdf,Kobieta,18,2021-09-06_19h00.43.080,rantool2,2021.1.4,Win32,60.45218232,6135e006383e6ea6c3d06a28,6136491b2ce1f9f5f929c7d9,1.6475,,,,,,,,
f,0,16,16,50,1,61251a27ed3dc87e87657fdf,RROOROO,RROOROR,21.73568164,22.02566557,series_1,61251a27ed3dc87e87657fdf,Kobieta,18,2021-09-06_19h00.43.080,rantool2,2021.1.4,Win32,60.45218232,6135e006383e6ea6c3d06a28,6136491b2ce1f9f5f929c7d9,2.5687,,,,,,,,
f,0,17,17,51,1,61251a27ed3dc87e87657fdf,RROORRO,RROORRR,21.89852628,22.02786418,series_1,61251a27ed3dc87e87657fdf,Kobieta,18,2021-09-06_19h00.43.080,rantool2,2021.1.4,Win32,60.45218232,6135e006383e6ea6c3d06a28,6136491b2ce1f9f5f929c7d9,1.5284,,,,,,,,
f,0,18,18,2,1,61251a27ed3dc87e87657fdf,OOOOROO,OOOOROR,20.43051175,21.02936224,series_1,61251a27ed3dc87e87657fdf,Kobieta,18,2021-09-06_19h00.43.080,rantool2,2021.1.4,Win32,60.45218232,6135e006383e6ea6c3d06a28,6136491b2ce1f9f5f929c7d9,1.6199,,,,,,,,
f,0,19,19,1,1,61251a27ed3dc87e87657fdf,OOOOORO,OOOOORR,19.92253567,20.74050628,series_1,61251a27ed3dc87e87657fdf,Kobieta,18,2021-09-06_19h00.43.080,rantool2,2021.1.4,Win32,60.45218232,6135e006383e6ea6c3d06a28,6136491b2ce1f9f5f929c7d9,1.4251,,,,,,,,
j,0,20,20,49,1,61251a27ed3dc87e87657fdf,RROOORO,RROOORR,21.76276513,22.53364006,series_1,61251a27ed3dc87e87657fdf,Kobieta,18,2021-09-06_19h00.43.080,rantool2,2021.1.4,Win32,60.45218232,6135e006383e6ea6c3d06a28,6136491b2ce1f9f5f929c7d9,1.951,,,,,,,,
