key_resp_7.keys,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,id,series_0,series_1,acss_0,acss_1,comparison,id*,Płeć*,Wiek*,date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,key_resp_7.rt,key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran
,0,0,0,4,1,5f2af95497e197484a72a6df,OOOROOO,OOOROOR,19.91402015,21.21223021,series_1,5f2af95497e197484a72a6df,Kobieta,23,2021-09-06_19h39.42.777,rantool2,2021.1.4,Win32,59.9880024,6135e006383e6ea6c3d06a28,61364fd8d9711dd070445ff1,,,,,,,,,
f,0,1,1,58,1,5f2af95497e197484a72a6df,RRROROO,RRROROR,22.1285618,21.37121559,series_0,5f2af95497e197484a72a6df,Kobieta,23,2021-09-06_19h39.42.777,rantool2,2021.1.4,Win32,59.9880024,6135e006383e6ea6c3d06a28,61364fd8d9711dd070445ff1,1.6018,,,,,,,,
j,0,2,2,18,1,5f2af95497e197484a72a6df,OROOROO,OROOROR,20.84860893,21.22513037,series_1,5f2af95497e197484a72a6df,Kobieta,23,2021-09-06_19h39.42.777,rantool2,2021.1.4,Win32,59.9880024,6135e006383e6ea6c3d06a28,61364fd8d9711dd070445ff1,2.8532,,,,,,,,
f,0,3,3,40,1,5f2af95497e197484a72a6df,ROROOOO,ROROOOR,20.87963819,21.37121559,series_1,5f2af95497e197484a72a6df,Kobieta,23,2021-09-06_19h39.42.777,rantool2,2021.1.4,Win32,59.9880024,6135e006383e6ea6c3d06a28,61364fd8d9711dd070445ff1,1.5684,,,,,,,,
f,0,4,4,49,1,5f2af95497e197484a72a6df,RROOORO,RROOORR,21.76276513,22.53364006,series_1,5f2af95497e197484a72a6df,Kobieta,23,2021-09-06_19h39.42.777,rantool2,2021.1.4,Win32,59.9880024,6135e006383e6ea6c3d06a28,61364fd8d9711dd070445ff1,1.1848,,,,,,,,
j,0,5,5,43,1,5f2af95497e197484a72a6df,RORORRO,RORORRR,20.71309134,21.07490964,series_1,5f2af95497e197484a72a6df,Kobieta,23,2021-09-06_19h39.42.777,rantool2,2021.1.4,Win32,59.9880024,6135e006383e6ea6c3d06a28,61364fd8d9711dd070445ff1,1.7184,,,,,,,,
f,0,6,6,53,1,5f2af95497e197484a72a6df,RRORORO,RRORORR,20.71309134,21.90565814,series_1,5f2af95497e197484a72a6df,Kobieta,23,2021-09-06_19h39.42.777,rantool2,2021.1.4,Win32,59.9880024,6135e006383e6ea6c3d06a28,61364fd8d9711dd070445ff1,2.1267,,,,,,,,
j,0,7,7,51,1,5f2af95497e197484a72a6df,RROORRO,RROORRR,21.89852628,22.02786418,series_1,5f2af95497e197484a72a6df,Kobieta,23,2021-09-06_19h39.42.777,rantool2,2021.1.4,Win32,59.9880024,6135e006383e6ea6c3d06a28,61364fd8d9711dd070445ff1,2.499,,,,,,,,
f,0,8,8,41,1,5f2af95497e197484a72a6df,ROROORO,ROROORR,20.42602454,21.71443381,series_1,5f2af95497e197484a72a6df,Kobieta,23,2021-09-06_19h39.42.777,rantool2,2021.1.4,Win32,59.9880024,6135e006383e6ea6c3d06a28,61364fd8d9711dd070445ff1,2.3023,,,,,,,,
j,0,9,9,24,1,5f2af95497e197484a72a6df,ORROOOO,ORROOOR,21.12383932,22.07102821,series_1,5f2af95497e197484a72a6df,Kobieta,23,2021-09-06_19h39.42.777,rantool2,2021.1.4,Win32,59.9880024,6135e006383e6ea6c3d06a28,61364fd8d9711dd070445ff1,1.5822,,,,,,,,
j,0,10,10,19,1,5f2af95497e197484a72a6df,OROORRO,OROORRR,21.73568164,22.11181017,series_1,5f2af95497e197484a72a6df,Kobieta,23,2021-09-06_19h39.42.777,rantool2,2021.1.4,Win32,59.9880024,6135e006383e6ea6c3d06a28,61364fd8d9711dd070445ff1,1.6646,,,,,,,,
f,0,11,11,42,1,5f2af95497e197484a72a6df,ROROROO,ROROROR,20.39515459,19.8361834,series_0,5f2af95497e197484a72a6df,Kobieta,23,2021-09-06_19h39.42.777,rantool2,2021.1.4,Win32,59.9880024,6135e006383e6ea6c3d06a28,61364fd8d9711dd070445ff1,2.037,,,,,,,,
f,0,12,12,39,1,5f2af95497e197484a72a6df,ROORRRO,ROORRRR,21.82425538,21.38562617,series_0,5f2af95497e197484a72a6df,Kobieta,23,2021-09-06_19h39.42.777,rantool2,2021.1.4,Win32,59.9880024,6135e006383e6ea6c3d06a28,61364fd8d9711dd070445ff1,1.485,,,,,,,,
